tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.310811,174200000.0,91800000.0,36300000.0,239400000.0,174200000.0,137900000.0,-10200000.0,4700000.0,,91800000.0,91800000.0,689800000.0,125400000.0,425900000.0,386300000.0,0.22,0.24,94500000.0,2700000.0,91800000.0,91800000.0,91800000.0,91800000.0,41400000.0,133200000.0,18000000.0,,0.0,-10200000.0,4700000.0,,125400000.0,415900000.0,1800000.0,1800000.0,1800000.0,1800000.0,116300000.0,297800000.0,541300000.0,273900000.0,815200000.0,815200000.0,2022-12-31
0.0,0.247,110700000.0,48600000.0,41600000.0,239100000.0,110700000.0,69100000.0,17300000.0,4600000.0,21900000.0,48600000.0,48600000.0,694300000.0,47200000.0,418500000.0,386700000.0,0.12,0.13,50200000.0,1600000.0,48600000.0,48600000.0,48600000.0,48600000.0,15900000.0,64500000.0,,,0.0,17300000.0,4600000.0,21900000.0,47200000.0,415400000.0,1800000.0,1800000.0,1800000.0,1800000.0,119000000.0,294600000.0,462600000.0,278900000.0,741500000.0,741500000.0,2023-03-31
0.0,0.272442,208900000.0,115900000.0,43700000.0,282900000.0,208900000.0,165200000.0,31200000.0,5900000.0,37100000.0,115900000.0,115900000.0,743200000.0,128100000.0,431500000.0,386700000.0,0.28,0.3,119700000.0,3800000.0,115900000.0,115900000.0,115900000.0,115900000.0,43400000.0,159300000.0,,,0.0,31200000.0,5900000.0,37100000.0,128100000.0,418300000.0,1700000.0,1700000.0,1700000.0,1700000.0,119300000.0,297300000.0,546400000.0,324900000.0,871300000.0,871300000.0,2023-06-30
0.0,0.21,293500000.0,120700000.0,48200000.0,305200000.0,293500000.0,245300000.0,36600000.0,4900000.0,41500000.0,120700000.0,120700000.0,769500000.0,205500000.0,426800000.0,386600000.0,0.29,0.31,123700000.0,3000000.0,120700000.0,120700000.0,120700000.0,120700000.0,119700000.0,240400000.0,-1700000.0,-2700000.0,1000000.0,36600000.0,4900000.0,41500000.0,205500000.0,417800000.0,1700000.0,1700000.0,1700000.0,1700000.0,131400000.0,284700000.0,623300000.0,351700000.0,975000000.0,975000000.0,2023-09-30
0.0,0.21,303600000.0,256300000.0,52500000.0,377900000.0,303600000.0,251100000.0,28900000.0,4900000.0,33800000.0,256300000.0,256300000.0,817600000.0,216900000.0,415900000.0,384100000.0,0.62,0.67,259300000.0,3000000.0,256300000.0,256300000.0,256300000.0,256300000.0,-10100000.0,246200000.0,400000.0,-500000.0,900000.0,28900000.0,4900000.0,33800000.0,216900000.0,439700000.0,,,,,136100000.0,308800000.0,656600000.0,377900000.0,1034500000.0,1034500000.0,2023-12-31
0.0,0.4,189600000.0,146400000.0,52500000.0,359100000.0,189600000.0,137100000.0,31700000.0,4600000.0,36300000.0,146400000.0,146400000.0,819900000.0,101100000.0,416700000.0,390200000.0,0.36,0.38,149300000.0,2900000.0,146400000.0,146400000.0,146400000.0,146400000.0,-13900000.0,132500000.0,-300000.0,-300000.0,,31700000.0,4600000.0,36300000.0,101100000.0,460800000.0,,,,,141500000.0,319300000.0,561900000.0,359100000.0,921000000.0,921000000.0,2024-03-31
