free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_business_purchase_and_sale,sale_of_business,net_ppe_purchase_and_sale,sale_of_ppe,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
408434000.0,-92263000.0,-802770000.0,890000000.0,10038000.0,-322215000.0,10237000.0,54242000.0,202502000.0,211241000.0,-8739000.0,-96647000.0,-96647000.0,,-101652000.0,-82225000.0,-92263000.0,10038000.0,87230000.0,87230000.0,-802770000.0,890000000.0,-642741000.0,-642741000.0,,,875000.0,875000.0,-322215000.0,730649000.0,730649000.0,339237000.0,92739000.0,125476000.0,27104000.0,98372000.0,98372000.0,-16237000.0,137259000.0,15301000.0,9716000.0,9716000.0,94820000.0,94820000.0,705000.0,705000.0,270870000.0,2022-12-31
-138389000.0,-204839000.0,-311631000.0,747000000.0,8623000.0,-157943000.0,9274000.0,1955000.0,190078000.0,202502000.0,-12424000.0,125706000.0,125706000.0,,-113447000.0,-196216000.0,-204839000.0,8623000.0,435369000.0,435369000.0,-311631000.0,747000000.0,-157684000.0,-157684000.0,,,259000.0,259000.0,-157943000.0,19554000.0,19554000.0,-320817000.0,-98877000.0,89009000.0,-39243000.0,128252000.0,128252000.0,10166000.0,-321115000.0,14514000.0,45675000.0,45675000.0,97233000.0,97233000.0,-139000.0,-139000.0,183088000.0,2023-03-31
571124000.0,-163935000.0,-886174000.0,1020000000.0,6629000.0,-191643000.0,11188000.0,34271000.0,620031000.0,190078000.0,429953000.0,-145983000.0,-145983000.0,,-112774000.0,-157306000.0,-163935000.0,6629000.0,133826000.0,133826000.0,-886174000.0,1020000000.0,-186831000.0,-186831000.0,,,502000.0,502000.0,-191643000.0,762767000.0,762767000.0,238683000.0,157950000.0,-242403000.0,12249000.0,-254652000.0,-254652000.0,-32605000.0,355741000.0,15665000.0,-14759000.0,-14759000.0,102279000.0,102279000.0,-335000.0,-335000.0,421234000.0,2023-06-30
-21532000.0,-135648000.0,-801000.0,0.0,4601000.0,-177137000.0,8549000.0,179411000.0,421693000.0,620031000.0,-198338000.0,-243846000.0,-243846000.0,0.0,-111998000.0,-131047000.0,-135648000.0,4601000.0,-801000.0,-801000.0,-801000.0,0.0,-110097000.0,-110097000.0,10000000.0,10000000.0,57040000.0,57040000.0,-177137000.0,155605000.0,155605000.0,-154810000.0,-79608000.0,113153000.0,-26801000.0,139954000.0,139954000.0,-6208000.0,-182147000.0,14971000.0,-22834000.0,-22834000.0,90263000.0,90263000.0,-26986000.0,-26986000.0,255001000.0,2023-09-30
168947000.0,-114213000.0,-1202000.0,0.0,4544000.0,-227160000.0,27304000.0,109585000.0,397071000.0,421693000.0,-24622000.0,-222272000.0,-222272000.0,0.0,-111401000.0,-109669000.0,-114213000.0,4544000.0,-1202000.0,-1202000.0,-1202000.0,0.0,-198457000.0,-198457000.0,0.0,0.0,28703000.0,28703000.0,-227160000.0,396107000.0,396107000.0,55528000.0,7778000.0,-191670000.0,40713000.0,-232383000.0,-232383000.0,51027000.0,188393000.0,11865000.0,-1910000.0,-1910000.0,103274000.0,103274000.0,-20553000.0,-20553000.0,247903000.0,2023-12-31
