tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.223799,454030000.0,270870000.0,94820000.0,2642750000.0,454030000.0,359210000.0,-10241000.0,10241000.0,270870000.0,270870000.0,3647165000.0,359210000.0,111282000.0,110433000.0,2.43,2.45,270870000.0,270870000.0,270870000.0,270870000.0,270870000.0,78099000.0,348969000.0,-10241000.0,10241000.0,359210000.0,1004415000.0,94820000.0,94820000.0,909595000.0,1363625000.0,2642750000.0,4006375000.0,4006375000.0,2022-12-31
0.0,0.21,341673000.0,183088000.0,97233000.0,2129317000.0,341673000.0,244440000.0,-12680000.0,12680000.0,183088000.0,183088000.0,3054785000.0,244440000.0,110781000.0,110045000.0,1.65,1.66,183088000.0,183088000.0,183088000.0,183088000.0,183088000.0,48672000.0,231760000.0,-12680000.0,12680000.0,244440000.0,925468000.0,97233000.0,97233000.0,828235000.0,1169908000.0,2129317000.0,3299225000.0,3299225000.0,2023-03-31
0.0,0.23,661611000.0,421234000.0,102279000.0,2669926000.0,661611000.0,559332000.0,-12343000.0,12343000.0,421234000.0,421234000.0,3625363000.0,559332000.0,110041000.0,109426000.0,3.83,3.85,421234000.0,421234000.0,421234000.0,421234000.0,421234000.0,125755000.0,546989000.0,-12343000.0,12343000.0,559332000.0,955437000.0,102279000.0,102279000.0,853158000.0,1514769000.0,2669926000.0,4184695000.0,4184695000.0,2023-06-30
0.0,0.23,431168000.0,255001000.0,90263000.0,2161501000.0,431168000.0,340905000.0,-9539000.0,9539000.0,255001000.0,255001000.0,3071075000.0,340905000.0,109342000.0,108774000.0,2.33,2.34,255001000.0,255001000.0,255001000.0,255001000.0,255001000.0,76365000.0,331366000.0,-9539000.0,9539000.0,340905000.0,909574000.0,90263000.0,90263000.0,819311000.0,1250479000.0,2161501000.0,3411980000.0,3411980000.0,2023-09-30
0.0,0.2308,437509000.0,247903000.0,103274000.0,2366778000.0,437509000.0,334235000.0,-11948000.0,11948000.0,247903000.0,247903000.0,3325606000.0,334235000.0,108819000.0,108139000.0,2.28,2.29,247903000.0,247903000.0,247903000.0,247903000.0,247903000.0,74384000.0,322287000.0,-11948000.0,11948000.0,334235000.0,958828000.0,103274000.0,103274000.0,855554000.0,1293063000.0,2366778000.0,3659841000.0,3659841000.0,2023-12-31
