ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investments_in_other_ventures_under_equity_method,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,restricted_cash,inventory,receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
379087524.0,379087524.0,2890848000.0,34078441000.0,-1749035000.0,13634270000.0,3638800000.0,-1749035000.0,25275700000.0,4831529000.0,12264346000.0,5368473000.0,536944000.0,4831529000.0,33499000.0,33499000.0,4794239000.0,0.0,3791000.0,3791000.0,40323733000.0,35807841000.0,256282000.0,2969443000.0,2969443000.0,32582116000.0,25149299000.0,7432817000.0,4515892000.0,539828000.0,612216000.0,612216000.0,1496325000.0,126401000.0,1369924000.0,1369924000.0,1867523000.0,1285950000.0,83451000.0,581573000.0,0.0,211756000.0,,369817000.0,45692206000.0,37537514000.0,1029054000.0,173039000.0,173039000.0,,173039000.0,6580564000.0,1551252000.0,5029312000.0,29754857000.0,-4912917000.0,34667774000.0,647256000.0,24681500000.0,4386745000.0,4513319000.0,438954000.0,0.0,8154692000.0,583132000.0,608437000.0,0.0,126065000.0,925165000.0,73016000.0,852149000.0,-113266000.0,965415000.0,5911893000.0,5911893000.0,2022-12-31
367241030.0,367241030.0,2487039000.0,32137678000.0,-1941398000.0,11832015000.0,3386677000.0,-1941398000.0,25145321000.0,4839658000.0,11681141000.0,5231761000.0,392103000.0,4839658000.0,36808000.0,36808000.0,4799178000.0,0.0,3672000.0,3672000.0,38310468000.0,35466041000.0,470495000.0,3008742000.0,3008742000.0,31986804000.0,25145321000.0,6841483000.0,2844427000.0,,,,150874000.0,,150874000.0,150874000.0,2693553000.0,2280217000.0,114382000.0,413336000.0,,65992000.0,65992000.0,347344000.0,43542229000.0,37311125000.0,832167000.0,153856000.0,153856000.0,153856000.0,0.0,6781056000.0,1756151000.0,5024905000.0,29544046000.0,,29544046000.0,,29544046000.0,,,,,6231104000.0,842028000.0,0.0,,128732000.0,755026000.0,2061000.0,752965000.0,-125000000.0,877965000.0,4505318000.0,4505318000.0,2023-03-31
352789905.0,352789905.0,2926103000.0,31906188000.0,-2347028000.0,11185642000.0,2867591000.0,-2347028000.0,25136719000.0,4416173000.0,11090217000.0,4845083000.0,428910000.0,4416173000.0,30057000.0,30057000.0,4382588000.0,0.0,3528000.0,3528000.0,38060746000.0,35311342000.0,493996000.0,3006583000.0,3006583000.0,31810763000.0,25136719000.0,6674044000.0,2749404000.0,,,,95425000.0,,95425000.0,95425000.0,2653979000.0,2295172000.0,60225000.0,358807000.0,,,,358807000.0,42905829000.0,37288834000.0,858456000.0,156993000.0,156993000.0,156993000.0,0.0,6763201000.0,1734012000.0,5029189000.0,29510184000.0,,29510184000.0,,29510184000.0,,,,,5616995000.0,809272000.0,0.0,,130889000.0,833468000.0,129497000.0,703971000.0,-129000000.0,832971000.0,3843366000.0,3843366000.0,2023-06-30
340914804.0,340914804.0,3303871000.0,31749464000.0,-2910500000.0,10585948000.0,2297104000.0,-2910500000.0,25129233000.0,3965717000.0,10471234000.0,4461718000.0,496001000.0,3965717000.0,-617000.0,-617000.0,3962925000.0,0.0,3409000.0,3409000.0,38110741000.0,35148672000.0,523283000.0,2990639000.0,2990639000.0,31634750000.0,25129233000.0,6505517000.0,2962069000.0,,,,114714000.0,,114714000.0,114714000.0,2847355000.0,2434598000.0,,412757000.0,,,,412757000.0,42572459000.0,37313286000.0,797897000.0,231998000.0,231998000.0,231998000.0,0.0,6876217000.0,1733379000.0,5142838000.0,29407174000.0,,29407174000.0,,29407174000.0,,,,,5259173000.0,834961000.0,0.0,,135859000.0,971993000.0,159806000.0,812187000.0,-131000000.0,943187000.0,3316360000.0,3316360000.0,2023-09-30
326550141.0,326550141.0,3476150000.0,31615601000.0,-3079106000.0,10215153000.0,1784525000.0,-3079106000.0,25211618000.0,3811170000.0,10154980000.0,4367501000.0,556331000.0,3811170000.0,143896000.0,143896000.0,3664008000.0,0.0,3266000.0,3266000.0,38001047000.0,34874979000.0,542708000.0,2860997000.0,2860997000.0,31471274000.0,25127464000.0,6343810000.0,3126068000.0,,566222000.0,566222000.0,144327000.0,84154000.0,60173000.0,60173000.0,2415519000.0,1562911000.0,,852608000.0,,390890000.0,,461718000.0,42368548000.0,37457955000.0,849867000.0,240803000.0,240803000.0,,240803000.0,6890276000.0,1724582000.0,5165694000.0,29477009000.0,-5176626000.0,34653635000.0,506242000.0,24113248000.0,4633734000.0,4910701000.0,489710000.0,0.0,4910593000.0,770503000.0,0.0,,141678000.0,1070579000.0,141444000.0,929135000.0,-130476000.0,1059611000.0,2927833000.0,2927833000.0,2023-12-31
