tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,other_special_charges,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
222747210.0,0.21,463991000.0,1060701000.0,1060701000.0,284002000.0,1421637000.0,1852803000.0,1524692000.0,103055000.0,-137132000.0,137132000.0,-553951790.0,284002000.0,4614488000.0,-1896000.0,386932000.0,384018000.0,0.69,0.69,265469000.0,265469000.0,18533000.0,284002000.0,604016000.0,-320014000.0,-320014000.0,285937000.0,-34077000.0,1125327000.0,106160000.0,1060701000.0,-6083000.0,,0.0,-41534000.0,0.0,-137132000.0,137132000.0,-1022272000.0,2761685000.0,131507000.0,1421637000.0,1421637000.0,1208541000.0,1208541000.0,1208541000.0,1739413000.0,1852803000.0,3592216000.0,3579042000.0,2022-12-31
101791532.0,0.257,583387000.0,396076000.0,396076000.0,466807000.0,203501000.0,1996795000.0,979463000.0,775962000.0,-130300000.0,130300000.0,172522532.0,466807000.0,3463534000.0,730839000.0,378095000.0,374085000.0,1.24,1.25,468104000.0,468104000.0,-1297000.0,466807000.0,-13076000.0,479883000.0,479883000.0,165779000.0,645662000.0,366200000.0,46307000.0,396076000.0,396076000.0,-396076000.0,,-76183000.0,,-130300000.0,130300000.0,409762000.0,1466739000.0,127698000.0,203501000.0,203501000.0,1135540000.0,1135540000.0,1135540000.0,1876501000.0,1996795000.0,3873296000.0,3862625000.0,2023-03-31
-795294.0,0.138,603896000.0,-5763000.0,-5763000.0,200796000.0,203503000.0,2083896000.0,598133000.0,394630000.0,-111945000.0,111945000.0,205763706.0,200796000.0,3548877000.0,371378000.0,365339000.0,361050000.0,0.55,0.56,200910000.0,200910000.0,-114000.0,200796000.0,-42748000.0,243544000.0,243544000.0,39141000.0,282685000.0,1300000.0,23693000.0,-5763000.0,,5763000.0,,-16630000.0,,-111945000.0,111945000.0,393330000.0,1464981000.0,117088000.0,203503000.0,203503000.0,1144390000.0,1144390000.0,1144390000.0,1858311000.0,2083896000.0,3942207000.0,3930652000.0,2023-06-30
-676225.0,0.055,549617000.0,-12295000.0,-12295000.0,161117000.0,201827000.0,2097496000.0,537322000.0,335495000.0,-111170000.0,111170000.0,172735775.0,161117000.0,3613459000.0,369936000.0,351390000.0,347345000.0,0.46,0.46,161083000.0,161083000.0,34000.0,161117000.0,-50768000.0,211885000.0,211885000.0,12440000.0,224325000.0,-24229000.0,-34879000.0,-12295000.0,,12295000.0,,22945000.0,,-111170000.0,111170000.0,359724000.0,1515963000.0,121838000.0,201827000.0,201827000.0,1192298000.0,1192298000.0,1192298000.0,1875687000.0,2097496000.0,3973183000.0,3961627000.0,2023-09-30
-1634010.0,0.21,640047000.0,-7781000.0,-7781000.0,313460000.0,205297000.0,2375375000.0,632266000.0,426969000.0,-106878000.0,106878000.0,319606990.0,313460000.0,3955015000.0,419344000.0,,,,,314212000.0,314212000.0,-752000.0,313460000.0,-66152000.0,379612000.0,379612000.0,-59521000.0,320091000.0,6421000.0,7470000.0,-7781000.0,,406568000.0,,6732000.0,,-106878000.0,106878000.0,420548000.0,1579640000.0,145914000.0,205297000.0,205297000.0,1228429000.0,1228429000.0,1228429000.0,2000188000.0,2375375000.0,4375563000.0,4363605000.0,2023-12-31
