tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_ppe,gain_on_sale_of_business,write_off,impairment_of_capital_assets,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-16277027.027027,0.222973,846000000.0,-73000000.0,-73000000.0,461000000.0,119000000.0,569000000.0,773000000.0,654000000.0,-32000000.0,62000000.0,30000000.0,517722972.972973,461000000.0,1350000000.0,466800000.0,465600000.0,0.99,0.99,461000000.0,461000000.0,461000000.0,1000000.0,460000000.0,460000000.0,132000000.0,592000000.0,-66000000.0,7000000.0,-47000000.0,0.0,,7000000.0,38000000.0,2000000.0,-26000000.0,-32000000.0,62000000.0,30000000.0,690000000.0,697000000.0,35000000.0,35000000.0,35000000.0,35000000.0,148000000.0,514000000.0,1387000000.0,653000000.0,2040000000.0,2040000000.0,2022-12-31
-6270000.0,0.209,910000000.0,-30000000.0,-30000000.0,552000000.0,120000000.0,505000000.0,880000000.0,760000000.0,-30000000.0,63000000.0,33000000.0,575730000.0,552000000.0,1272000000.0,464600000.0,463500000.0,1.19,1.19,552000000.0,552000000.0,552000000.0,1000000.0,551000000.0,551000000.0,146000000.0,697000000.0,-1000000.0,29000000.0,-21000000.0,,,,,21000000.0,-9000000.0,-30000000.0,63000000.0,33000000.0,728000000.0,684000000.0,37000000.0,37000000.0,37000000.0,37000000.0,142000000.0,505000000.0,1412000000.0,588000000.0,2000000000.0,2000000000.0,2023-03-31
16240000.0,0.232,981000000.0,70000000.0,70000000.0,671000000.0,121000000.0,523000000.0,1051000000.0,930000000.0,-35000000.0,58000000.0,23000000.0,617240000.0,671000000.0,1346000000.0,462900000.0,461900000.0,1.45,1.45,671000000.0,671000000.0,671000000.0,1000000.0,670000000.0,670000000.0,202000000.0,872000000.0,73000000.0,3000000.0,83000000.0,,101000000.0,,10000000.0,8000000.0,-13000000.0,-35000000.0,58000000.0,23000000.0,834000000.0,739000000.0,37000000.0,37000000.0,37000000.0,37000000.0,146000000.0,556000000.0,1573000000.0,607000000.0,2180000000.0,2180000000.0,2023-06-30
-7098000.0,0.169,942000000.0,-42000000.0,-42000000.0,596000000.0,124000000.0,552000000.0,900000000.0,776000000.0,-36000000.0,59000000.0,23000000.0,630902000.0,596000000.0,1353000000.0,461400000.0,460300000.0,1.29,1.29,596000000.0,596000000.0,596000000.0,0.0,596000000.0,596000000.0,121000000.0,717000000.0,-45000000.0,-3000000.0,-23000000.0,,0.0,2000000.0,6000000.0,15000000.0,-19000000.0,-36000000.0,59000000.0,23000000.0,798000000.0,715000000.0,38000000.0,38000000.0,38000000.0,38000000.0,152000000.0,525000000.0,1513000000.0,638000000.0,2151000000.0,2151000000.0,2023-09-30
-6252307.692308,0.195385,867000000.0,-32000000.0,-32000000.0,525000000.0,126000000.0,639000000.0,835000000.0,709000000.0,-33000000.0,59000000.0,26000000.0,550747692.307692,525000000.0,1504000000.0,,,,,525000000.0,525000000.0,525000000.0,2000000.0,523000000.0,523000000.0,127000000.0,650000000.0,-26000000.0,6000000.0,-26000000.0,,0.0,0.0,18000000.0,8000000.0,-6000000.0,-33000000.0,59000000.0,26000000.0,709000000.0,776000000.0,37000000.0,37000000.0,37000000.0,37000000.0,174000000.0,565000000.0,1485000000.0,728000000.0,2213000000.0,2213000000.0,2023-12-31
