free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
570000000.0,-405000000.0,0.0,,-171000000.0,33000000.0,167000000.0,3581000000.0,2507000000.0,-9000000.0,1083000000.0,780000000.0,780000000.0,-11000000.0,0.0,-151000000.0,-151000000.0,-405000000.0,-405000000.0,1347000000.0,-1000000.0,,1348000000.0,0.0,-438000000.0,-438000000.0,,-52000000.0,-51000000.0,-1000000.0,-216000000.0,,-216000000.0,-171000000.0,741000000.0,741000000.0,124000000.0,57000000.0,47000000.0,55000000.0,30000000.0,30000000.0,30000000.0,-48000000.0,-17000000.0,-17000000.0,8000000.0,16000000.0,27000000.0,46000000.0,-176000000.0,-176000000.0,119000000.0,119000000.0,,,460000000.0,2022-12-31
326000000.0,-283000000.0,-1350000000.0,,-223000000.0,89000000.0,20000000.0,2109000000.0,3581000000.0,-3000000.0,-1469000000.0,-1802000000.0,-1802000000.0,4000000.0,4000000.0,-174000000.0,-174000000.0,-283000000.0,-283000000.0,-1349000000.0,1000000.0,,-1350000000.0,-1350000000.0,-216000000.0,-216000000.0,2000000.0,12000000.0,13000000.0,-1000000.0,-7000000.0,,-7000000.0,-223000000.0,549000000.0,549000000.0,-155000000.0,118000000.0,-63000000.0,-24000000.0,22000000.0,22000000.0,22000000.0,-235000000.0,27000000.0,27000000.0,-1000000.0,9000000.0,16000000.0,1000000.0,8000000.0,8000000.0,120000000.0,120000000.0,,,551000000.0,2023-03-31
17000000.0,-324000000.0,0.0,,-166000000.0,69000000.0,438000000.0,1717000000.0,2109000000.0,-1000000.0,-391000000.0,-494000000.0,-494000000.0,4000000.0,,-173000000.0,-173000000.0,-324000000.0,-324000000.0,-1000000.0,-1000000.0,,0.0,0.0,-80000000.0,-80000000.0,4000000.0,-11000000.0,-10000000.0,-1000000.0,93000000.0,,0.0,-166000000.0,183000000.0,183000000.0,-511000000.0,-168000000.0,4000000.0,-58000000.0,43000000.0,43000000.0,43000000.0,-189000000.0,-143000000.0,-143000000.0,-5000000.0,17000000.0,31000000.0,12000000.0,-34000000.0,-34000000.0,121000000.0,121000000.0,,,670000000.0,2023-06-30
579000000.0,-250000000.0,0.0,0.0,-145000000.0,67000000.0,128000000.0,1754000000.0,1717000000.0,0.0,37000000.0,-416000000.0,-416000000.0,7000000.0,,-173000000.0,-173000000.0,-250000000.0,-250000000.0,0.0,0.0,0.0,0.0,0.0,-271000000.0,-271000000.0,0.0,19000000.0,20000000.0,-1000000.0,-145000000.0,3000000.0,-148000000.0,-145000000.0,724000000.0,724000000.0,-48000000.0,42000000.0,32000000.0,-37000000.0,-74000000.0,-74000000.0,-74000000.0,-73000000.0,62000000.0,62000000.0,0.0,17000000.0,35000000.0,14000000.0,-14000000.0,-14000000.0,124000000.0,124000000.0,0.0,0.0,596000000.0,2023-09-30
699000000.0,-235000000.0,0.0,0.0,-198000000.0,70000000.0,168000000.0,2041000000.0,1754000000.0,-3000000.0,290000000.0,-397000000.0,-397000000.0,9000000.0,,-172000000.0,-172000000.0,-235000000.0,-235000000.0,1000000.0,1000000.0,,0.0,0.0,-210000000.0,-210000000.0,0.0,-12000000.0,-11000000.0,-1000000.0,0.0,0.0,0.0,-198000000.0,897000000.0,897000000.0,202000000.0,-26000000.0,94000000.0,24000000.0,22000000.0,22000000.0,22000000.0,136000000.0,-48000000.0,-48000000.0,-2000000.0,17000000.0,33000000.0,19000000.0,-21000000.0,-21000000.0,126000000.0,126000000.0,0.0,,523000000.0,2023-12-31
