free_cash_flow,repurchase_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
-222000000.0,-200000000.0,-10000000.0,4048000000.0,4295000000.0,-247000000.0,-183000000.0,-183000000.0,17000000.0,-200000000.0,-200000000.0,148000000.0,148000000.0,-9000000.0,167000000.0,316000000.0,-149000000.0,0.0,0.0,-10000000.0,-10000000.0,-212000000.0,-212000000.0,-526000000.0,-361000000.0,-71000000.0,-71000000.0,95000000.0,-14000000.0,-80000000.0,11000000.0,23000000.0,-31000000.0,-31000000.0,47000000.0,47000000.0,56000000.0,2022-12-31
884000000.0,-58000000.0,-32000000.0,4597000000.0,4048000000.0,549000000.0,-65000000.0,-65000000.0,-65000000.0,-58000000.0,-58000000.0,-302000000.0,-302000000.0,5000000.0,-275000000.0,371000000.0,-646000000.0,,,-32000000.0,-32000000.0,916000000.0,916000000.0,520000000.0,396000000.0,351000000.0,351000000.0,-215000000.0,7000000.0,-234000000.0,5000000.0,25000000.0,1000000.0,1000000.0,44000000.0,44000000.0,321000000.0,2023-03-31
456000000.0,-1000000.0,-31000000.0,4957000000.0,4597000000.0,360000000.0,10000000.0,10000000.0,10000000.0,-1000000.0,-1000000.0,-137000000.0,-137000000.0,-3000000.0,-103000000.0,175000000.0,-278000000.0,,,-31000000.0,-31000000.0,487000000.0,487000000.0,111000000.0,-139000000.0,100000000.0,100000000.0,7000000.0,-1000000.0,151000000.0,0.0,30000000.0,-5000000.0,-5000000.0,42000000.0,42000000.0,309000000.0,2023-06-30
923000000.0,0.0,-26000000.0,5620000000.0,4957000000.0,663000000.0,-6000000.0,-6000000.0,-6000000.0,0.0,0.0,-280000000.0,-280000000.0,-4000000.0,-247000000.0,124000000.0,-371000000.0,,,-26000000.0,-26000000.0,949000000.0,949000000.0,660000000.0,384000000.0,400000000.0,400000000.0,71000000.0,-75000000.0,-49000000.0,-2000000.0,33000000.0,-29000000.0,-29000000.0,42000000.0,42000000.0,245000000.0,2023-09-30
-685000000.0,0.0,,4908000000.0,5620000000.0,-712000000.0,3000000.0,3000000.0,3000000.0,0.0,0.0,-25000000.0,-25000000.0,6000000.0,-36000000.0,102000000.0,-138000000.0,0.0,0.0,5000000.0,5000000.0,-690000000.0,-690000000.0,-977000000.0,-584000000.0,253000000.0,253000000.0,465000000.0,0.0,-646000000.0,-1000000.0,27000000.0,2000000.0,2000000.0,43000000.0,43000000.0,216000000.0,2023-12-31
187000000.0,,-27000000.0,4572000000.0,4908000000.0,-336000000.0,-62000000.0,-62000000.0,-62000000.0,,,-488000000.0,-488000000.0,3000000.0,-169000000.0,211000000.0,-380000000.0,-295000000.0,-295000000.0,-27000000.0,-27000000.0,214000000.0,214000000.0,-196000000.0,-25000000.0,-56000000.0,-56000000.0,-215000000.0,8000000.0,-123000000.0,2000000.0,36000000.0,26000000.0,26000000.0,45000000.0,45000000.0,301000000.0,2024-03-31
