ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,payables_and_accrued_expenses,payables,other_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,receivables,other_receivables,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
58000000.0,58000000.0,2391000000.0,1574000000.0,5140000000.0,3229000000.0,1574000000.0,215000000.0,2964000000.0,5140000000.0,2964000000.0,2964000000.0,-160000000.0,-160000000.0,2796000000.0,328000000.0,0.0,0.0,0.0,9350000000.0,2495000000.0,104000000.0,2391000000.0,215000000.0,2176000000.0,6855000000.0,359000000.0,359000000.0,6496000000.0,6496000000.0,5607000000.0,889000000.0,12314000000.0,2230000000.0,361000000.0,220000000.0,220000000.0,1390000000.0,275000000.0,1115000000.0,259000000.0,-695000000.0,954000000.0,72000000.0,836000000.0,41000000.0,5000000.0,0.0,10084000000.0,277000000.0,2302000000.0,2302000000.0,7505000000.0,3499000000.0,4006000000.0,2022-12-31
58000000.0,58000000.0,2381000000.0,1919000000.0,5465000000.0,3545000000.0,1919000000.0,204000000.0,3288000000.0,5465000000.0,3288000000.0,3288000000.0,-125000000.0,-125000000.0,3117000000.0,296000000.0,0.0,0.0,0.0,10083000000.0,2469000000.0,88000000.0,2381000000.0,204000000.0,2177000000.0,7614000000.0,654000000.0,654000000.0,6960000000.0,6960000000.0,6173000000.0,787000000.0,13371000000.0,2212000000.0,361000000.0,208000000.0,208000000.0,1369000000.0,,,274000000.0,,,,,,,,11159000000.0,259000000.0,2536000000.0,2536000000.0,8364000000.0,3810000000.0,4554000000.0,2023-03-31
58000000.0,58000000.0,2381000000.0,2273000000.0,5799000000.0,3904000000.0,2273000000.0,203000000.0,3621000000.0,5799000000.0,3621000000.0,3621000000.0,-146000000.0,-146000000.0,3426000000.0,341000000.0,0.0,0.0,0.0,10040000000.0,2503000000.0,122000000.0,2381000000.0,203000000.0,2178000000.0,7537000000.0,414000000.0,414000000.0,7123000000.0,7123000000.0,6266000000.0,857000000.0,13661000000.0,2220000000.0,367000000.0,220000000.0,220000000.0,1348000000.0,,,285000000.0,,,,,,,,11441000000.0,260000000.0,2385000000.0,2385000000.0,8796000000.0,3886000000.0,4910000000.0,2023-06-30
58300000.0,58300000.0,2378000000.0,2408000000.0,6058000000.0,3976000000.0,2408000000.0,199000000.0,3879000000.0,6058000000.0,3879000000.0,3879000000.0,-165000000.0,-165000000.0,3671000000.0,373000000.0,0.0,0.0,0.0,10991000000.0,2499000000.0,121000000.0,2378000000.0,199000000.0,2179000000.0,8492000000.0,691000000.0,691000000.0,7801000000.0,7801000000.0,6711000000.0,1090000000.0,14870000000.0,2402000000.0,386000000.0,255000000.0,255000000.0,1471000000.0,,,290000000.0,,,,,,,,12468000000.0,332000000.0,2460000000.0,2460000000.0,9676000000.0,4111000000.0,5565000000.0,2023-09-30
58300000.0,58300000.0,2385000000.0,2766000000.0,6395000000.0,4374000000.0,2766000000.0,205000000.0,4215000000.0,6395000000.0,4215000000.0,4215000000.0,-82000000.0,-82000000.0,3887000000.0,410000000.0,0.0,0.0,0.0,10677000000.0,2509000000.0,124000000.0,2385000000.0,205000000.0,2180000000.0,8168000000.0,418000000.0,418000000.0,7750000000.0,7750000000.0,6498000000.0,1252000000.0,14892000000.0,2350000000.0,404000000.0,227000000.0,227000000.0,1449000000.0,208000000.0,1241000000.0,270000000.0,-729000000.0,999000000.0,266000000.0,687000000.0,41000000.0,5000000.0,0.0,12542000000.0,331000000.0,3104000000.0,3104000000.0,9107000000.0,4259000000.0,4848000000.0,2023-12-31
58583802.0,58583802.0,2382000000.0,2566000000.0,6673000000.0,4154000000.0,2566000000.0,202000000.0,4493000000.0,6673000000.0,4493000000.0,4493000000.0,-85000000.0,-85000000.0,4188000000.0,390000000.0,0.0,0.0,0.0,11020000000.0,2506000000.0,124000000.0,2382000000.0,202000000.0,2180000000.0,8514000000.0,328000000.0,328000000.0,8186000000.0,8186000000.0,7072000000.0,1114000000.0,15513000000.0,2845000000.0,395000000.0,228000000.0,228000000.0,1927000000.0,,,295000000.0,,,,,,,,12668000000.0,381000000.0,3350000000.0,3350000000.0,8937000000.0,4424000000.0,4513000000.0,2024-03-31
