treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,investments_and_advances,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,prepaid_assets,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_equivalents,cash_financial,date
10000.0,201069000.0,201079000.0,89162000.0,837732000.0,40851000.0,1190288000.0,30854000.0,40851000.0,115950000.0,468506000.0,1153367000.0,468506000.0,468506000.0,-34244000.0,-34244000.0,1785000.0,-1603547000.0,2108062000.0,20000.0,20000.0,0.0,2263078000.0,813547000.0,21807000.0,25642000.0,15242000.0,10400000.0,766098000.0,81237000.0,684861000.0,1449531000.0,1088197000.0,1088197000.0,71634000.0,34713000.0,36921000.0,36921000.0,146297000.0,143403000.0,96227000.0,47176000.0,47176000.0,2731584000.0,1251199000.0,75521000.0,329958000.0,129783000.0,,,427655000.0,75232000.0,352423000.0,288282000.0,-202897000.0,491179000.0,79013000.0,81436000.0,92155000.0,238575000.0,0.0,1480385000.0,68814000.0,68814000.0,436221000.0,13609000.0,422612000.0,-5203000.0,427815000.0,975350000.0,342730000.0,632620000.0,,,2022-10-31
10000.0,201904000.0,201914000.0,992000.0,888290000.0,193388000.0,1340174000.0,-577318000.0,193388000.0,165403000.0,617287000.0,617287000.0,617287000.0,617287000.0,-22996000.0,-22996000.0,1785000.0,-1598684000.0,2240732000.0,20000.0,20000.0,0.0,2395433000.0,187111000.0,18115000.0,27648000.0,16925000.0,10723000.0,141348000.0,141348000.0,,2208322000.0,1172867000.0,1172867000.0,746942000.0,24055000.0,722887000.0,722887000.0,163133000.0,125380000.0,100987000.0,24393000.0,24393000.0,3012720000.0,1381716000.0,79484000.0,350899000.0,186049000.0,,,423899000.0,70280000.0,353619000.0,341385000.0,-210781000.0,552166000.0,73415000.0,62968000.0,141493000.0,274290000.0,0.0,1631004000.0,69987000.0,,529351000.0,12437000.0,516914000.0,-6011000.0,522925000.0,1031666000.0,309771000.0,721895000.0,,,2023-01-31
15000.0,202359000.0,202374000.0,,882980000.0,330937000.0,1473487000.0,-391402000.0,330937000.0,158985000.0,749492000.0,749492000.0,749492000.0,749492000.0,-21917000.0,-21917000.0,2027000.0,-1638617000.0,2412033000.0,20000.0,20000.0,0.0,2380407000.0,184943000.0,18661000.0,30039000.0,17715000.0,12324000.0,136243000.0,136243000.0,,2195464000.0,1190364000.0,1190364000.0,746737000.0,22742000.0,723995000.0,723995000.0,141990000.0,116373000.0,101685000.0,14688000.0,14688000.0,3129899000.0,1325837000.0,85795000.0,359255000.0,120803000.0,120803000.0,120803000.0,418555000.0,65247000.0,353308000.0,341429000.0,-222046000.0,563475000.0,73184000.0,73336000.0,135403000.0,281552000.0,0.0,1804062000.0,86719000.0,,426086000.0,17454000.0,408632000.0,-5625000.0,414257000.0,1291257000.0,350763000.0,940494000.0,,,2023-04-30
15000.0,203197000.0,203212000.0,,878904000.0,434110000.0,1572864000.0,-277495000.0,434110000.0,153799000.0,847759000.0,847759000.0,847759000.0,847759000.0,-19536000.0,-19536000.0,2027000.0,-1661230000.0,2530532000.0,20000.0,20000.0,0.0,2419646000.0,185682000.0,19174000.0,35762000.0,21839000.0,13923000.0,130746000.0,130746000.0,,2233964000.0,1208411000.0,1208411000.0,748158000.0,23053000.0,725105000.0,725105000.0,162243000.0,115152000.0,109349000.0,5803000.0,5803000.0,3267405000.0,1310936000.0,90079000.0,369749000.0,85202000.0,85202000.0,85202000.0,413649000.0,60304000.0,353345000.0,352257000.0,-214690000.0,566947000.0,57584000.0,81046000.0,131341000.0,296976000.0,0.0,1956469000.0,81492000.0,,430928000.0,16188000.0,414740000.0,-5697000.0,420437000.0,1444049000.0,426271000.0,1017778000.0,,,2023-07-31
18000.0,203922000.0,203940000.0,,835363000.0,557935000.0,1654144000.0,-146538000.0,557935000.0,146252000.0,965033000.0,965033000.0,965033000.0,965033000.0,-28487000.0,-28487000.0,2164000.0,-1697460000.0,2693124000.0,20000.0,20000.0,0.0,2372594000.0,183373000.0,19593000.0,39229000.0,22069000.0,17160000.0,124551000.0,124551000.0,,2189221000.0,1204599000.0,1204599000.0,710812000.0,21701000.0,689111000.0,689111000.0,159381000.0,114429000.0,99642000.0,14787000.0,14787000.0,3337627000.0,1294944000.0,92032000.0,383205000.0,55448000.0,55448000.0,55448000.0,407098000.0,55605000.0,351493000.0,357161000.0,-228522000.0,585683000.0,57716000.0,85075000.0,126198000.0,316694000.0,0.0,2042683000.0,72629000.0,,379837000.0,19381000.0,360456000.0,-7075000.0,367531000.0,1590217000.0,401639000.0,1188578000.0,763196000.0,425400000.0,2023-10-31
18000.0,205326000.0,205344000.0,,143053000.0,725696000.0,1129739000.0,-92954000.0,725696000.0,143053000.0,1129739000.0,1129739000.0,1129739000.0,1129739000.0,-19360000.0,-19360000.0,2164000.0,-1670219000.0,2821461000.0,21000.0,21000.0,0.0,1841551000.0,180930000.0,21332000.0,38775000.0,21980000.0,16795000.0,120823000.0,120823000.0,,1660621000.0,1320059000.0,1320059000.0,22230000.0,22230000.0,,,195266000.0,123066000.0,104037000.0,19029000.0,19029000.0,2971290000.0,1403623000.0,99615000.0,409627000.0,121977000.0,,,404043000.0,50905000.0,353138000.0,368361000.0,-244270000.0,612631000.0,58230000.0,102192000.0,123188000.0,329021000.0,0.0,1567667000.0,66984000.0,,455221000.0,15922000.0,439299000.0,-5499000.0,444798000.0,1045462000.0,248402000.0,797060000.0,,,2024-01-31
