ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,payables,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,finished_goods,work_in_process,raw_materials,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,prepaid_assets
246900000.0,246900000.0,1249000000.0,1625100000.0,-585800000.0,5570200000.0,56100000.0,-585800000.0,105100000.0,4050200000.0,5270200000.0,4050200000.0,0.0,4050200000.0,-234900000.0,-234900000.0,2230000000.0,2054900000.0,200000.0,200000.0,0.0,3218800000.0,1756700000.0,134400000.0,40900000.0,256300000.0,98500000.0,157800000.0,1325100000.0,105100000.0,1220000000.0,1462100000.0,188100000.0,639100000.0,639100000.0,300000000.0,300000000.0,300000000.0,159400000.0,175500000.0,175500000.0,,,175500000.0,7269000000.0,5750800000.0,336200000.0,438400000.0,438400000.0,4636000000.0,498100000.0,4137900000.0,340200000.0,-359500000.0,699700000.0,10100000.0,121200000.0,324000000.0,244400000.0,1518200000.0,201400000.0,,402500000.0,234500000.0,13100000.0,154900000.0,643300000.0,643300000.0,-5900000.0,649200000.0,271000000.0,271000000.0,2022-12-31,
247400000.0,247400000.0,1048800000.0,2186500000.0,-415700000.0,6332100000.0,758000000.0,-415700000.0,99600000.0,4245200000.0,6032100000.0,4245200000.0,,4245200000.0,-218400000.0,-218400000.0,2355900000.0,2107500000.0,200000.0,200000.0,0.0,3767700000.0,2286800000.0,138000000.0,40900000.0,221400000.0,101500000.0,119900000.0,1886500000.0,99600000.0,1786900000.0,1480900000.0,224300000.0,659300000.0,659300000.0,300000000.0,300000000.0,,130800000.0,166500000.0,166500000.0,,,166500000.0,8012900000.0,5774000000.0,352400000.0,432400000.0,432400000.0,4660900000.0,484300000.0,4176600000.0,328300000.0,,328300000.0,,328300000.0,,,2238900000.0,212600000.0,,409400000.0,244300000.0,16100000.0,149000000.0,578800000.0,578800000.0,,,1038100000.0,1038100000.0,2023-03-31,
248300000.0,248300000.0,2951700000.0,3300600000.0,-2632000000.0,7520300000.0,161100000.0,-2632000000.0,111600000.0,4331300000.0,7516000000.0,4331300000.0,,4331300000.0,-194200000.0,-194200000.0,2381100000.0,2144200000.0,200000.0,200000.0,0.0,5225000000.0,3923900000.0,146900000.0,22700000.0,458000000.0,105100000.0,352900000.0,3296300000.0,111600000.0,3184700000.0,1301100000.0,304100000.0,640500000.0,640500000.0,4300000.0,4300000.0,,172000000.0,180200000.0,180200000.0,,,180200000.0,9556300000.0,8094100000.0,357600000.0,426100000.0,426100000.0,6963300000.0,1403400000.0,5559900000.0,347100000.0,,347100000.0,,347100000.0,,,1462200000.0,189400000.0,,371400000.0,216000000.0,19500000.0,135900000.0,664100000.0,664100000.0,,,237300000.0,237300000.0,2023-06-30,
248800000.0,248800000.0,2836900000.0,3157800000.0,-2196300000.0,7396700000.0,352500000.0,-2196300000.0,104100000.0,4343000000.0,7338400000.0,4343000000.0,,4343000000.0,-314100000.0,-314100000.0,2455400000.0,2201500000.0,200000.0,200000.0,0.0,4987700000.0,3649700000.0,168200000.0,,382000000.0,98400000.0,283600000.0,3099500000.0,104100000.0,2995400000.0,1338000000.0,231200000.0,594200000.0,594200000.0,58300000.0,58300000.0,,169900000.0,284400000.0,284400000.0,104900000.0,104900000.0,179500000.0,9330700000.0,7640200000.0,364700000.0,418000000.0,418000000.0,6539300000.0,1259600000.0,5279700000.0,318200000.0,,318200000.0,,318200000.0,,,1690500000.0,196400000.0,378700000.0,257200000.0,155400000.0,9800000.0,92000000.0,641400000.0,641400000.0,,,216800000.0,216800000.0,2023-09-30,
246500000.0,246500000.0,2836800000.0,3188500000.0,-2094000000.0,7566700000.0,1600000.0,-2094000000.0,121900000.0,4500100000.0,7036300000.0,4500100000.0,,4500100000.0,-152100000.0,-152100000.0,2437400000.0,2214600000.0,200000.0,200000.0,0.0,5039200000.0,3209900000.0,165700000.0,,386100000.0,98300000.0,287800000.0,2658100000.0,121900000.0,2536200000.0,1829300000.0,249600000.0,663100000.0,663100000.0,530400000.0,530400000.0,,181200000.0,205000000.0,205000000.0,39700000.0,39700000.0,165300000.0,9539300000.0,7708400000.0,375500000.0,412300000.0,412300000.0,6594100000.0,1243500000.0,5350600000.0,326500000.0,-350500000.0,677000000.0,14000000.0,124000000.0,301600000.0,237400000.0,1830900000.0,147800000.0,421200000.0,235700000.0,144300000.0,3000000.0,88400000.0,706600000.0,706600000.0,,,229800000.0,229800000.0,2023-12-31,89800000.0
