free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,change_in_tax_payable,change_in_income_tax_payable
99500000.0,-8800000.0,-354300000.0,285500000.0,,-6600000.0,271000000.0,308700000.0,14300000.0,-52000000.0,-84000000.0,-84000000.0,-6400000.0,-8800000.0,-8800000.0,,-68800000.0,-68800000.0,-354300000.0,285500000.0,-74100000.0,-74100000.0,-13100000.0,-54300000.0,1100000.0,-55400000.0,-6700000.0,-6600000.0,106100000.0,106100000.0,-74900000.0,93000000.0,-49700000.0,-14600000.0,-21000000.0,-21000000.0,-21000000.0,-14000000.0,-68600000.0,-68600000.0,19000000.0,27200000.0,1300000.0,1300000.0,43800000.0,43800000.0,33700000.0,33700000.0,10100000.0,4100000.0,,4100000.0,85600000.0,2022-12-31,,
202300000.0,0.0,-523400000.0,1097100000.0,14000000.0,-6400000.0,1038100000.0,271000000.0,2700000.0,764400000.0,583400000.0,583400000.0,-4300000.0,14000000.0,0.0,14000000.0,573700000.0,573700000.0,-523400000.0,1097100000.0,-27700000.0,-27700000.0,12000000.0,-33300000.0,,-33300000.0,-6400000.0,-6400000.0,208700000.0,208700000.0,63500000.0,-7000000.0,34800000.0,-6200000.0,-9100000.0,-9100000.0,-9100000.0,-11100000.0,62100000.0,62100000.0,-900000.0,33500000.0,-33800000.0,-33800000.0,44500000.0,44500000.0,34700000.0,34700000.0,9800000.0,-26900000.0,-26900000.0,,128800000.0,2023-03-31,,
129800000.0,-9600000.0,-809300000.0,1913700000.0,,-12600000.0,237300000.0,1038100000.0,700000.0,-801500000.0,1078600000.0,1078600000.0,-2200000.0,-23600000.0,-9600000.0,,1104400000.0,1104400000.0,-809300000.0,1913700000.0,-2022500000.0,-2022500000.0,28100000.0,-2038000000.0,,-2047200000.0,-12600000.0,-12600000.0,142400000.0,142400000.0,-100000.0,-1800000.0,14000000.0,-13100000.0,7400000.0,7400000.0,7400000.0,35300000.0,-41900000.0,-41900000.0,18700000.0,40400000.0,-28000000.0,-28000000.0,72200000.0,72200000.0,62100000.0,62100000.0,10100000.0,-5400000.0,-300000.0,,44600000.0,2023-06-30,,
133900000.0,9600000.0,-524100000.0,388000000.0,,-13200000.0,222900000.0,237300000.0,-6000000.0,-8400000.0,-141300000.0,-141300000.0,-22800000.0,17600000.0,9600000.0,,-136100000.0,-136100000.0,-524100000.0,388000000.0,-14200000.0,-14200000.0,1500000.0,-2500000.0,5900000.0,-8400000.0,-13200000.0,-13200000.0,147100000.0,147100000.0,9300000.0,-18600000.0,-51000000.0,-16200000.0,69200000.0,69200000.0,6700000.0,22100000.0,3800000.0,3800000.0,-23700000.0,38600000.0,-42200000.0,-42200000.0,68500000.0,68500000.0,58900000.0,58900000.0,9600000.0,21700000.0,,-5500000.0,74900000.0,2023-09-30,,
89100000.0,-100000000.0,-436100000.0,448300000.0,-1300000.0,-9800000.0,238900000.0,222900000.0,10000000.0,6000000.0,-89200000.0,-89200000.0,-100000.0,-101300000.0,-100000000.0,-1300000.0,12200000.0,12200000.0,-436100000.0,448300000.0,-3700000.0,-3700000.0,4200000.0,1900000.0,1900000.0,0.0,-9800000.0,-9800000.0,98900000.0,98900000.0,-80700000.0,74200000.0,-200000.0,-31700000.0,-83900000.0,-83900000.0,-17400000.0,21300000.0,-60400000.0,-60400000.0,17500000.0,32900000.0,-600000.0,-600000.0,65400000.0,65400000.0,56600000.0,56600000.0,8800000.0,1400000.0,,1400000.0,63000000.0,2023-12-31,-66500000.0,-66500000.0
