tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,special_income_charges,restructuring_and_mergern_acquisition,salaries_and_wages
7837400.0,0.263,338500000.0,29800000.0,29800000.0,165600000.0,108300000.0,954100000.0,368300000.0,260000000.0,-30900000.0,30900000.0,143637400.0,165600000.0,1773100000.0,54500000.0,194000000.0,490200000.0,489600000.0,0.32,0.32,157900000.0,157900000.0,7700000.0,165600000.0,-3200000.0,168800000.0,168800000.0,60300000.0,229100000.0,66000000.0,3000000.0,33200000.0,29800000.0,-30900000.0,30900000.0,194000000.0,793900000.0,121400000.0,83200000.0,83200000.0,83200000.0,83200000.0,589300000.0,388600000.0,200700000.0,146200000.0,54500000.0,987900000.0,979200000.0,1967100000.0,1957100000.0,2022-12-31,,,
24321600.0,0.216,465700000.0,112600000.0,112600000.0,194200000.0,113800000.0,1226100000.0,578300000.0,464500000.0,-33500000.0,33500000.0,105921600.0,194200000.0,1672100000.0,59700000.0,255100000.0,491400000.0,490700000.0,0.38,0.38,185200000.0,185200000.0,9000000.0,194200000.0,-143900000.0,338100000.0,338100000.0,92900000.0,431000000.0,209400000.0,11200000.0,85600000.0,112600000.0,-33500000.0,33500000.0,255100000.0,418200000.0,128000000.0,86000000.0,86000000.0,86000000.0,86000000.0,204200000.0,,204200000.0,144500000.0,59700000.0,673300000.0,1253900000.0,1927200000.0,1918000000.0,2023-03-31,,,
11562100.0,0.253,432100000.0,45700000.0,45700000.0,227500000.0,110800000.0,1222600000.0,477800000.0,367000000.0,-34900000.0,34900000.0,193362100.0,227500000.0,1654100000.0,56900000.0,314900000.0,491400000.0,490700000.0,0.44,0.44,217300000.0,217300000.0,10200000.0,227500000.0,-20500000.0,248000000.0,248000000.0,84100000.0,332100000.0,52100000.0,14100000.0,-7700000.0,45700000.0,-34900000.0,34900000.0,314900000.0,406100000.0,127300000.0,85400000.0,85400000.0,85400000.0,85400000.0,193400000.0,,193400000.0,136500000.0,56900000.0,721000000.0,1248000000.0,1969000000.0,1956200000.0,2023-06-30,,,
14327036.599764,0.177096,479500000.0,80900000.0,80900000.0,295500000.0,112500000.0,1211400000.0,560400000.0,447900000.0,-24400000.0,24400000.0,228927036.599764,295500000.0,1647800000.0,57800000.0,338300000.0,490000000.0,489200000.0,0.58,0.58,284500000.0,284500000.0,11000000.0,295500000.0,-53000000.0,348500000.0,348500000.0,75000000.0,423500000.0,109600000.0,16700000.0,12000000.0,80900000.0,-24400000.0,24400000.0,338300000.0,410400000.0,128300000.0,86500000.0,86500000.0,86500000.0,86500000.0,195600000.0,,195600000.0,137800000.0,57800000.0,748700000.0,1237400000.0,1986100000.0,1978000000.0,2023-09-30,,,
-14441400.0,0.226,525400000.0,-63900000.0,-63900000.0,251300000.0,111500000.0,746000000.0,461500000.0,350000000.0,-18800000.0,18800000.0,300758600.0,251300000.0,1642900000.0,66700000.0,206500000.0,487900000.0,487000000.0,0.5,0.5,241600000.0,241600000.0,9700000.0,251300000.0,-5000000.0,256300000.0,256300000.0,74900000.0,331200000.0,1800000.0,8800000.0,56900000.0,77800000.0,-18800000.0,18800000.0,348200000.0,871200000.0,131000000.0,85800000.0,85800000.0,85800000.0,85800000.0,654400000.0,,654400000.0,132000000.0,66700000.0,1219400000.0,771700000.0,1991100000.0,1981100000.0,2023-12-31,-141700000.0,141700000.0,455700000.0
