free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-283700000.0,-14200000.0,-277900000.0,1130100000.0,,-27400000.0,54800000.0,13200000.0,4502200000.0,4782500000.0,59700000.0,-340000000.0,958900000.0,958900000.0,269300000.0,-148400000.0,-148400000.0,-14200000.0,-14200000.0,,852200000.0,852200000.0,-277900000.0,1130100000.0,-1042600000.0,-1042600000.0,2900000.0,-524400000.0,546300000.0,-1070700000.0,-493700000.0,-493700000.0,-27400000.0,-27400000.0,-256300000.0,-256300000.0,-245000000.0,-481600000.0,-13600000.0,235600000.0,235600000.0,76800000.0,158800000.0,158800000.0,14600000.0,-229000000.0,69500000.0,-122500000.0,-122500000.0,108300000.0,108300000.0,83200000.0,83200000.0,25100000.0,-6400000.0,-33200000.0,26800000.0,168800000.0,2022-12-31
-48800000.0,-3600000.0,-410400000.0,1128600000.0,,-15400000.0,120900000.0,191400000.0,4278600000.0,4502200000.0,500000.0,-224100000.0,961700000.0,961700000.0,387100000.0,-153400000.0,-153400000.0,9800000.0,-3600000.0,,718200000.0,718200000.0,-410400000.0,1128600000.0,-1152400000.0,-1152400000.0,2600000.0,-1132800000.0,484200000.0,-1617000000.0,-6800000.0,-6800000.0,-15400000.0,-15400000.0,-33400000.0,-33400000.0,-210900000.0,145500000.0,-22400000.0,-175000000.0,-175000000.0,12300000.0,-187300000.0,-187300000.0,-159000000.0,-290300000.0,52500000.0,66800000.0,66800000.0,113800000.0,113800000.0,86000000.0,86000000.0,27800000.0,-103400000.0,-85600000.0,-17800000.0,338100000.0,2023-03-31
576300000.0,-52200000.0,-238600000.0,954900000.0,0.0,-78700000.0,112000000.0,20800000.0,4387600000.0,4278600000.0,5800000.0,103200000.0,504400000.0,504400000.0,-6700000.0,-153000000.0,-153000000.0,-52200000.0,-52200000.0,0.0,716300000.0,716300000.0,-238600000.0,954900000.0,-1056200000.0,-1056200000.0,-241800000.0,-735700000.0,751100000.0,-1486800000.0,0.0,0.0,-78700000.0,-78700000.0,655000000.0,655000000.0,298900000.0,251800000.0,42400000.0,-69900000.0,-69900000.0,-39500000.0,-30400000.0,-30400000.0,74600000.0,-177500000.0,15900000.0,106500000.0,106500000.0,110800000.0,110800000.0,85400000.0,85400000.0,25400000.0,52400000.0,7700000.0,44700000.0,248000000.0,2023-06-30
746100000.0,-186300000.0,-478100000.0,326300000.0,9900000.0,-27300000.0,213400000.0,7800000.0,4402400000.0,4387600000.0,-31700000.0,46500000.0,-396000000.0,-396000000.0,84700000.0,-152500000.0,-152500000.0,-176400000.0,-186300000.0,9900000.0,-151800000.0,-151800000.0,-478100000.0,326300000.0,-330900000.0,-330900000.0,4300000.0,-307900000.0,689300000.0,-997200000.0,0.0,0.0,-27300000.0,-27300000.0,773400000.0,773400000.0,221700000.0,213200000.0,-3600000.0,5500000.0,5500000.0,-52300000.0,57800000.0,57800000.0,6600000.0,40100000.0,44700000.0,-9300000.0,-9300000.0,112500000.0,112500000.0,86500000.0,86500000.0,26000000.0,15200000.0,-12000000.0,27200000.0,348500000.0,2023-09-30
-271400000.0,-58800000.0,-22000000.0,39800000.0,,-19500000.0,172200000.0,26800000.0,3879600000.0,4402400000.0,25700000.0,-548500000.0,-159000000.0,-159000000.0,37700000.0,-155700000.0,-155700000.0,-58800000.0,-58800000.0,,17800000.0,17800000.0,-22000000.0,39800000.0,-137600000.0,-137600000.0,-60800000.0,-57300000.0,1014600000.0,-1071900000.0,0.0,0.0,-19500000.0,-19500000.0,-251900000.0,-251900000.0,-475300000.0,-508000000.0,200000.0,69200000.0,69200000.0,-38700000.0,107900000.0,107900000.0,-36700000.0,-102500000.0,66800000.0,-57700000.0,-57700000.0,111500000.0,111500000.0,85800000.0,85800000.0,25700000.0,-51000000.0,-56900000.0,5900000.0,256300000.0,2023-12-31
