tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,excise_taxes,operating_revenue,date
0.0,0.148944,3387000000.0,2397000000.0,291000000.0,3211000000.0,3387000000.0,3096000000.0,-170000000.0,350000000.0,2397000000.0,2397000000.0,5236000000.0,2924000000.0,1552000000.0,1550000000.0,1.54,1.54,2391000000.0,2391000000.0,6000000.0,2397000000.0,-97000000.0,2494000000.0,2494000000.0,157000000.0,409000000.0,2746000000.0,-170000000.0,350000000.0,2916000000.0,2025000000.0,2025000000.0,2025000000.0,2017000000.0,8000000.0,4941000000.0,3211000000.0,8152000000.0,11879000000.0,20031000000.0,2022-12-31
0.0,0.173,3008000000.0,1995000000.0,299000000.0,3038000000.0,3008000000.0,2709000000.0,-230000000.0,230000000.0,1995000000.0,1995000000.0,5310000000.0,2731000000.0,1553000000.0,1552000000.0,1.28,1.28,1989000000.0,1989000000.0,6000000.0,1995000000.0,-107000000.0,2102000000.0,2102000000.0,51000000.0,428000000.0,2479000000.0,-230000000.0,230000000.0,2709000000.0,2272000000.0,2272000000.0,2272000000.0,2250000000.0,22000000.0,4981000000.0,3038000000.0,8019000000.0,11299000000.0,19318000000.0,2023-03-31
0.0,0.247,3541000000.0,1568000000.0,981000000.0,3228000000.0,3541000000.0,2560000000.0,-297000000.0,297000000.0,1568000000.0,1568000000.0,6407000000.0,2566000000.0,1553000000.0,1552000000.0,1.01,1.01,1563000000.0,1563000000.0,5000000.0,1568000000.0,-114000000.0,1682000000.0,1682000000.0,-21000000.0,560000000.0,2263000000.0,-297000000.0,297000000.0,2560000000.0,3179000000.0,3179000000.0,3179000000.0,3173000000.0,6000000.0,5739000000.0,3228000000.0,8967000000.0,,8967000000.0,2023-06-30
0.0,0.332,3791000000.0,2054000000.0,429000000.0,3165000000.0,3791000000.0,3362000000.0,-261000000.0,261000000.0,2054000000.0,2054000000.0,5779000000.0,3370000000.0,1554000000.0,1552000000.0,1.32,1.32,2048000000.0,2048000000.0,6000000.0,2054000000.0,-117000000.0,2171000000.0,2171000000.0,101000000.0,1031000000.0,3101000000.0,-261000000.0,261000000.0,3362000000.0,2614000000.0,2614000000.0,2614000000.0,2606000000.0,8000000.0,5976000000.0,3165000000.0,9141000000.0,,9141000000.0,2023-09-30
0.0,0.122746,3345000000.0,2196000000.0,-311000000.0,3462000000.0,3345000000.0,3345000000.0,-273000000.0,738000000.0,2196000000.0,2196000000.0,5502000000.0,2889000000.0,,,,,2191000000.0,2191000000.0,5000000.0,2196000000.0,-117000000.0,2313000000.0,2313000000.0,26000000.0,320000000.0,2607000000.0,-273000000.0,738000000.0,3545000000.0,2040000000.0,2040000000.0,2040000000.0,2031000000.0,9000000.0,5585000000.0,3462000000.0,9047000000.0,,58451000000.0,2023-12-31
0.0,0.248,3397000000.0,2148000000.0,367000000.0,3195000000.0,3397000000.0,3030000000.0,-299000000.0,299000000.0,2148000000.0,2148000000.0,5763000000.0,3045000000.0,1555000000.0,1553000000.0,1.38,1.38,2142000000.0,2142000000.0,6000000.0,2148000000.0,-98000000.0,2246000000.0,2246000000.0,191000000.0,676000000.0,2731000000.0,-299000000.0,299000000.0,3030000000.0,2568000000.0,2568000000.0,2568000000.0,2553000000.0,15000000.0,5598000000.0,3195000000.0,8793000000.0,,8793000000.0,2024-03-31
