tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.234,570100000.0,266900000.0,189000000.0,4865100000.0,570100000.0,381100000.0,-32700000.0,32700000.0,266900000.0,266900000.0,6558600000.0,381300000.0,223000000.0,222200000.0,1.2,1.2,266900000.0,266900000.0,266900000.0,266900000.0,266900000.0,81500000.0,348400000.0,-200000.0,-200000.0,-32700000.0,32700000.0,381300000.0,1693500000.0,1693500000.0,2074800000.0,4865100000.0,6939900000.0,6936600000.0,2022-10-31
0.0,0.233559,814500000.0,452200000.0,196500000.0,5330700000.0,814500000.0,618000000.0,-28000000.0,28000000.0,452200000.0,452200000.0,7102600000.0,618100000.0,221900000.0,221100000.0,2.04,2.05,452200000.0,452200000.0,452200000.0,452200000.0,452200000.0,137800000.0,590000000.0,-100000.0,-100000.0,-28000000.0,28000000.0,618100000.0,1771900000.0,1771900000.0,2390000000.0,5330700000.0,7720700000.0,7716200000.0,2023-01-31
0.0,0.241,616000000.0,299000000.0,196400000.0,5089100000.0,616000000.0,419600000.0,-25900000.0,25900000.0,299000000.0,299000000.0,6904100000.0,419700000.0,221100000.0,221100000.0,1.35,1.35,299000000.0,299000000.0,299000000.0,299000000.0,299000000.0,94700000.0,393700000.0,-100000.0,-100000.0,-25900000.0,25900000.0,419700000.0,1815000000.0,1815000000.0,2234700000.0,5089100000.0,7323800000.0,7319500000.0,2023-04-30
0.0,0.24,490500000.0,200400000.0,202600000.0,5185400000.0,490500000.0,287900000.0,-24200000.0,24200000.0,200400000.0,200400000.0,7037500000.0,287800000.0,220500000.0,220100000.0,0.91,0.91,200400000.0,200400000.0,200400000.0,200400000.0,200400000.0,63300000.0,263700000.0,100000.0,100000.0,-24200000.0,24200000.0,287800000.0,1852100000.0,1852100000.0,2139900000.0,5185400000.0,7325300000.0,7320100000.0,2023-07-31
0.0,0.218,517300000.0,212000000.0,215800000.0,5136100000.0,517300000.0,301500000.0,-30400000.0,30400000.0,212000000.0,212000000.0,7013100000.0,301700000.0,219200000.0,218900000.0,0.97,0.97,212000000.0,212000000.0,212000000.0,212000000.0,212000000.0,59100000.0,271100000.0,-200000.0,-200000.0,-30400000.0,30400000.0,301700000.0,1877000000.0,1877000000.0,2178700000.0,5136100000.0,7314800000.0,7309100000.0,2023-10-31
0.0,0.108179,-1664700000.0,-1709800000.0,226200000.0,5861400000.0,-1664700000.0,-1890900000.0,-26300000.0,26300000.0,-1709800000.0,-1709800000.0,9461900000.0,-1891000000.0,,,,,-1709800000.0,-1709800000.0,-1709800000.0,-1709800000.0,-1709800000.0,-207400000.0,-1917200000.0,-1068900000.0,100000.0,-26300000.0,26300000.0,-822000000.0,3600500000.0,3600500000.0,2778500000.0,5861400000.0,8639900000.0,8632900000.0,2024-01-31
