tax_effect_of_unusual_items,tax_rate_for_calcs,net_income_from_continuing_operation_net_minority_interest,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,other_operating_expenses,total_revenue,operating_revenue,date
0.0,0.239852,204000000.0,325000000.0,-55000000.0,54000000.0,204000000.0,204000000.0,4068000000.0,67793000.0,66748000.0,4.3,4.36,204000000.0,204000000.0,204000000.0,-2000000.0,206000000.0,206000000.0,65000000.0,271000000.0,93000000.0,-55000000.0,1000000.0,54000000.0,289000000.0,4339000000.0,4339000000.0,2022-12-31
0.0,0.28,252000000.0,401000000.0,-53000000.0,50000000.0,252000000.0,252000000.0,3846000000.0,68000000.0,67000000.0,3.72,3.77,252000000.0,252000000.0,252000000.0,-1000000.0,253000000.0,253000000.0,98000000.0,351000000.0,87000000.0,-53000000.0,3000000.0,50000000.0,250000000.0,4197000000.0,4197000000.0,2023-03-31
0.0,0.217,205000000.0,328000000.0,-63000000.0,63000000.0,205000000.0,205000000.0,3872000000.0,68000000.0,67000000.0,3.05,3.09,205000000.0,205000000.0,205000000.0,-2000000.0,207000000.0,207000000.0,58000000.0,265000000.0,85000000.0,-63000000.0,,63000000.0,275000000.0,4137000000.0,4137000000.0,2023-06-30
0.0,0.242,287000000.0,452000000.0,-72000000.0,72000000.0,287000000.0,287000000.0,4732000000.0,67000000.0,66000000.0,4.29,4.34,287000000.0,287000000.0,287000000.0,-2000000.0,289000000.0,289000000.0,91000000.0,380000000.0,102000000.0,-72000000.0,,72000000.0,274000000.0,5112000000.0,5112000000.0,2023-09-30
0.0,0.02439,158000000.0,233000000.0,-69000000.0,69000000.0,158000000.0,158000000.0,4728000000.0,66721000.0,65853000.0,2.37,2.4,158000000.0,158000000.0,158000000.0,-2000000.0,160000000.0,160000000.0,4000000.0,164000000.0,98000000.0,-69000000.0,,69000000.0,290000000.0,4892000000.0,4892000000.0,2023-12-31
