free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,date,net_other_investing_changes
260000000.0,-27000000.0,-250000000.0,0.0,-90000000.0,-6000000.0,57000000.0,21000000.0,2927000000.0,3512000000.0,67000000.0,-652000000.0,-25000000.0,-25000000.0,395000000.0,-53000000.0,-53000000.0,-27000000.0,-27000000.0,-250000000.0,-250000000.0,-250000000.0,0.0,-893000000.0,-893000000.0,-846000000.0,2723000000.0,-3569000000.0,10000000.0,710000000.0,-700000000.0,-6000000.0,-6000000.0,266000000.0,2022-12-31,
1569000000.0,-67000000.0,-1000000.0,500000000.0,,-5000000.0,43000000.0,29000000.0,3294000000.0,2927000000.0,1000000.0,366000000.0,497000000.0,497000000.0,118000000.0,-53000000.0,,-67000000.0,-67000000.0,499000000.0,499000000.0,-1000000.0,500000000.0,-1705000000.0,-1705000000.0,-1431000000.0,2325000000.0,-3756000000.0,-26000000.0,93000000.0,-119000000.0,-5000000.0,-5000000.0,1574000000.0,2023-03-31,
237000000.0,-52000000.0,-1000000.0,400000000.0,,-7000000.0,54000000.0,132000000.0,2598000000.0,3294000000.0,-28000000.0,-668000000.0,-129000000.0,-129000000.0,-422000000.0,-54000000.0,,-52000000.0,-52000000.0,399000000.0,399000000.0,-1000000.0,400000000.0,-783000000.0,-783000000.0,-537000000.0,1777000000.0,-2314000000.0,-38000000.0,138000000.0,-176000000.0,-7000000.0,-7000000.0,244000000.0,2023-06-30,
992000000.0,-50000000.0,-400000000.0,0.0,,-8000000.0,49000000.0,79000000.0,2820000000.0,2598000000.0,-35000000.0,257000000.0,-639000000.0,-639000000.0,-133000000.0,-56000000.0,-56000000.0,-50000000.0,-50000000.0,-400000000.0,-400000000.0,-400000000.0,0.0,-104000000.0,-104000000.0,127000000.0,2812000000.0,-2685000000.0,-21000000.0,97000000.0,-118000000.0,-8000000.0,-8000000.0,1000000000.0,2023-09-30,
1246000000.0,-58000000.0,-26000000.0,-10000000.0,,,71000000.0,58000000.0,2970000000.0,2820000000.0,49000000.0,101000000.0,349000000.0,349000000.0,196000000.0,-56000000.0,-56000000.0,-58000000.0,-58000000.0,-36000000.0,-36000000.0,-26000000.0,-10000000.0,-1474000000.0,-1474000000.0,-1324000000.0,3174000000.0,-4498000000.0,8000000.0,146000000.0,-138000000.0,,,1226000000.0,2023-12-31,20000000.0
