treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,current_notes_payable,payables_and_accrued_expenses,payables,accounts_payable,total_assets,investments_and_advances,long_term_equity_investment,investments_in_other_ventures_under_equity_method,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,other_payable
18634390.0,66676208.0,85310598.0,1034000000.0,3961000000.0,3974000000.0,8106000000.0,3974000000.0,4145000000.0,7706000000.0,4235000000.0,90000000.0,4145000000.0,-5605000000.0,-5605000000.0,1720000000.0,8967000000.0,2502000000.0,1000000.0,1000000.0,0.0,80471000000.0,736000000.0,736000000.0,3561000000.0,3561000000.0,400000000.0,400000000.0,400000000.0,756000000.0,756000000.0,756000000.0,84706000000.0,55516000000.0,2327000000.0,2327000000.0,171000000.0,164000000.0,7000000.0,270000000.0,5475000000.0,5475000000.0,55982000000.0,53055000000.0,2927000000.0,2022-12-31,
18770132.0,66540466.0,85310598.0,1161000000.0,4455000000.0,7626000000.0,12081000000.0,7626000000.0,7626000000.0,12081000000.0,7716000000.0,90000000.0,7626000000.0,-1461000000.0,-1461000000.0,1756000000.0,8336000000.0,2506000000.0,1000000.0,1000000.0,0.0,81404000000.0,1446000000.0,1446000000.0,4455000000.0,4455000000.0,,,,851000000.0,851000000.0,851000000.0,89120000000.0,58874000000.0,2405000000.0,2405000000.0,,,,,5837000000.0,5837000000.0,59625000000.0,56331000000.0,3294000000.0,2023-03-31,
19098799.0,66211799.0,85310598.0,2252000000.0,4850000000.0,7805000000.0,12655000000.0,7805000000.0,7805000000.0,12655000000.0,7895000000.0,90000000.0,7805000000.0,-1398000000.0,-1398000000.0,1803000000.0,8483000000.0,2522000000.0,1000000.0,1000000.0,0.0,81145000000.0,1424000000.0,1424000000.0,4850000000.0,4850000000.0,,,,858000000.0,858000000.0,858000000.0,89040000000.0,59069000000.0,2473000000.0,2473000000.0,,,,,5985000000.0,5985000000.0,59058000000.0,56460000000.0,2598000000.0,2023-06-30,
19438385.0,65872213.0,85310598.0,1630000000.0,4450000000.0,8063000000.0,12513000000.0,8063000000.0,8063000000.0,12513000000.0,8153000000.0,90000000.0,8063000000.0,-1333000000.0,-1333000000.0,1852000000.0,8713000000.0,2534000000.0,1000000.0,1000000.0,0.0,79269000000.0,1601000000.0,1601000000.0,4450000000.0,4450000000.0,,,,750000000.0,750000000.0,750000000.0,87422000000.0,57005000000.0,2560000000.0,2560000000.0,,,,,6097000000.0,6097000000.0,11565000000.0,8745000000.0,2820000000.0,2023-09-30,
19689885.0,65620713.0,85310598.0,1457000000.0,4427000000.0,8927000000.0,13508000000.0,8927000000.0,9081000000.0,13508000000.0,9171000000.0,90000000.0,9081000000.0,-369000000.0,-369000000.0,1900000000.0,8805000000.0,2544000000.0,1000000.0,1000000.0,0.0,88452000000.0,1862000000.0,1862000000.0,4427000000.0,4427000000.0,0.0,0.0,0.0,4483000000.0,4483000000.0,,97623000000.0,63463000000.0,2635000000.0,2635000000.0,154000000.0,154000000.0,,279000000.0,5448000000.0,5448000000.0,12068000000.0,9098000000.0,2970000000.0,2023-12-31,4483000000.0
