tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-49680000.0,0.24,1679000000.0,-207000000.0,-207000000.0,398000000.0,827000000.0,26748000000.0,1472000000.0,645000000.0,-119000000.0,119000000.0,555320000.0,398000000.0,33346000000.0,195000000.0,841000000.0,724000000.0,716000000.0,0.55,0.55,398000000.0,398000000.0,398000000.0,-2000000.0,400000000.0,400000000.0,126000000.0,526000000.0,-207000000.0,11000000.0,-207000000.0,-119000000.0,119000000.0,852000000.0,6456000000.0,5587000000.0,685000000.0,685000000.0,184000000.0,184000000.0,5587000000.0,195000000.0,-11000000.0,7308000000.0,26890000000.0,34198000000.0,34198000000.0,2022-10-31
-25123595.505618,0.276083,1676000000.0,-91000000.0,-91000000.0,451000000.0,849000000.0,27103000000.0,1585000000.0,736000000.0,-113000000.0,113000000.0,516876404.494382,451000000.0,33995000000.0,197000000.0,826000000.0,724000000.0,716000000.0,0.62,0.62,451000000.0,451000000.0,451000000.0,0.0,451000000.0,451000000.0,172000000.0,623000000.0,-91000000.0,1000000.0,-91000000.0,-113000000.0,113000000.0,827000000.0,6749000000.0,5847000000.0,706000000.0,706000000.0,196000000.0,196000000.0,5847000000.0,197000000.0,-1000000.0,7576000000.0,27246000000.0,34822000000.0,34822000000.0,2023-01-31
-17862000.0,0.229,2624000000.0,-78000000.0,-78000000.0,962000000.0,1145000000.0,34892000000.0,2546000000.0,1401000000.0,-153000000.0,153000000.0,1022138000.0,962000000.0,43686000000.0,265000000.0,1470000000.0,724000000.0,717000000.0,1.32,1.32,962000000.0,962000000.0,962000000.0,0.0,962000000.0,962000000.0,286000000.0,1248000000.0,-78000000.0,9000000.0,-78000000.0,-153000000.0,153000000.0,1479000000.0,8606000000.0,7393000000.0,957000000.0,957000000.0,256000000.0,256000000.0,,265000000.0,-9000000.0,10085000000.0,35080000000.0,45165000000.0,45165000000.0,2023-04-30
33397000.0,0.091,388000000.0,367000000.0,367000000.0,-180000000.0,859000000.0,26332000000.0,755000000.0,-104000000.0,-93000000.0,93000000.0,-513603000.0,-180000000.0,34324000000.0,206000000.0,-479000000.0,719000000.0,719000000.0,-0.25,-0.25,-180000000.0,-180000000.0,-180000000.0,-1000000.0,-179000000.0,-179000000.0,-18000000.0,-197000000.0,367000000.0,8000000.0,367000000.0,-93000000.0,93000000.0,-471000000.0,7849000000.0,6935000000.0,716000000.0,716000000.0,198000000.0,198000000.0,,206000000.0,-8000000.0,7378000000.0,26475000000.0,33853000000.0,33853000000.0,2023-07-31
6214000.0,0.239,1783000000.0,26000000.0,26000000.0,646000000.0,864000000.0,26334000000.0,1809000000.0,945000000.0,-94000000.0,94000000.0,626214000.0,646000000.0,33038000000.0,201000000.0,912000000.0,725000000.0,719000000.0,0.88,0.89,646000000.0,646000000.0,646000000.0,-1000000.0,647000000.0,647000000.0,204000000.0,851000000.0,26000000.0,,26000000.0,-94000000.0,94000000.0,919000000.0,6561000000.0,5646000000.0,721000000.0,721000000.0,194000000.0,194000000.0,,201000000.0,-7000000.0,7480000000.0,26477000000.0,33957000000.0,33957000000.0,2023-10-31
-34657387.5803,0.208779,2082000000.0,-166000000.0,-166000000.0,736000000.0,882000000.0,28490000000.0,1916000000.0,1034000000.0,-100000000.0,100000000.0,867342612.4197,736000000.0,35864000000.0,220000000.0,1194000000.0,725000000.0,719000000.0,1.01,1.01,718000000.0,718000000.0,736000000.0,-3000000.0,739000000.0,739000000.0,195000000.0,934000000.0,-166000000.0,,-166000000.0,-100000000.0,100000000.0,1200000000.0,7221000000.0,6278000000.0,729000000.0,729000000.0,214000000.0,214000000.0,,220000000.0,-6000000.0,8421000000.0,28643000000.0,37064000000.0,37064000000.0,2024-01-31
