free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date
668000000.0,-1021000000.0,-8000000.0,0.0,-696000000.0,1958000000.0,2311000000.0,-353000000.0,-1230000000.0,-1230000000.0,,-207000000.0,,-1021000000.0,-1021000000.0,-8000000.0,-8000000.0,-8000000.0,0.0,-487000000.0,-487000000.0,58000000.0,-40000000.0,0.0,-40000000.0,-4000000.0,-4000000.0,-501000000.0,195000000.0,-696000000.0,1364000000.0,1364000000.0,-19000000.0,16000000.0,10000000.0,-87000000.0,-87000000.0,-26000000.0,-61000000.0,-61000000.0,42000000.0,42000000.0,35000000.0,-8000000.0,-8000000.0,393000000.0,393000000.0,-55000000.0,-55000000.0,1018000000.0,2022-12-31
808000000.0,-1067000000.0,-142000000.0,,-443000000.0,1291000000.0,1958000000.0,-667000000.0,-1438000000.0,-1438000000.0,-3000000.0,-226000000.0,,-1067000000.0,-1067000000.0,-142000000.0,-142000000.0,-142000000.0,,-480000000.0,-480000000.0,5000000.0,-48000000.0,53000000.0,-101000000.0,-2000000.0,-2000000.0,-435000000.0,8000000.0,-443000000.0,1251000000.0,1251000000.0,-125000000.0,-326000000.0,-72000000.0,336000000.0,336000000.0,70000000.0,266000000.0,266000000.0,-63000000.0,-63000000.0,-31000000.0,35000000.0,35000000.0,393000000.0,393000000.0,-8000000.0,-8000000.0,987000000.0,2023-03-31
660000000.0,-863000000.0,-4000000.0,,-572000000.0,956000000.0,1291000000.0,-335000000.0,-1067000000.0,-1067000000.0,22000000.0,-222000000.0,,-863000000.0,-863000000.0,-4000000.0,-4000000.0,-4000000.0,,-500000000.0,-500000000.0,-25000000.0,99000000.0,100000000.0,-1000000.0,-29000000.0,-29000000.0,-545000000.0,27000000.0,-572000000.0,1232000000.0,1232000000.0,-251000000.0,34000000.0,-33000000.0,-323000000.0,-323000000.0,-90000000.0,-233000000.0,-233000000.0,71000000.0,71000000.0,54000000.0,43000000.0,43000000.0,402000000.0,402000000.0,-12000000.0,-12000000.0,996000000.0,2023-06-30
991000000.0,-971000000.0,-4000000.0,,-575000000.0,1360000000.0,956000000.0,404000000.0,-587000000.0,-587000000.0,6000000.0,-218000000.0,-218000000.0,-971000000.0,-971000000.0,596000000.0,596000000.0,-4000000.0,,-575000000.0,-575000000.0,1000000.0,-1000000.0,0.0,-1000000.0,0.0,0.0,-575000000.0,0.0,-575000000.0,1566000000.0,1566000000.0,248000000.0,-4000000.0,19000000.0,306000000.0,306000000.0,72000000.0,234000000.0,234000000.0,-73000000.0,-73000000.0,46000000.0,33000000.0,33000000.0,399000000.0,399000000.0,-6000000.0,-6000000.0,846000000.0,2023-09-30
809000000.0,-581000000.0,-3000000.0,0.0,-691000000.0,1353000000.0,1360000000.0,-7000000.0,-775000000.0,-775000000.0,25000000.0,-216000000.0,,-581000000.0,-581000000.0,-3000000.0,-3000000.0,-3000000.0,0.0,-732000000.0,-732000000.0,-57000000.0,-1000000.0,0.0,-1000000.0,0.0,0.0,-674000000.0,17000000.0,-691000000.0,1500000000.0,1500000000.0,250000000.0,75000000.0,-34000000.0,195000000.0,195000000.0,31000000.0,164000000.0,164000000.0,14000000.0,14000000.0,-74000000.0,29000000.0,29000000.0,417000000.0,417000000.0,-8000000.0,-8000000.0,886000000.0,2023-12-31
560000000.0,-247000000.0,-2000000.0,,-524000000.0,1483000000.0,1353000000.0,130000000.0,-450000000.0,-450000000.0,34000000.0,-235000000.0,-235000000.0,-247000000.0,-247000000.0,-2000000.0,-2000000.0,-2000000.0,,-504000000.0,-504000000.0,-35000000.0,81000000.0,81000000.0,0.0,-26000000.0,-26000000.0,-524000000.0,0.0,-524000000.0,1084000000.0,1084000000.0,-214000000.0,-119000000.0,-29000000.0,-71000000.0,-71000000.0,72000000.0,-143000000.0,-143000000.0,5000000.0,5000000.0,-15000000.0,11000000.0,11000000.0,410000000.0,410000000.0,-1000000.0,-1000000.0,893000000.0,2024-03-31
