ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,current_provisions,payables_and_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
2066000000.0,2066000000.0,16089000000.0,18535000000.0,12113000000.0,30662000000.0,1378000000.0,12113000000.0,488000000.0,12615000000.0,30511000000.0,12625000000.0,10000000.0,12615000000.0,-388000000.0,-388000000.0,10363000000.0,574000000.0,2066000000.0,2066000000.0,29287000000.0,26816000000.0,571000000.0,7569000000.0,7569000000.0,18384000000.0,488000000.0,17896000000.0,292000000.0,2471000000.0,228000000.0,151000000.0,151000000.0,144000000.0,1948000000.0,1948000000.0,707000000.0,111000000.0,1130000000.0,41912000000.0,38063000000.0,522000000.0,2292000000.0,2292000000.0,502000000.0,183000000.0,319000000.0,34747000000.0,-13863000000.0,48610000000.0,745000000.0,25364000000.0,4405000000.0,2272000000.0,,3849000000.0,108000000.0,341000000.0,1313000000.0,262000000.0,1051000000.0,-16000000.0,1067000000.0,2087000000.0,129000000.0,1958000000.0,2022-12-31
2033054922.0,2033054922.0,16631000000.0,18400000000.0,11826000000.0,30248000000.0,1034000000.0,11826000000.0,478000000.0,12326000000.0,30237000000.0,12334000000.0,8000000.0,12326000000.0,-386000000.0,-386000000.0,10092000000.0,587000000.0,2033000000.0,2033000000.0,29144000000.0,26823000000.0,542000000.0,7605000000.0,7605000000.0,18389000000.0,478000000.0,17911000000.0,287000000.0,2321000000.0,228000000.0,11000000.0,11000000.0,151000000.0,1931000000.0,1931000000.0,367000000.0,361000000.0,1203000000.0,41478000000.0,38123000000.0,528000000.0,2313000000.0,2313000000.0,500000000.0,,,34782000000.0,-14148000000.0,48930000000.0,,489000000.0,,,48441000000.0,3355000000.0,115000000.0,394000000.0,1377000000.0,338000000.0,1039000000.0,-17000000.0,1056000000.0,1469000000.0,178000000.0,1291000000.0,2023-03-31
2006330057.0,2006330057.0,16952000000.0,18393000000.0,11759000000.0,30178000000.0,856000000.0,11759000000.0,485000000.0,12270000000.0,30168000000.0,12274000000.0,4000000.0,12270000000.0,-390000000.0,-390000000.0,10030000000.0,624000000.0,2006000000.0,2006000000.0,28943000000.0,26888000000.0,544000000.0,7662000000.0,7662000000.0,18383000000.0,485000000.0,17898000000.0,299000000.0,2055000000.0,207000000.0,10000000.0,10000000.0,138000000.0,1700000000.0,1700000000.0,444000000.0,136000000.0,1120000000.0,41217000000.0,38306000000.0,485000000.0,2338000000.0,2338000000.0,511000000.0,,,34972000000.0,-14493000000.0,49465000000.0,,495000000.0,,,48970000000.0,2911000000.0,123000000.0,427000000.0,1327000000.0,324000000.0,1003000000.0,-17000000.0,1020000000.0,1034000000.0,78000000.0,956000000.0,2023-06-30
1976131035.0,1976131035.0,17102000000.0,18949000000.0,11441000000.0,30412000000.0,425000000.0,11441000000.0,487000000.0,11950000000.0,29853000000.0,11954000000.0,4000000.0,11950000000.0,-372000000.0,-372000000.0,9689000000.0,657000000.0,1976000000.0,1976000000.0,29896000000.0,26962000000.0,570000000.0,7700000000.0,7700000000.0,18390000000.0,487000000.0,17903000000.0,302000000.0,2934000000.0,239000000.0,559000000.0,559000000.0,133000000.0,2003000000.0,2003000000.0,441000000.0,361000000.0,1201000000.0,41850000000.0,38491000000.0,466000000.0,2364000000.0,2364000000.0,509000000.0,,,35152000000.0,-14462000000.0,49614000000.0,,496000000.0,,,49118000000.0,3359000000.0,94000000.0,427000000.0,1399000000.0,372000000.0,1027000000.0,-16000000.0,1043000000.0,1439000000.0,79000000.0,1360000000.0,2023-09-30
1958427685.0,1958427685.0,17180000000.0,19024000000.0,11622000000.0,30661000000.0,160000000.0,11622000000.0,491000000.0,12128000000.0,30103000000.0,12133000000.0,5000000.0,12128000000.0,-312000000.0,-312000000.0,9790000000.0,691000000.0,1959000000.0,1959000000.0,30275000000.0,27051000000.0,543000000.0,7746000000.0,7746000000.0,18466000000.0,491000000.0,17975000000.0,296000000.0,3224000000.0,243000000.0,558000000.0,558000000.0,144000000.0,2279000000.0,2279000000.0,517000000.0,525000000.0,1237000000.0,42408000000.0,39024000000.0,688000000.0,2397000000.0,2397000000.0,506000000.0,181000000.0,325000000.0,35433000000.0,-15385000000.0,50818000000.0,815000000.0,26291000000.0,4651000000.0,2272000000.0,,3384000000.0,109000000.0,446000000.0,1393000000.0,364000000.0,1029000000.0,-18000000.0,1047000000.0,1436000000.0,83000000.0,1353000000.0,2023-12-31
1954927162.0,1954927162.0,17018000000.0,19002000000.0,12077000000.0,31098000000.0,448000000.0,12077000000.0,501000000.0,12597000000.0,30541000000.0,12602000000.0,5000000.0,12597000000.0,-306000000.0,-306000000.0,10205000000.0,743000000.0,1955000000.0,1955000000.0,30093000000.0,27069000000.0,557000000.0,7759000000.0,7759000000.0,18445000000.0,501000000.0,17944000000.0,308000000.0,3024000000.0,252000000.0,557000000.0,557000000.0,140000000.0,2075000000.0,2075000000.0,387000000.0,382000000.0,1306000000.0,42695000000.0,39223000000.0,716000000.0,2424000000.0,2424000000.0,520000000.0,,,35563000000.0,-15605000000.0,51168000000.0,,507000000.0,,,50661000000.0,3472000000.0,136000000.0,451000000.0,1400000000.0,358000000.0,1042000000.0,-18000000.0,1060000000.0,1485000000.0,2000000.0,1483000000.0,2024-03-31
