tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.309228,145947000.0,,,88233000.0,17872000.0,328083000.0,145947000.0,128075000.0,-344000.0,344000.0,88233000.0,88233000.0,536312000.0,125078000.0,492457000.0,492344000.0,0.17,0.17,88233000.0,88233000.0,88233000.0,88233000.0,88233000.0,39498000.0,127731000.0,2997000.0,2997000.0,,,-344000.0,344000.0,125078000.0,208229000.0,17872000.0,17872000.0,190357000.0,333307000.0,328083000.0,661390000.0,661390000.0,2022-12-31
0.0,0.243,139456000.0,,,88234000.0,22502000.0,326842000.0,139456000.0,116954000.0,-465000.0,465000.0,88234000.0,88234000.0,545775000.0,112240000.0,492701000.0,492516000.0,0.18,0.18,88234000.0,88234000.0,88234000.0,88234000.0,88234000.0,28255000.0,116489000.0,4714000.0,4714000.0,,,-465000.0,465000.0,112240000.0,218933000.0,22502000.0,22502000.0,196431000.0,331173000.0,326842000.0,658015000.0,658015000.0,2023-03-31
0.0,0.271,182247000.0,,,110143000.0,26439000.0,384191000.0,182247000.0,155808000.0,-4785000.0,4785000.0,110143000.0,110143000.0,665961000.0,154789000.0,492891000.0,492700000.0,0.22,0.22,110143000.0,110143000.0,110143000.0,110143000.0,110143000.0,40880000.0,151023000.0,1019000.0,1019000.0,,,-4785000.0,4785000.0,154789000.0,281770000.0,26439000.0,26439000.0,255331000.0,436559000.0,384191000.0,820750000.0,820750000.0,2023-06-30
-1337516.289882,0.257413,207481000.0,-5196000.0,-5196000.0,127777000.0,24668000.0,388533000.0,202285000.0,177617000.0,-5547000.0,5547000.0,131635483.710118,127777000.0,658107000.0,177124000.0,490965000.0,490775000.0,0.26,0.26,127777000.0,127777000.0,127777000.0,127777000.0,127777000.0,44293000.0,172070000.0,-4703000.0,493000.0,-5196000.0,5196000.0,-5547000.0,5547000.0,182320000.0,269574000.0,24668000.0,24668000.0,244906000.0,451894000.0,388533000.0,840427000.0,840427000.0,2023-09-30
0.0,0.258204,181076000.0,0.0,0.0,108803000.0,26143000.0,370305000.0,181076000.0,154933000.0,-8258000.0,8258000.0,108803000.0,108803000.0,615013000.0,139073000.0,484112000.0,483922000.0,0.22,0.22,108803000.0,108803000.0,108803000.0,108803000.0,108803000.0,37872000.0,146675000.0,15860000.0,15860000.0,0.0,0.0,-8258000.0,8258000.0,139073000.0,244708000.0,26143000.0,26143000.0,218565000.0,383781000.0,370305000.0,754086000.0,754086000.0,2023-12-31
0.0,0.243,159673000.0,,,94394000.0,27310000.0,365558000.0,159673000.0,132363000.0,-7725000.0,7725000.0,94394000.0,94394000.0,615925000.0,132424000.0,484318000.0,484131000.0,0.19,0.19,94394000.0,94394000.0,94394000.0,94394000.0,94394000.0,30244000.0,124638000.0,-61000.0,-61000.0,,,-7725000.0,7725000.0,132424000.0,250367000.0,27310000.0,27310000.0,223057000.0,382791000.0,365558000.0,748349000.0,748349000.0,2024-03-31
