tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,rent_expense_supplemental,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,restructuring_and_mergern_acquisition,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,rent_and_landing_fees,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
22345641.646489,0.208838,1709000000.0,107000000.0,107000000.0,1259000000.0,110000000.0,2129000000.0,1816000000.0,1706000000.0,18000000.0,54000000.0,72000000.0,1174345641.646489,1259000000.0,2810000000.0,99000000.0,1427000000.0,151839446.0,150035914.0,8.29,8.39,1259000000.0,1259000000.0,1259000000.0,-48000000.0,1307000000.0,1307000000.0,345000000.0,1652000000.0,107000000.0,-92000000.0,92000000.0,199000000.0,18000000.0,54000000.0,72000000.0,1527000000.0,608000000.0,37000000.0,37000000.0,37000000.0,37000000.0,571000000.0,100000000.0,471000000.0,372000000.0,99000000.0,2135000000.0,2202000000.0,4337000000.0,4337000000.0,2022-12-31
22500000.0,0.25,1629000000.0,90000000.0,90000000.0,1157000000.0,106000000.0,2178000000.0,1719000000.0,1613000000.0,27000000.0,59000000.0,86000000.0,1089500000.0,1157000000.0,2806000000.0,110000000.0,1438000000.0,151349829.0,149909343.0,7.64,7.72,1157000000.0,1157000000.0,1157000000.0,-12000000.0,1169000000.0,1169000000.0,385000000.0,1554000000.0,90000000.0,0.0,0.0,90000000.0,27000000.0,59000000.0,86000000.0,1437000000.0,559000000.0,37000000.0,37000000.0,37000000.0,37000000.0,522000000.0,80000000.0,442000000.0,332000000.0,110000000.0,1996000000.0,2247000000.0,4243000000.0,4243000000.0,2023-03-31
55860000.0,0.245,1809000000.0,228000000.0,228000000.0,1366000000.0,102000000.0,2226000000.0,2037000000.0,1935000000.0,20000000.0,69000000.0,89000000.0,1193860000.0,1366000000.0,2845000000.0,100000000.0,1615000000.0,150739213.0,149604642.0,9.06,9.13,1366000000.0,1366000000.0,1366000000.0,-57000000.0,1423000000.0,1423000000.0,443000000.0,1866000000.0,228000000.0,-1000000.0,1000000.0,229000000.0,20000000.0,69000000.0,89000000.0,1618000000.0,554000000.0,37000000.0,37000000.0,37000000.0,37000000.0,517000000.0,82000000.0,435000000.0,335000000.0,100000000.0,2172000000.0,2291000000.0,4463000000.0,4463000000.0,2023-06-30
13689000.0,0.117,1881000000.0,117000000.0,117000000.0,1604000000.0,108000000.0,2231000000.0,1998000000.0,1890000000.0,57000000.0,82000000.0,139000000.0,1500689000.0,1604000000.0,2888000000.0,103000000.0,1637000000.0,150500000.0,149200000.0,10.66,10.75,1604000000.0,1604000000.0,1604000000.0,9000000.0,1595000000.0,1595000000.0,213000000.0,1808000000.0,117000000.0,0.0,0.0,117000000.0,57000000.0,82000000.0,139000000.0,1634000000.0,588000000.0,39000000.0,39000000.0,39000000.0,39000000.0,549000000.0,82000000.0,467000000.0,364000000.0,103000000.0,2222000000.0,2300000000.0,4522000000.0,4522000000.0,2023-09-30
46823040.996367,0.227296,1914000000.0,206000000.0,206000000.0,1375000000.0,111000000.0,2318000000.0,2120000000.0,2009000000.0,77000000.0,82000000.0,159000000.0,1215823040.996367,1375000000.0,2987000000.0,105000000.0,1585000000.0,150200000.0,148700000.0,9.15,9.25,1375000000.0,1375000000.0,1375000000.0,-114000000.0,1489000000.0,1489000000.0,438000000.0,1927000000.0,206000000.0,-63000000.0,63000000.0,269000000.0,77000000.0,82000000.0,159000000.0,1644000000.0,596000000.0,38000000.0,38000000.0,38000000.0,38000000.0,558000000.0,100000000.0,458000000.0,353000000.0,105000000.0,2240000000.0,2391000000.0,4631000000.0,4631000000.0,2023-12-31
,,,,,,,,,,,,,,,,,,150100000.0,148700000.0,10.48,10.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-31
