free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,other_cash_adjustment_outside_changein_cash,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
983000000.0,-119000000.0,-90000000.0,11000000.0,-140000000.0,3520000000.0,-1000000.0,2985000000.0,59000000.0,476000000.0,-347000000.0,-347000000.0,-9000000.0,-125000000.0,-125000000.0,-119000000.0,-119000000.0,-94000000.0,-15000000.0,-79000000.0,-90000000.0,11000000.0,-300000000.0,-300000000.0,,8000000.0,8000000.0,-180000000.0,-42000000.0,-138000000.0,-140000000.0,1123000000.0,1123000000.0,93000000.0,579000000.0,-5000000.0,107000000.0,-119000000.0,158000000.0,438000000.0,288000000.0,59000000.0,19000000.0,0.0,-17000000.0,-17000000.0,123000000.0,123000000.0,-11000000.0,-40000000.0,29000000.0,278000000.0,2022-12-31
50000000.0,-62000000.0,-2000000.0,5000000.0,-70000000.0,3347000000.0,-7000000.0,3527000000.0,20000000.0,-193000000.0,-213000000.0,-213000000.0,-10000000.0,-154000000.0,-154000000.0,-62000000.0,-62000000.0,13000000.0,10000000.0,3000000.0,-2000000.0,5000000.0,-100000000.0,-100000000.0,5000000.0,-18000000.0,-18000000.0,-17000000.0,35000000.0,-52000000.0,-70000000.0,120000000.0,120000000.0,3000000.0,-332000000.0,64000000.0,-60000000.0,-25000000.0,-126000000.0,-185000000.0,-157000000.0,-12000000.0,22000000.0,,-24000000.0,-24000000.0,136000000.0,136000000.0,-60000000.0,-44000000.0,-16000000.0,387000000.0,2023-03-31
310000000.0,0.0,-10000000.0,1000000.0,-74000000.0,3209000000.0,0.0,3347000000.0,-33000000.0,-105000000.0,-293000000.0,-293000000.0,-100000000.0,-155000000.0,-155000000.0,0.0,0.0,-38000000.0,-29000000.0,-9000000.0,-10000000.0,1000000.0,-196000000.0,-196000000.0,11000000.0,4000000.0,4000000.0,-137000000.0,1000000.0,-138000000.0,-74000000.0,384000000.0,384000000.0,7000000.0,-121000000.0,-27000000.0,-45000000.0,145000000.0,67000000.0,-261000000.0,-249000000.0,-44000000.0,18000000.0,,-86000000.0,-86000000.0,137000000.0,137000000.0,240000000.0,-52000000.0,292000000.0,233000000.0,2023-06-30
949000000.0,0.0,-3000000.0,8000000.0,-92000000.0,3902000000.0,1000000.0,3209000000.0,-32000000.0,724000000.0,-182000000.0,-182000000.0,-15000000.0,-156000000.0,-156000000.0,0.0,0.0,-11000000.0,-16000000.0,5000000.0,-3000000.0,8000000.0,-135000000.0,-135000000.0,4000000.0,-52000000.0,-52000000.0,5000000.0,18000000.0,-13000000.0,-92000000.0,1041000000.0,1041000000.0,35000000.0,560000000.0,18000000.0,30000000.0,371000000.0,66000000.0,75000000.0,109000000.0,22000000.0,23000000.0,,-41000000.0,-41000000.0,134000000.0,134000000.0,-73000000.0,-75000000.0,2000000.0,381000000.0,2023-09-30
829000000.0,0.0,-96000000.0,5595000000.0,-233000000.0,10015000000.0,-153000000.0,3902000000.0,133000000.0,6133000000.0,5300000000.0,5300000000.0,-64000000.0,-155000000.0,-155000000.0,0.0,0.0,5519000000.0,20000000.0,5499000000.0,-96000000.0,5595000000.0,-229000000.0,-229000000.0,3000000.0,16000000.0,16000000.0,-15000000.0,0.0,-15000000.0,-233000000.0,1062000000.0,1062000000.0,84000000.0,509000000.0,19000000.0,-42000000.0,-14000000.0,230000000.0,316000000.0,149000000.0,-1000000.0,18000000.0,,-82000000.0,-82000000.0,135000000.0,135000000.0,-40000000.0,-40000000.0,0.0,439000000.0,2023-12-31
-64000000.0,0.0,-5000000.0,2548000000.0,-104000000.0,1313000000.0,26000000.0,10017000000.0,-68000000.0,-8662000000.0,2379000000.0,2379000000.0,-24000000.0,-159000000.0,-159000000.0,0.0,0.0,2562000000.0,19000000.0,2543000000.0,-5000000.0,2548000000.0,-11081000000.0,-11081000000.0,4000000.0,-209000000.0,-209000000.0,-10772000000.0,0.0,-10772000000.0,-104000000.0,40000000.0,40000000.0,7000000.0,-575000000.0,-18000000.0,-52000000.0,-195000000.0,-72000000.0,-238000000.0,-205000000.0,137000000.0,22000000.0,,-123000000.0,-123000000.0,314000000.0,314000000.0,-31000000.0,-31000000.0,,289000000.0,2024-03-31
