tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,general_and_administrative_expense,other_gand_a,salaries_and_wages
0.0,0.262599,576000000.0,270000000.0,123000000.0,3858000000.0,576000000.0,453000000.0,-54000000.0,76000000.0,22000000.0,270000000.0,270000000.0,4680000000.0,433000000.0,852200000.0,835600000.0,0.32,0.32,270000000.0,270000000.0,270000000.0,-8000000.0,278000000.0,278000000.0,99000000.0,377000000.0,6000000.0,-34000000.0,40000000.0,-54000000.0,76000000.0,22000000.0,425000000.0,822000000.0,149000000.0,673000000.0,1247000000.0,3858000000.0,5105000000.0,5105000000.0,2022-12-31,,,
0.0,0.24,716000000.0,373000000.0,136000000.0,3895000000.0,716000000.0,580000000.0,-46000000.0,71000000.0,25000000.0,373000000.0,373000000.0,4755000000.0,555000000.0,852200000.0,835000000.0,0.44,0.45,373000000.0,373000000.0,373000000.0,-14000000.0,387000000.0,387000000.0,122000000.0,509000000.0,37000000.0,-7000000.0,44000000.0,-46000000.0,71000000.0,25000000.0,518000000.0,860000000.0,139000000.0,721000000.0,1378000000.0,3895000000.0,5273000000.0,5273000000.0,2023-03-31,,,
0.0,0.21,653000000.0,199000000.0,137000000.0,4237000000.0,653000000.0,516000000.0,-67000000.0,94000000.0,27000000.0,199000000.0,199000000.0,5172000000.0,489000000.0,850900000.0,836000000.0,0.23,0.24,199000000.0,199000000.0,199000000.0,-34000000.0,233000000.0,233000000.0,189000000.0,422000000.0,-331000000.0,-383000000.0,52000000.0,-67000000.0,94000000.0,27000000.0,820000000.0,935000000.0,151000000.0,784000000.0,1755000000.0,4237000000.0,5992000000.0,5992000000.0,2023-06-30,,,
0.0,0.359,814000000.0,357000000.0,134000000.0,3915000000.0,814000000.0,680000000.0,-51000000.0,86000000.0,35000000.0,357000000.0,357000000.0,4903000000.0,645000000.0,854700000.0,838700000.0,0.42,0.43,357000000.0,357000000.0,357000000.0,-24000000.0,381000000.0,381000000.0,213000000.0,594000000.0,-183000000.0,-258000000.0,75000000.0,-51000000.0,86000000.0,35000000.0,828000000.0,988000000.0,157000000.0,831000000.0,1816000000.0,3915000000.0,5731000000.0,5731000000.0,2023-09-30,,,
0.0,0.214669,805000000.0,420000000.0,135000000.0,3668000000.0,805000000.0,670000000.0,-47000000.0,111000000.0,64000000.0,420000000.0,420000000.0,4800000000.0,607000000.0,854200000.0,839600000.0,0.49,0.5,420000000.0,420000000.0,420000000.0,-19000000.0,439000000.0,439000000.0,120000000.0,559000000.0,304000000.0,665000000.0,40000000.0,-47000000.0,111000000.0,64000000.0,302000000.0,1132000000.0,170000000.0,962000000.0,1434000000.0,3668000000.0,5102000000.0,5102000000.0,2023-12-31,962000000.0,961000000.0,1000000.0
0.0,0.137,829000000.0,269000000.0,314000000.0,4477000000.0,829000000.0,515000000.0,-165000000.0,180000000.0,15000000.0,269000000.0,269000000.0,5686000000.0,500000000.0,913000000.0,899200000.0,0.29,0.3,269000000.0,269000000.0,269000000.0,-20000000.0,289000000.0,289000000.0,46000000.0,335000000.0,4000000.0,-27000000.0,31000000.0,-165000000.0,180000000.0,15000000.0,496000000.0,1209000000.0,224000000.0,985000000.0,1705000000.0,4477000000.0,6182000000.0,6182000000.0,2024-03-31,,,
