tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_discontinuous_operations,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,general_and_administrative_expense,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-2488466.757123,0.177748,942000000.0,-14000000.0,-14000000.0,601000000.0,137000000.0,1336000000.0,928000000.0,791000000.0,-54000000.0,54000000.0,612511533.242877,588000000.0,1986000000.0,708000000.0,109000000.0,108000000.0,5.4,5.42,588000000.0,588000000.0,588000000.0,-5000000.0,593000000.0,-13000000.0,606000000.0,131000000.0,737000000.0,55000000.0,69000000.0,-10000000.0,18000000.0,28000000.0,0.0,,-54000000.0,54000000.0,736000000.0,650000000.0,513000000.0,137000000.0,137000000.0,73000000.0,73000000.0,64000000.0,,,,1386000000.0,1336000000.0,2722000000.0,3198000000.0,2022-12-31
-1560000.0,0.195,449000000.0,-8000000.0,-8000000.0,203000000.0,131000000.0,1313000000.0,441000000.0,310000000.0,-54000000.0,54000000.0,209440000.0,203000000.0,1956000000.0,285000000.0,108000000.0,107000000.0,1.88,1.89,203000000.0,203000000.0,203000000.0,-3000000.0,206000000.0,0.0,206000000.0,50000000.0,256000000.0,22000000.0,29000000.0,-3000000.0,0.0,3000000.0,1000000.0,-5000000.0,-54000000.0,54000000.0,288000000.0,643000000.0,512000000.0,131000000.0,131000000.0,71000000.0,71000000.0,60000000.0,,,,931000000.0,1313000000.0,2244000000.0,2244000000.0,2023-03-31
-1188000.0,0.198,317000000.0,-6000000.0,-6000000.0,94000000.0,134000000.0,1347000000.0,311000000.0,177000000.0,-57000000.0,57000000.0,98812000.0,94000000.0,1982000000.0,142000000.0,107000000.0,107000000.0,0.88,0.88,94000000.0,94000000.0,94000000.0,-2000000.0,96000000.0,0.0,96000000.0,24000000.0,120000000.0,,5000000.0,-7000000.0,3000000.0,10000000.0,1000000.0,1000000.0,-57000000.0,57000000.0,177000000.0,635000000.0,526000000.0,134000000.0,134000000.0,70000000.0,70000000.0,64000000.0,-25000000.0,-25000000.0,-25000000.0,812000000.0,1347000000.0,2159000000.0,2159000000.0,2023-06-30
3255000.0,0.155,326000000.0,21000000.0,21000000.0,136000000.0,122000000.0,1472000000.0,347000000.0,225000000.0,-61000000.0,61000000.0,118255000.0,136000000.0,1961000000.0,159000000.0,105000000.0,105000000.0,1.29,1.3,136000000.0,136000000.0,136000000.0,-3000000.0,139000000.0,0.0,139000000.0,25000000.0,164000000.0,20000000.0,-2000000.0,24000000.0,41000000.0,17000000.0,1000000.0,-3000000.0,-61000000.0,61000000.0,205000000.0,489000000.0,396000000.0,122000000.0,122000000.0,62000000.0,62000000.0,60000000.0,-29000000.0,-29000000.0,-29000000.0,694000000.0,1472000000.0,2166000000.0,1959000000.0,2023-09-30
-25742895.805142,0.156969,1084000000.0,-164000000.0,-164000000.0,622000000.0,118000000.0,1325000000.0,920000000.0,802000000.0,-63000000.0,63000000.0,760257104.194858,622000000.0,2058000000.0,779000000.0,104000000.0,103000000.0,5.97,6.02,622000000.0,622000000.0,622000000.0,-1000000.0,623000000.0,0.0,623000000.0,116000000.0,739000000.0,-54000000.0,110000000.0,-160000000.0,-1000000.0,159000000.0,0.0,-4000000.0,-63000000.0,63000000.0,856000000.0,733000000.0,533000000.0,118000000.0,118000000.0,60000000.0,60000000.0,58000000.0,,,,1589000000.0,1325000000.0,2914000000.0,3453000000.0,2023-12-31
-27860000.0,0.199,565000000.0,-140000000.0,-140000000.0,190000000.0,119000000.0,1342000000.0,425000000.0,306000000.0,-64000000.0,64000000.0,302140000.0,190000000.0,1918000000.0,280000000.0,104000000.0,103000000.0,1.83,1.84,190000000.0,190000000.0,190000000.0,-4000000.0,194000000.0,,194000000.0,48000000.0,242000000.0,-117000000.0,23000000.0,-143000000.0,,143000000.0,0.0,3000000.0,-64000000.0,64000000.0,423000000.0,576000000.0,457000000.0,119000000.0,119000000.0,60000000.0,60000000.0,59000000.0,,,,999000000.0,1342000000.0,2341000000.0,2341000000.0,2024-03-31
