treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,current_notes_payable,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,defined_pension_benefit,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,non_current_accounts_receivable,investments_and_advances,other_investments,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,other_properties,machinery_furniture_equipment,land_and_improvements,properties,current_assets,other_current_assets,hedging_assets_current,assets_held_for_sale_current,current_deferred_assets,restricted_cash,prepaid_assets,receivables,other_receivables,taxes_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,foreign_currency_translation_adjustments,minimum_pension_liabilities
17519.0,106756364.0,106773883.0,3459000000.0,5479000000.0,-2430000000.0,14737000000.0,1056000000.0,-2430000000.0,758000000.0,10016000000.0,14487000000.0,10093000000.0,77000000.0,10016000000.0,-2621000000.0,-2621000000.0,3000000.0,1764000000.0,10876000000.0,0.0,0.0,21676000000.0,6897000000.0,66000000.0,480000000.0,480000000.0,40000000.0,851000000.0,748000000.0,5103000000.0,632000000.0,4471000000.0,357000000.0,14779000000.0,11966000000.0,31000000.0,376000000.0,126000000.0,250000000.0,250000000.0,0.0,972000000.0,1434000000.0,274000000.0,49000000.0,1160000000.0,102000000.0,83000000.0,83000000.0,975000000.0,31769000000.0,15934000000.0,58000000.0,827000000.0,10000000.0,268000000.0,68000000.0,68000000.0,863000000.0,90000000.0,90000000.0,12446000000.0,2273000000.0,10173000000.0,1304000000.0,-1269000000.0,2573000000.0,452000000.0,586000000.0,1452000000.0,83000000.0,0.0,15835000000.0,54000000.0,43000000.0,0.0,87000000.0,11772000000.0,132000000.0,2617000000.0,1064000000.0,89000000.0,1464000000.0,-46000000.0,1510000000.0,1262000000.0,0.0,1262000000.0,2022-12-31,,
,106382693.0,106382693.0,3587000000.0,5470000000.0,-2309000000.0,14818000000.0,1057000000.0,-2309000000.0,748000000.0,10096000000.0,14568000000.0,10176000000.0,80000000.0,10096000000.0,-2568000000.0,-2568000000.0,0.0,1774000000.0,10890000000.0,0.0,0.0,21730000000.0,6841000000.0,51000000.0,457000000.0,457000000.0,32000000.0,842000000.0,736000000.0,5093000000.0,621000000.0,4472000000.0,366000000.0,14889000000.0,12434000000.0,26000000.0,377000000.0,127000000.0,250000000.0,,250000000.0,515000000.0,1537000000.0,349000000.0,28000000.0,1188000000.0,104000000.0,82000000.0,82000000.0,1002000000.0,31906000000.0,15960000000.0,1392000000.0,863000000.0,,,,,,,,12405000000.0,2212000000.0,10193000000.0,1300000000.0,,1300000000.0,,1300000000.0,,,,15946000000.0,43000000.0,7000000.0,,78000000.0,12213000000.0,,2470000000.0,981000000.0,77000000.0,1412000000.0,-44000000.0,1456000000.0,1135000000.0,,1135000000.0,2023-03-31,,
,104943324.0,104943324.0,3862000000.0,6191000000.0,-2549000000.0,15263000000.0,848000000.0,-2549000000.0,727000000.0,9799000000.0,14364000000.0,9877000000.0,78000000.0,9799000000.0,-2540000000.0,-2540000000.0,0.0,1429000000.0,10910000000.0,0.0,0.0,18896000000.0,6927000000.0,201000000.0,452000000.0,452000000.0,,721000000.0,721000000.0,5167000000.0,602000000.0,4565000000.0,386000000.0,11969000000.0,9260000000.0,,1024000000.0,125000000.0,899000000.0,,899000000.0,669000000.0,1016000000.0,,,1016000000.0,,,,1016000000.0,28773000000.0,15956000000.0,1420000000.0,893000000.0,,,,,,,,12348000000.0,2146000000.0,10202000000.0,1295000000.0,,1295000000.0,,1295000000.0,,,,12817000000.0,401000000.0,,,,8608000000.0,,2206000000.0,798000000.0,,1408000000.0,-37000000.0,1445000000.0,1602000000.0,,1602000000.0,2023-06-30,,
0.0,103321046.0,103321046.0,3967000000.0,5910000000.0,-2797000000.0,14624000000.0,529000000.0,-2797000000.0,696000000.0,9410000000.0,13975000000.0,9485000000.0,75000000.0,9410000000.0,-2620000000.0,-2620000000.0,0.0,1127000000.0,10903000000.0,0.0,0.0,18138000000.0,6833000000.0,62000000.0,433000000.0,433000000.0,34000000.0,802000000.0,706000000.0,5142000000.0,577000000.0,4565000000.0,360000000.0,11305000000.0,8176000000.0,30000000.0,768000000.0,119000000.0,649000000.0,649000000.0,0.0,32000000.0,2299000000.0,2144000000.0,41000000.0,155000000.0,104000000.0,51000000.0,51000000.0,,27623000000.0,15789000000.0,1431000000.0,908000000.0,,,,,,,,12207000000.0,2064000000.0,10143000000.0,1243000000.0,,1243000000.0,,1243000000.0,,,,11834000000.0,39000000.0,0.0,,85000000.0,8039000000.0,,2424000000.0,926000000.0,202000000.0,1296000000.0,-41000000.0,1337000000.0,1247000000.0,,1247000000.0,2023-09-30,,
0.0,102538072.0,102538072.0,3793000000.0,5941000000.0,-2691000000.0,14737000000.0,803000000.0,-2691000000.0,724000000.0,9520000000.0,14087000000.0,9593000000.0,73000000.0,9520000000.0,-2856000000.0,-2856000000.0,0.0,1466000000.0,10910000000.0,0.0,0.0,19497000000.0,6867000000.0,65000000.0,563000000.0,563000000.0,42000000.0,666000000.0,542000000.0,5166000000.0,599000000.0,4567000000.0,365000000.0,12630000000.0,9250000000.0,23000000.0,775000000.0,125000000.0,650000000.0,650000000.0,0.0,1062000000.0,1520000000.0,216000000.0,50000000.0,1304000000.0,103000000.0,128000000.0,50000000.0,1073000000.0,29090000000.0,15657000000.0,49000000.0,588000000.0,9000000.0,317000000.0,86000000.0,74000000.0,1036000000.0,88000000.0,88000000.0,12211000000.0,2016000000.0,10195000000.0,1285000000.0,-1351000000.0,2636000000.0,459000000.0,565000000.0,1527000000.0,85000000.0,0.0,13433000000.0,53000000.0,4000000.0,,92000000.0,9073000000.0,,2787000000.0,1119000000.0,87000000.0,1581000000.0,-34000000.0,1615000000.0,1424000000.0,,1424000000.0,2023-12-31,,
,102213184.0,102213184.0,4064000000.0,6650000000.0,-2657000000.0,15446000000.0,1524000000.0,-2657000000.0,693000000.0,9489000000.0,14796000000.0,9568000000.0,79000000.0,9489000000.0,-2905000000.0,11000000.0,0.0,1464000000.0,10930000000.0,0.0,0.0,20669000000.0,7551000000.0,221000000.0,526000000.0,526000000.0,,550000000.0,550000000.0,5877000000.0,570000000.0,5307000000.0,377000000.0,13118000000.0,10101000000.0,36000000.0,773000000.0,123000000.0,650000000.0,,650000000.0,563000000.0,1645000000.0,312000000.0,45000000.0,1333000000.0,108000000.0,119000000.0,56000000.0,1106000000.0,30237000000.0,15595000000.0,1606000000.0,598000000.0,,,,,,,,12146000000.0,1960000000.0,10186000000.0,1245000000.0,,1245000000.0,,1245000000.0,,,,14642000000.0,379000000.0,,,,9940000000.0,,2430000000.0,919000000.0,,1511000000.0,-39000000.0,1550000000.0,1893000000.0,,1893000000.0,2024-03-31,-879000000.0,-2037000000.0
