treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,non_current_deferred_liabilities,non_current_deferred_revenue,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_debt,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_accounts_receivable,investments_and_advances,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,prepaid_assets,receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
6885414.0,163472297.0,170357711.0,3039615000.0,4071662000.0,-2094010000.0,3302896000.0,525928000.0,-2094010000.0,199118000.0,-569648000.0,2527663000.0,-569648000.0,-569648000.0,-11226000.0,-11226000.0,1000000000.0,-4055527000.0,4496935000.0,170000.0,170000.0,,5820993000.0,3386464000.0,21053000.0,68982000.0,68982000.0,3296429000.0,199118000.0,3097311000.0,2434529000.0,1187969000.0,1187969000.0,775233000.0,775233000.0,248158000.0,223169000.0,204736000.0,18433000.0,18433000.0,5251345000.0,2290888000.0,45815000.0,212741000.0,164792000.0,41325000.0,1524362000.0,122734000.0,1401628000.0,301853000.0,-184877000.0,486730000.0,143748000.0,45459000.0,,108646000.0,188877000.0,0.0,2960457000.0,115238000.0,111414000.0,115238000.0,976580000.0,976580000.0,1757225000.0,924296000.0,832929000.0,2022-10-31
6806618.0,164833781.0,171640399.0,3184358000.0,4077213000.0,-1647021000.0,3764432000.0,835014000.0,-1647021000.0,202268000.0,-110513000.0,2988776000.0,-110513000.0,-110513000.0,-6363000.0,-6363000.0,989362000.0,-3786735000.0,4671776000.0,171000.0,171000.0,0.0,6454436000.0,3418766000.0,26107000.0,91102000.0,91102000.0,3301557000.0,202268000.0,3099289000.0,3035670000.0,1657685000.0,1657685000.0,775656000.0,775656000.0,357550000.0,244779000.0,229480000.0,15299000.0,15299000.0,6343923000.0,2473239000.0,42493000.0,242731000.0,314286000.0,41700000.0,1536508000.0,119588000.0,1416920000.0,295521000.0,-195504000.0,491025000.0,144130000.0,50590000.0,186981000.0,109324000.0,,0.0,3870684000.0,174388000.0,116758000.0,,1572604000.0,1572604000.0,2006934000.0,1316347000.0,690587000.0,2023-01-31
6796760.0,165565413.0,172362173.0,3075516000.0,4072574000.0,-1678320000.0,3720977000.0,900170000.0,-1678320000.0,195601000.0,-155996000.0,2944945000.0,-155996000.0,-155996000.0,-3467000.0,-3467000.0,988032000.0,-3983155000.0,4818486000.0,172000.0,172000.0,,6122106000.0,3402683000.0,29911000.0,76230000.0,76230000.0,3296542000.0,195601000.0,3100941000.0,2719423000.0,1472129000.0,1472129000.0,776032000.0,776032000.0,241983000.0,229279000.0,214437000.0,14842000.0,14842000.0,5966110000.0,2346517000.0,45816000.0,241338000.0,203561000.0,43850000.0,1522324000.0,105404000.0,1416920000.0,289628000.0,-205327000.0,494955000.0,143224000.0,54974000.0,178666000.0,118091000.0,,0.0,3619593000.0,270300000.0,112289000.0,,774062000.0,774062000.0,2462942000.0,1661485000.0,801457000.0,2023-04-30
6771997.0,167650586.0,174422583.0,2355924000.0,4071303000.0,-1547609000.0,3840396000.0,1040207000.0,-1547609000.0,191917000.0,-38990000.0,3063940000.0,-38990000.0,-38990000.0,-1716000.0,-1716000.0,984689000.0,-4046403000.0,4993644000.0,174000.0,174000.0,,6115912000.0,3412400000.0,28865000.0,88688000.0,88688000.0,3294847000.0,191917000.0,3102930000.0,2703512000.0,1392465000.0,1392465000.0,776456000.0,776456000.0,300956000.0,233635000.0,207421000.0,26214000.0,26214000.0,6076922000.0,2333203000.0,39086000.0,246216000.0,212049000.0,41587000.0,1508619000.0,91699000.0,1416920000.0,285646000.0,-164914000.0,450560000.0,111894000.0,59076000.0,178105000.0,101485000.0,,0.0,3743719000.0,202987000.0,117542000.0,,974202000.0,974202000.0,2448988000.0,925526000.0,1523462000.0,2023-07-31
6756702.0,168539392.0,175296094.0,2176964000.0,3261761000.0,-1296452000.0,3303811000.0,1259317000.0,-1296452000.0,156835000.0,198885000.0,3303811000.0,198885000.0,198885000.0,-1118000.0,-1118000.0,982624000.0,-3949550000.0,5132002000.0,175000.0,175000.0,,5192895000.0,3371355000.0,26619000.0,82975000.0,82975000.0,3261761000.0,156835000.0,3104926000.0,1821540000.0,1384333000.0,1384333000.0,,,282607000.0,154600000.0,149373000.0,5227000.0,5227000.0,5391780000.0,2310923000.0,33723000.0,251455000.0,243559000.0,41630000.0,1495337000.0,78417000.0,1416920000.0,245219000.0,-157293000.0,402512000.0,100666000.0,65327000.0,145753000.0,90766000.0,,0.0,3080857000.0,130417000.0,129116000.0,,1131616000.0,1131616000.0,1689708000.0,761746000.0,927962000.0,2023-10-31
