free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,interest_paid_cff,cash_dividends_paid,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,interest_received_cfi,dividends_received_cfi,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,taxes_refund_paid,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,operating_gains_losses,earnings_losses_from_equity_investments,net_foreign_currency_exchange_gain_loss,gain_loss_on_sale_of_ppe,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
40428000000.0,-31536000000.0,15733000000.0,3000000.0,-3082000000.0,87295000000.0,73021000000.0,2141000000.0,12133000000.0,-18960000000.0,-18960000000.0,-82000000.0,-3078000000.0,0.0,3000000.0,3000000.0,-15803000000.0,-15803000000.0,-31536000000.0,15733000000.0,-12417000000.0,-12417000000.0,0.0,3791000000.0,1000000.0,-14181000000.0,185075000000.0,-199256000000.0,786000000.0,11000000.0,775000000.0,-2814000000.0,268000000.0,-3082000000.0,43510000000.0,43510000000.0,-7235000000.0,2630000000.0,649000000.0,-321000000.0,-7009000000.0,-7009000000.0,-7009000000.0,-2000000.0,9313000000.0,1896000000.0,-3103000000.0,1095000000.0,9102000000.0,9102000000.0,9229000000.0,9229000000.0,3328000000.0,3328000000.0,5901000000.0,1142000000.0,-26000000.0,1241000000.0,-82000000.0,9000000.0,30650000000.0,2022-12-31
34283000000.0,-62860000000.0,53684000000.0,2000000.0,-3015000000.0,91861000000.0,87295000000.0,-224000000.0,4790000000.0,-17356000000.0,-17356000000.0,-533000000.0,-2172000000.0,-5477000000.0,2000000.0,2000000.0,-9176000000.0,-9176000000.0,-62860000000.0,53684000000.0,-15152000000.0,-15152000000.0,0.0,4170000000.0,0.0,-16404000000.0,208193000000.0,-224597000000.0,0.0,0.0,0.0,-2918000000.0,97000000.0,-3015000000.0,37298000000.0,37298000000.0,-7565000000.0,1264000000.0,-4242000000.0,4618000000.0,-32000000.0,-32000000.0,-32000000.0,828000000.0,92000000.0,2090000000.0,-2990000000.0,300000000.0,9249000000.0,9249000000.0,8466000000.0,8466000000.0,,,15813000000.0,-2361000000.0,-4000000.0,-2495000000.0,141000000.0,-3000000.0,30935000000.0,2023-03-31
35304000000.0,-17399000000.0,15000000000.0,2000000.0,-2209000000.0,83592000000.0,91861000000.0,-461000000.0,-7808000000.0,-6510000000.0,-6510000000.0,-1487000000.0,-2626000000.0,0.0,2000000.0,2000000.0,-2399000000.0,-2399000000.0,-17399000000.0,15000000000.0,-38811000000.0,-38811000000.0,-15230000000.0,6869000000.0,1000000.0,-29272000000.0,239800000000.0,-269072000000.0,0.0,,0.0,-1179000000.0,1030000000.0,-2209000000.0,37513000000.0,37513000000.0,-5637000000.0,-128000000.0,-3072000000.0,5292000000.0,-8052000000.0,-8052000000.0,-8052000000.0,-182000000.0,5886000000.0,11933000000.0,-3472000000.0,1546000000.0,9115000000.0,9115000000.0,7380000000.0,7380000000.0,1810000000.0,1810000000.0,5570000000.0,-151000000.0,-3000000.0,-226000000.0,78000000.0,,28860000000.0,2023-06-30
