tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.0,-376738000.0,,,-376939000.0,78000.0,1434000.0,-376738000.0,-376816000.0,-106000.0,123000.0,17000.0,-376939000.0,-376939000.0,9278000.0,-5458000.0,,,,,-376939000.0,-376939000.0,-376939000.0,-376939000.0,-376939000.0,0.0,-376939000.0,-371375000.0,-333717000.0,-281000.0,,-106000.0,123000.0,17000.0,-5458000.0,7844000.0,3496000.0,4216000.0,,5915000.0,-4595000.0,2386000.0,1434000.0,3820000.0,3820000.0,2022-12-31
0.0,0.0,-5819000.0,-24141000.0,-24141000.0,-32407000.0,293000.0,1408000.0,-29960000.0,-30253000.0,-2152000.0,2154000.0,2000.0,-8266000.0,-32407000.0,8390000.0,-6003000.0,80684000.0,80684000.0,-0.4,-0.4,-32407000.0,-32407000.0,-32407000.0,-32407000.0,-32407000.0,0.0,-32407000.0,-24252000.0,,-111000.0,-24141000.0,-2152000.0,2154000.0,2000.0,-6003000.0,6982000.0,4184000.0,2798000.0,780000.0,2018000.0,2018000.0,979000.0,1408000.0,2387000.0,2387000.0,2023-03-31
0.0,0.004012,11076000.0,,,30285000.0,344000.0,1571000.0,11076000.0,10732000.0,19705000.0,-19675000.0,30000.0,30285000.0,30285000.0,15549000.0,-13705000.0,,,,,30285000.0,30285000.0,30285000.0,30285000.0,30285000.0,122000.0,30407000.0,24407000.0,,-33000.0,,19705000.0,-19675000.0,30000.0,-13705000.0,13978000.0,4012000.0,7997000.0,,9844000.0,1053000.0,273000.0,1571000.0,1844000.0,1844000.0,2023-12-31
