tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_cost_of_revenue,ebitda,ebit,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,operating_income,operating_expense,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
44321.536738,0.163548,-2759000.0,271000.0,271000.0,732000.0,336196000.0,-2488000.0,-2488000.0,505321.536738,732000.0,640702000.0,-2488000.0,168999446.0,168921825.0,0.004331,0.004333,732000.0,732000.0,732000.0,-15854000.0,16586000.0,16586000.0,-3575000.0,3942000.0,24103000.0,26591000.0,26320000.0,271000.0,-2488000.0,304506000.0,304506000.0,95525000.0,208981000.0,208981000.0,302018000.0,336196000.0,638214000.0,638214000.0,2022-11-30
1267478.747052,0.187719,59739000.0,6752000.0,6752000.0,81648000.0,369560000.0,66491000.0,66491000.0,76163478.747052,81648000.0,687662000.0,66491000.0,168141423.0,166988709.0,0.5,0.5,81648000.0,81648000.0,81648000.0,-12632000.0,94280000.0,94280000.0,10598000.0,19339000.0,103021000.0,36530000.0,29778000.0,6752000.0,66491000.0,318102000.0,318102000.0,102631000.0,215471000.0,215471000.0,384593000.0,369560000.0,754153000.0,754153000.0,2023-02-28
-4020037.695927,0.270637,182100000.0,-14854000.0,-14854000.0,28959000.0,391615000.0,167246000.0,167246000.0,39792962.304073,28959000.0,812517000.0,48054000.0,144795000.0,144795000.0,0.2,0.2,28959000.0,28959000.0,28959000.0,-10957000.0,39916000.0,39916000.0,-12480000.0,19442000.0,71838000.0,-89962000.0,-75108000.0,-6798000.0,48054000.0,420902000.0,420902000.0,-235781000.0,656683000.0,656683000.0,468956000.0,391615000.0,860571000.0,860571000.0,2023-05-31
1834145.851882,0.253055,197876000.0,7248000.0,7248000.0,165386000.0,441218000.0,205124000.0,205124000.0,159972145.851882,165386000.0,894897000.0,205124000.0,166531869.0,165120388.0,1.0,1.0,165386000.0,165386000.0,165386000.0,-10688000.0,176074000.0,176074000.0,-8496000.0,62530000.0,247100000.0,41976000.0,34728000.0,7248000.0,205124000.0,453679000.0,453679000.0,136121000.0,317558000.0,317558000.0,658803000.0,441218000.0,1100021000.0,1100021000.0,2023-08-31
-27623.272127,0.153463,21522000.0,-180000.0,-180000.0,30066000.0,422558000.0,21342000.0,21342000.0,30218376.727873,30066000.0,848258000.0,21342000.0,166969205.0,165506935.0,0.2,0.2,30066000.0,30066000.0,30066000.0,-4666000.0,34732000.0,34732000.0,-14506000.0,8926000.0,58164000.0,36822000.0,37002000.0,-180000.0,21342000.0,425700000.0,425700000.0,154965000.0,270735000.0,270735000.0,447042000.0,422558000.0,869600000.0,869600000.0,2023-11-30
383302.242486,0.248092,111887000.0,1545000.0,1545000.0,87167000.0,644786000.0,113432000.0,113432000.0,86005302.242486,87167000.0,1093854000.0,113432000.0,167172736.0,165498220.0,0.5,0.5,87167000.0,87167000.0,87167000.0,1377000.0,85790000.0,85790000.0,-13325000.0,32703000.0,131818000.0,18386000.0,16841000.0,1545000.0,113432000.0,449068000.0,449068000.0,161259000.0,287809000.0,287809000.0,562500000.0,644786000.0,1207286000.0,1207286000.0,2024-02-29
