free_cash_flow,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,investing_cash_flow,operating_cash_flow,date
173670000.0,1122824000.0,1137112000.0,-35997000.0,21709000.0,-97758000.0,-54203000.0,173670000.0,2022-11-30
549399000.0,1431001000.0,1194527000.0,-40230000.0,276704000.0,-170345000.0,-102350000.0,549399000.0,2023-02-28
637481000.0,1805427000.0,1431001000.0,-98970000.0,401693000.0,-194273000.0,-184560000.0,780526000.0,2023-05-31
335786000.0,1890721000.0,1805427000.0,-29335000.0,114629000.0,-12991000.0,-208166000.0,335786000.0,2023-08-31
300586000.0,2120746000.0,1890721000.0,27195000.0,202830000.0,-4725000.0,-93031000.0,300586000.0,2023-11-30
109436000.0,2189074000.0,2120746000.0,-18901000.0,87229000.0,-33492000.0,11285000.0,109436000.0,2024-02-29
