ordinary_shares_number,share_issued,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,payables_and_accrued_expenses,current_accrued_expenses,payables,other_payable,dueto_related_parties_current,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,duefrom_related_parties_non_current,non_current_accounts_receivable,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,long_term_equity_investment,investmentsin_subsidiariesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,properties,current_assets,other_current_assets,restricted_cash,prepaid_assets,inventory,receivables,other_receivables,duefrom_related_parties_current,taxes_receivable,accrued_interest_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
1699375793.0,1699375793.0,487029000.0,3469063000.0,3622284000.0,2694376000.0,3469063000.0,471926000.0,3607181000.0,3622284000.0,3743086000.0,135905000.0,3607181000.0,,,,,,,,2280467000.0,357447000.0,17608000.0,17608000.0,339839000.0,324736000.0,15103000.0,1923020000.0,,1139080000.0,1139080000.0,147190000.0,147190000.0,636750000.0,435523000.0,201227000.0,,214000.0,119484000.0,119484000.0,81529000.0,6023553000.0,1406157000.0,30236000.0,26040000.0,51323000.0,51323000.0,1704000.0,1704000.0,399149000.0,,,,,,138118000.0,32335000.0,105783000.0,759587000.0,,759587000.0,,,759587000.0,,,,4617396000.0,228591000.0,67183000.0,,74612000.0,38317000.0,,10480000.0,,,27837000.0,,,4208693000.0,3178828000.0,1029865000.0,2022-11-30
1643162653.0,1643162653.0,467049000.0,3586817000.0,3740348000.0,2746483000.0,3586817000.0,452196000.0,3725495000.0,3740348000.0,3876579000.0,151084000.0,3725495000.0,,,,,,,,2287718000.0,333404000.0,18918000.0,18918000.0,314486000.0,299633000.0,14853000.0,1954314000.0,,1163165000.0,1163165000.0,152563000.0,152563000.0,638586000.0,447201000.0,191385000.0,,524000.0,101327000.0,101327000.0,89534000.0,6164297000.0,1463500000.0,49616000.0,26307000.0,31531000.0,31531000.0,1805000.0,1805000.0,429225000.0,,,,,,138678000.0,30961000.0,107717000.0,786338000.0,,786338000.0,,,786338000.0,,,,4700797000.0,219193000.0,70373000.0,,62733000.0,37439000.0,,8589000.0,,,28850000.0,,,4311059000.0,2981606000.0,1329453000.0,2023-02-28
1643162653.0,1643162653.0,458595000.0,3470334000.0,3619001000.0,2162909000.0,3470334000.0,443942000.0,3604348000.0,3619001000.0,3814788000.0,210440000.0,3604348000.0,437258000.0,437258000.0,59000.0,1225861000.0,1939585000.0,1703000.0,1703000.0,2577670000.0,326692000.0,23849000.0,23849000.0,302843000.0,288190000.0,14653000.0,2250978000.0,163402000.0,1356953000.0,1356953000.0,155752000.0,155752000.0,574871000.0,309707000.0,265164000.0,59610000.0,346000.0,135444000.0,118049000.0,69764000.0,6392458000.0,1978571000.0,98783000.0,26492000.0,55933000.0,55933000.0,1735000.0,1735000.0,862319000.0,,666748000.0,666748000.0,195571000.0,195571000.0,134014000.0,28500000.0,105514000.0,799295000.0,-401701000.0,1200996000.0,293236000.0,48216000.0,449106000.0,254421000.0,156017000.0,0.0,4413887000.0,11119000.0,110892000.0,105809000.0,52689000.0,136769000.0,64271000.0,9383000.0,21887000.0,8154000.0,33074000.0,-1599000.0,34673000.0,3996609000.0,2333627000.0,1662982000.0,2023-05-31
1655124293.0,1655124293.0,469559000.0,3609084000.0,3753510000.0,2204648000.0,3609084000.0,455156000.0,3739107000.0,3753510000.0,3979521000.0,240414000.0,3739107000.0,,,,,,,,2695194000.0,328826000.0,23128000.0,23128000.0,305698000.0,291295000.0,14403000.0,2366368000.0,,1401420000.0,1401420000.0,163861000.0,163861000.0,801087000.0,552785000.0,248302000.0,,304000.0,171443000.0,171443000.0,76555000.0,6674715000.0,2103699000.0,206134000.0,25664000.0,55708000.0,55708000.0,2743000.0,2743000.0,854741000.0,399617000.0,455124000.0,455124000.0,,,130023000.0,26265000.0,103758000.0,828686000.0,,828686000.0,,,828686000.0,,,,4571016000.0,237599000.0,109347000.0,,63270000.0,43759000.0,,8481000.0,,,35278000.0,,,4117041000.0,2368132000.0,1748909000.0,2023-08-31
1655124293.0,1655124293.0,510673000.0,3699280000.0,3844022000.0,2311979000.0,3699280000.0,496270000.0,3829619000.0,3844022000.0,4095807000.0,266188000.0,3829619000.0,,,,,,,,3035687000.0,370780000.0,26359000.0,26359000.0,344421000.0,330018000.0,14403000.0,2664907000.0,,1644991000.0,1644991000.0,166252000.0,166252000.0,853664000.0,590898000.0,262766000.0,,428000.0,153389000.0,153389000.0,108949000.0,7131494000.0,2154608000.0,234545000.0,29088000.0,57339000.0,57339000.0,4122000.0,4122000.0,794771000.0,403462000.0,391309000.0,391309000.0,,,130339000.0,25138000.0,105201000.0,904404000.0,,904404000.0,,,904404000.0,,,,4976886000.0,272239000.0,130758000.0,,86638000.0,40769000.0,,7285000.0,,,33484000.0,,,4446482000.0,2503923000.0,1942559000.0,2023-11-30
,,564007000.0,3745953000.0,3888276000.0,2499207000.0,3745953000.0,549604000.0,3873873000.0,3888276000.0,4150083000.0,276210000.0,3873873000.0,,,,,,,,3039460000.0,411572000.0,25828000.0,25828000.0,385744000.0,371341000.0,14403000.0,2627888000.0,,1521733000.0,1521733000.0,178263000.0,178263000.0,927892000.0,623548000.0,304344000.0,,262000.0,165624000.0,165624000.0,138458000.0,7189543000.0,2062448000.0,207306000.0,30830000.0,63666000.0,63666000.0,2937000.0,2937000.0,608708000.0,414460000.0,194248000.0,194248000.0,,,127920000.0,23454000.0,104466000.0,1021081000.0,,1021081000.0,,,1021081000.0,,,,5127095000.0,275346000.0,149733000.0,,96519000.0,40031000.0,,9466000.0,,,30565000.0,,,4565466000.0,2551839000.0,2013627000.0,2024-02-29
