ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_revenue,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,current_provisions,payables_and_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,non_current_note_receivables,non_current_accounts_receivable,financial_assets,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,machinery_furniture_equipment,properties,current_assets,other_current_assets,hedging_assets_current,restricted_cash,prepaid_assets,inventory,receivables,other_receivables,taxes_receivable,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date,treasury_shares_number,commercial_paper,cash_equivalents,cash_financial
50257751.0,50257751.0,2797000000.0,5414000000.0,1649000000.0,6534000000.0,2391000000.0,1649000000.0,707000000.0,1827000000.0,4417000000.0,1827000000.0,1827000000.0,-464000000.0,-464000000.0,931000000.0,913000000.0,2309000000.0,0.0,0.0,11909000000.0,3347000000.0,16000000.0,7000000.0,11000000.0,119000000.0,13000000.0,106000000.0,3141000000.0,551000000.0,2590000000.0,53000000.0,8562000000.0,62000000.0,82000000.0,82000000.0,2273000000.0,156000000.0,2117000000.0,1983000000.0,134000000.0,3454000000.0,2691000000.0,2691000000.0,884000000.0,414000000.0,1393000000.0,13736000000.0,2783000000.0,243000000.0,346000000.0,346000000.0,32000000.0,34000000.0,0.0,301000000.0,301000000.0,245000000.0,56000000.0,178000000.0,25000000.0,153000000.0,1649000000.0,-683000000.0,2332000000.0,910000000.0,1304000000.0,118000000.0,10953000000.0,30000000.0,1000000.0,2672000000.0,93000000.0,152000000.0,4975000000.0,3014000000.0,127000000.0,1704000000.0,130000000.0,-14000000.0,144000000.0,3030000000.0,1120000000.0,1910000000.0,2022-12-31,,,,
50207607.0,50207607.0,2628000000.0,5520000000.0,1856000000.0,6811000000.0,2509000000.0,1856000000.0,749000000.0,2040000000.0,4497000000.0,2040000000.0,2040000000.0,-391000000.0,-391000000.0,992000000.0,1114000000.0,2309000000.0,0.0,0.0,12161000000.0,3334000000.0,181000000.0,,7000000.0,117000000.0,,117000000.0,3029000000.0,572000000.0,2457000000.0,,8827000000.0,151000000.0,,,2491000000.0,177000000.0,2314000000.0,1806000000.0,508000000.0,3253000000.0,2932000000.0,2932000000.0,972000000.0,363000000.0,1597000000.0,14201000000.0,2865000000.0,303000000.0,357000000.0,357000000.0,31000000.0,,,257000000.0,257000000.0,200000000.0,57000000.0,184000000.0,24000000.0,160000000.0,1733000000.0,,1733000000.0,1733000000.0,,,11336000000.0,281000000.0,,2790000000.0,45000000.0,199000000.0,4808000000.0,2799000000.0,,1877000000.0,132000000.0,,,3213000000.0,1070000000.0,2143000000.0,2023-03-31,,,,
50092669.0,50092669.0,2845000000.0,5528000000.0,2064000000.0,6957000000.0,2674000000.0,2064000000.0,823000000.0,2252000000.0,4693000000.0,2252000000.0,2252000000.0,-295000000.0,-295000000.0,1138000000.0,1376000000.0,2309000000.0,0.0,0.0,12991000000.0,3375000000.0,131000000.0,,56000000.0,112000000.0,,112000000.0,3076000000.0,635000000.0,2441000000.0,,9616000000.0,173000000.0,,,2452000000.0,188000000.0,2264000000.0,1735000000.0,529000000.0,,6991000000.0,6991000000.0,4713000000.0,447000000.0,1831000000.0,15243000000.0,2953000000.0,346000000.0,348000000.0,348000000.0,76000000.0,,,126000000.0,126000000.0,68000000.0,58000000.0,188000000.0,22000000.0,166000000.0,1869000000.0,,1869000000.0,1869000000.0,,,12290000000.0,290000000.0,,3362000000.0,55000000.0,236000000.0,5046000000.0,2835000000.0,,2051000000.0,160000000.0,,,3301000000.0,1441000000.0,1860000000.0,2023-06-30,,,,
50496474.0,50496474.0,2224000000.0,5241000000.0,2561000000.0,7136000000.0,2744000000.0,2561000000.0,846000000.0,2741000000.0,4884000000.0,2741000000.0,2741000000.0,-366000000.0,-366000000.0,587000000.0,1735000000.0,1959000000.0,0.0,0.0,13383000000.0,3077000000.0,104000000.0,,12000000.0,163000000.0,,163000000.0,2798000000.0,655000000.0,2143000000.0,,10306000000.0,143000000.0,,,2443000000.0,191000000.0,2252000000.0,2252000000.0,0.0,,7720000000.0,7720000000.0,5280000000.0,530000000.0,1910000000.0,16124000000.0,3074000000.0,361000000.0,489000000.0,489000000.0,42000000.0,,,125000000.0,125000000.0,67000000.0,58000000.0,180000000.0,21000000.0,159000000.0,1877000000.0,,1877000000.0,1877000000.0,,,13050000000.0,313000000.0,,2847000000.0,43000000.0,246000000.0,5872000000.0,3375000000.0,,2336000000.0,161000000.0,,,3729000000.0,1558000000.0,2171000000.0,2023-09-30,,,,
50697442.0,50697442.0,1808000000.0,5333000000.0,2873000000.0,7435000000.0,2997000000.0,2873000000.0,969000000.0,3071000000.0,5178000000.0,3071000000.0,3071000000.0,-290000000.0,-290000000.0,310000000.0,1901000000.0,1770000000.0,0.0,0.0,14575000000.0,3278000000.0,57000000.0,10000000.0,20000000.0,192000000.0,9000000.0,183000000.0,2875000000.0,768000000.0,2107000000.0,124000000.0,11297000000.0,88000000.0,65000000.0,65000000.0,2458000000.0,201000000.0,2257000000.0,1248000000.0,33000000.0,,8686000000.0,8686000000.0,6092000000.0,477000000.0,2117000000.0,17646000000.0,3352000000.0,63000000.0,710000000.0,710000000.0,65000000.0,6000000.0,22000000.0,139000000.0,139000000.0,81000000.0,58000000.0,198000000.0,35000000.0,163000000.0,2149000000.0,-823000000.0,2972000000.0,1147000000.0,1680000000.0,145000000.0,14294000000.0,65000000.0,1000000.0,3575000000.0,87000000.0,238000000.0,6575000000.0,3670000000.0,120000000.0,2629000000.0,156000000.0,-21000000.0,177000000.0,3753000000.0,1197000000.0,2556000000.0,2023-12-31,0.0,976000000.0,1098000000.0,1458000000.0
