tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,selling_and_marketing_expense,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
16184210.526316,0.131579,64000000.0,123000000.0,123000000.0,-33000000.0,148000000.0,1493000000.0,187000000.0,39000000.0,-76000000.0,77000000.0,1000000.0,-139815789.473684,-33000000.0,1966000000.0,-160000000.0,206000000.0,206000000.0,-0.16,-0.16,-33000000.0,-33000000.0,-33000000.0,-33000000.0,-33000000.0,-5000000.0,-38000000.0,117000000.0,-6000000.0,123000000.0,-204000000.0,81000000.0,-76000000.0,77000000.0,1000000.0,-79000000.0,325000000.0,0.0,0.0,0.0,0.0,200000000.0,125000000.0,125000000.0,246000000.0,1641000000.0,1887000000.0,1887000000.0,2022-12-31
-53890000.0,0.17,124000000.0,-317000000.0,-317000000.0,-433000000.0,126000000.0,1415000000.0,-193000000.0,-319000000.0,-79000000.0,81000000.0,2000000.0,-169890000.0,-433000000.0,1855000000.0,-315000000.0,207000000.0,207000000.0,-2.09,-2.09,-433000000.0,-433000000.0,-433000000.0,-433000000.0,-433000000.0,33000000.0,-400000000.0,-326000000.0,-9000000.0,-317000000.0,297000000.0,20000000.0,-79000000.0,81000000.0,2000000.0,5000000.0,314000000.0,0.0,0.0,0.0,0.0,191000000.0,123000000.0,,319000000.0,1541000000.0,1860000000.0,1860000000.0,2023-03-31
-1530000.0,0.17,112000000.0,-9000000.0,-9000000.0,-92000000.0,104000000.0,1194000000.0,103000000.0,-1000000.0,-78000000.0,84000000.0,6000000.0,-84530000.0,-92000000.0,1584000000.0,26000000.0,207000000.0,207000000.0,-0.44,-0.44,-92000000.0,-92000000.0,-92000000.0,-92000000.0,-92000000.0,7000000.0,-85000000.0,-25000000.0,-16000000.0,-9000000.0,17000000.0,-8000000.0,-78000000.0,84000000.0,6000000.0,18000000.0,286000000.0,0.0,0.0,0.0,0.0,172000000.0,114000000.0,,304000000.0,1298000000.0,1602000000.0,1602000000.0,2023-06-30
12410000.0,0.17,-60000000.0,73000000.0,73000000.0,-184000000.0,76000000.0,1229000000.0,13000000.0,-63000000.0,-82000000.0,84000000.0,2000000.0,-244590000.0,-184000000.0,1581000000.0,-129000000.0,208000000.0,208000000.0,-0.88,-0.88,-184000000.0,-184000000.0,-184000000.0,-184000000.0,-184000000.0,37000000.0,-147000000.0,62000000.0,-11000000.0,73000000.0,-75000000.0,2000000.0,-82000000.0,84000000.0,2000000.0,-127000000.0,276000000.0,0.0,0.0,0.0,0.0,171000000.0,105000000.0,,149000000.0,1305000000.0,1454000000.0,1454000000.0,2023-09-30
5270000.0,0.17,111000000.0,31000000.0,31000000.0,-19000000.0,62000000.0,1131000000.0,142000000.0,80000000.0,-81000000.0,84000000.0,3000000.0,-44730000.0,-19000000.0,1462000000.0,124000000.0,209000000.0,209000000.0,-0.09,-0.09,-19000000.0,-19000000.0,-19000000.0,-19000000.0,-19000000.0,15000000.0,-4000000.0,-16000000.0,-47000000.0,31000000.0,,-31000000.0,-81000000.0,84000000.0,3000000.0,93000000.0,269000000.0,0.0,0.0,0.0,0.0,161000000.0,108000000.0,,362000000.0,1193000000.0,1555000000.0,1555000000.0,2023-12-31
-800000.0,0.4,205000000.0,-2000000.0,-2000000.0,25000000.0,63000000.0,1167000000.0,203000000.0,140000000.0,-79000000.0,82000000.0,3000000.0,26200000.0,25000000.0,1510000000.0,143000000.0,213000000.0,210000000.0,0.12,0.12,25000000.0,25000000.0,25000000.0,25000000.0,25000000.0,33000000.0,58000000.0,-8000000.0,-6000000.0,-2000000.0,,2000000.0,-79000000.0,82000000.0,3000000.0,145000000.0,280000000.0,0.0,0.0,0.0,0.0,164000000.0,116000000.0,,425000000.0,1230000000.0,1655000000.0,1655000000.0,2024-03-31
