free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,preferred_stock_issuance,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,net_income_from_continuing_operations,date
7245000000.0,-6000000.0,-2395000000.0,17647000000.0,0.0,4025000000.0,-487000000.0,159157000000.0,165455000000.0,-6298000000.0,2383000000.0,2383000000.0,20000000.0,-1476000000.0,-338000000.0,-1138000000.0,0.0,0.0,0.0,-6000000.0,-6000000.0,18015000000.0,2763000000.0,15252000000.0,-2395000000.0,17647000000.0,-15926000000.0,-15926000000.0,284000000.0,4641000000.0,8421000000.0,-3780000000.0,7245000000.0,7245000000.0,1867000000.0,5109000000.0,1536000000.0,-4778000000.0,-4778000000.0,-675000000.0,224000000.0,665000000.0,665000000.0,1579000000.0,1579000000.0,2628000000.0,2022-12-31
7406000000.0,-4016000000.0,-5158000000.0,157000000.0,,5477000000.0,,156431000000.0,159157000000.0,-2726000000.0,-2177000000.0,-2177000000.0,-309000000.0,-1357000000.0,-220000000.0,-1137000000.0,,,,-4016000000.0,-4016000000.0,24861000000.0,29862000000.0,-5001000000.0,-5158000000.0,157000000.0,-7955000000.0,-7955000000.0,-6145000000.0,-10358000000.0,7207000000.0,-17565000000.0,7406000000.0,7406000000.0,-3829000000.0,4789000000.0,-7473000000.0,-1145000000.0,-1145000000.0,2555000000.0,441000000.0,600000000.0,600000000.0,1552000000.0,1552000000.0,4880000000.0,2023-03-31
-755000000.0,-4005000000.0,-7054000000.0,5467000000.0,,7371000000.0,,154418000000.0,156431000000.0,-2013000000.0,-21859000000.0,-21859000000.0,-21000000.0,-1449000000.0,-337000000.0,-1112000000.0,,,,-4005000000.0,-4005000000.0,1661000000.0,3248000000.0,-1587000000.0,-7054000000.0,5467000000.0,20601000000.0,20601000000.0,5749000000.0,14950000000.0,20006000000.0,-5056000000.0,-755000000.0,-755000000.0,-6881000000.0,-9086000000.0,-960000000.0,3165000000.0,3165000000.0,-2212000000.0,-38000000.0,132000000.0,132000000.0,1628000000.0,1628000000.0,4903000000.0,2023-06-30
15505000000.0,-3205000000.0,-4036000000.0,27820000000.0,,8034000000.0,,216716000000.0,154418000000.0,62298000000.0,39165000000.0,39165000000.0,-123000000.0,-1514000000.0,-239000000.0,-1275000000.0,,,,-1480000000.0,-1480000000.0,32859000000.0,9075000000.0,23784000000.0,-4036000000.0,27820000000.0,7628000000.0,7628000000.0,1250000000.0,6578000000.0,13069000000.0,-6491000000.0,15505000000.0,15505000000.0,10252000000.0,11637000000.0,2249000000.0,-3634000000.0,-3634000000.0,-3068000000.0,-215000000.0,6000000.0,6000000.0,1597000000.0,1597000000.0,5736000000.0,2023-09-30
18202000000.0,-2350000000.0,-6638000000.0,15627000000.0,0.0,9549000000.0,,236052000000.0,216716000000.0,19336000000.0,5365000000.0,5365000000.0,-56000000.0,-1610000000.0,-345000000.0,-1265000000.0,0.0,0.0,0.0,-2350000000.0,-2350000000.0,5218000000.0,-3771000000.0,8989000000.0,-6638000000.0,15627000000.0,-4231000000.0,-4231000000.0,-463000000.0,2882000000.0,9857000000.0,-6975000000.0,18202000000.0,18202000000.0,5739000000.0,164000000.0,-654000000.0,6229000000.0,6229000000.0,6302000000.0,663000000.0,-788000000.0,-788000000.0,1494000000.0,1494000000.0,3510000000.0,2023-12-31
