treasury_shares_number,preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,other_equity_interest,gains_losses_not_affecting_retained_earnings,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,total_assets,investments_and_advances,held_to_maturity_securities,available_for_sale_securities,trading_securities,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,gross_ppe,other_properties,receivables,other_receivables,accounts_receivable,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date
1648007022.0,353564532.0,3833804452.0,5481811474.0,36213000000.0,195392000000.0,124636000000.0,355811000000.0,144084000000.0,22000000.0,160441000000.0,19448000000.0,354737000000.0,181875000000.0,1986000000.0,179889000000.0,-429000000.0,-13381000000.0,82853000000.0,187649000000.0,60319000000.0,28584000000.0,9136000000.0,19448000000.0,1699141000000.0,20085000000.0,174870000000.0,22000000.0,174848000000.0,20522000000.0,20522000000.0,20522000000.0,69056000000.0,69056000000.0,1881016000000.0,534290000000.0,295382000000.0,136265000000.0,86133000000.0,9669000000.0,35805000000.0,10632000000.0,25173000000.0,17977000000.0,17977000000.0,17977000000.0,44363000000.0,17247000000.0,27116000000.0,6841000000.0,159157000000.0,34596000000.0,2022-12-31
1718587875.0,353564532.0,3763223599.0,5481811474.0,29802000000.0,192238000000.0,126458000000.0,353958000000.0,145906000000.0,,161720000000.0,19448000000.0,354634000000.0,183220000000.0,2052000000.0,181168000000.0,-429000000.0,-12572000000.0,86049000000.0,191688000000.0,59946000000.0,28584000000.0,9136000000.0,19448000000.0,1703180000000.0,16897000000.0,173466000000.0,,173466000000.0,18772000000.0,18772000000.0,18772000000.0,69181000000.0,69181000000.0,1886400000000.0,572207000000.0,276929000000.0,163151000000.0,113329000000.0,9729000000.0,35262000000.0,10089000000.0,25173000000.0,17831000000.0,17831000000.0,17831000000.0,50787000000.0,17300000000.0,33487000000.0,9069000000.0,162436000000.0,31958000000.0,2023-03-31
1814145600.0,353564527.0,3667665874.0,5481811474.0,31952000000.0,187285000000.0,126078000000.0,348028000000.0,145526000000.0,,160743000000.0,19448000000.0,350823000000.0,181952000000.0,1761000000.0,180191000000.0,-429000000.0,-13441000000.0,89860000000.0,195164000000.0,60173000000.0,28584000000.0,9136000000.0,19448000000.0,1694368000000.0,21431000000.0,170632000000.0,,170632000000.0,16653000000.0,16653000000.0,16653000000.0,73466000000.0,73466000000.0,1876320000000.0,520465000000.0,272228000000.0,150378000000.0,76710000000.0,9577000000.0,34665000000.0,9490000000.0,25175000000.0,17561000000.0,17561000000.0,17561000000.0,52067000000.0,17830000000.0,34237000000.0,11572000000.0,155333000000.0,31915000000.0,2023-06-30
1843884672.0,280500000.0,3637926802.0,5481811474.0,,202476000000.0,126435000000.0,363743000000.0,145883000000.0,,161267000000.0,19448000000.0,370750000000.0,182373000000.0,1658000000.0,180715000000.0,-429000000.0,-15877000000.0,91215000000.0,199287000000.0,60365000000.0,28584000000.0,9136000000.0,19448000000.0,1726888000000.0,23463000000.0,190035000000.0,,190035000000.0,12441000000.0,12441000000.0,12441000000.0,66050000000.0,66050000000.0,1909261000000.0,488629000000.0,266938000000.0,138405000000.0,57238000000.0,9586000000.0,34832000000.0,9658000000.0,25174000000.0,17603000000.0,17603000000.0,17603000000.0,51018000000.0,18875000000.0,32143000000.0,16462000000.0,217896000000.0,30815000000.0,2023-09-30
1882948892.0,284564527.0,3598862582.0,5481811474.0,,219471000000.0,132604000000.0,385739000000.0,152052000000.0,19000000.0,166287000000.0,19448000000.0,393304000000.0,187443000000.0,1708000000.0,185735000000.0,,-11580000000.0,92960000000.0,201136000000.0,60555000000.0,28584000000.0,9136000000.0,19448000000.0,1745025000000.0,18495000000.0,207588000000.0,19000000.0,207569000000.0,11883000000.0,11883000000.0,11883000000.0,,,1932468000000.0,480202000000.0,262576000000.0,28639000000.0,53214000000.0,10248000000.0,33683000000.0,8508000000.0,25175000000.0,18236000000.0,18236000000.0,18236000000.0,53724000000.0,19250000000.0,34474000000.0,125525000000.0,237219000000.0,33026000000.0,2023-12-31
