tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,write_off,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,research_and_development,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,impairment_of_capital_assets
-677039.89704,0.233462,495900000.0,-2900000.0,-2900000.0,322200000.0,67100000.0,2905900000.0,493000000.0,425900000.0,-4400000.0,37400000.0,324422960.10296,322200000.0,3430200000.0,465800000.0,75000000.0,74600000.0,4.29,4.32,322200000.0,322200000.0,322200000.0,0.0,322200000.0,322200000.0,24400000.0,90700000.0,388500000.0,-75800000.0,-72900000.0,-2900000.0,1200000.0,1700000.0,-4400000.0,37400000.0,468700000.0,471900000.0,14700000.0,14700000.0,14700000.0,14700000.0,132100000.0,325100000.0,940600000.0,2958300000.0,3898900000.0,3898900000.0,2022-12-31,
-1036206.896552,0.357313,408200000.0,-2900000.0,-2900000.0,232600000.0,68400000.0,2425000000.0,405300000.0,336900000.0,-500000.0,500000.0,234463793.103448,232600000.0,2943300000.0,387300000.0,75000000.0,74900000.0,3.1,3.11,232600000.0,232600000.0,232600000.0,0.0,232600000.0,232600000.0,16400000.0,120200000.0,336400000.0,-53300000.0,-50400000.0,-2900000.0,1500000.0,1400000.0,-500000.0,500000.0,390200000.0,464700000.0,14800000.0,14800000.0,14800000.0,14800000.0,119600000.0,330300000.0,854900000.0,2478600000.0,3333500000.0,3333500000.0,2023-03-31,
-1910082.404266,0.269026,496100000.0,-7100000.0,-7100000.0,319200000.0,70600000.0,2760500000.0,489000000.0,418400000.0,-5800000.0,5800000.0,324389917.595734,319200000.0,3319200000.0,496400000.0,75000000.0,74900000.0,4.26,4.26,319200000.0,319200000.0,319200000.0,0.0,319200000.0,319200000.0,17600000.0,111000000.0,412600000.0,-85100000.0,-78000000.0,-7100000.0,1000000.0,6100000.0,-5800000.0,5800000.0,503500000.0,502200000.0,14100000.0,14100000.0,14100000.0,14100000.0,138800000.0,349300000.0,1005700000.0,2817000000.0,3822700000.0,3822700000.0,2023-06-30,
-631446.540881,0.225517,415400000.0,-2800000.0,-2800000.0,280600000.0,73200000.0,2462700000.0,412600000.0,339400000.0,-5500000.0,5500000.0,282768553.459119,280600000.0,3029100000.0,423600000.0,75000000.0,74900000.0,3.74,3.75,280600000.0,280600000.0,280600000.0,100000.0,280500000.0,280500000.0,21900000.0,75300000.0,333900000.0,-87000000.0,-84200000.0,-2800000.0,2000000.0,800000.0,-5500000.0,5500000.0,426400000.0,507600000.0,14400000.0,14400000.0,14400000.0,14400000.0,139600000.0,353600000.0,934000000.0,2521500000.0,3455500000.0,3455500000.0,2023-09-30,
-672000.0,0.21,386700000.0,-3200000.0,-3200000.0,339000000.0,75900000.0,2756400000.0,383500000.0,307600000.0,7200000.0,57000000.0,341528000.0,339000000.0,3404400000.0,393100000.0,74800000.0,74700000.0,4.53,4.54,339000000.0,339000000.0,339000000.0,0.0,339000000.0,339000000.0,12300000.0,-76100000.0,250600000.0,-152900000.0,-149700000.0,-3200000.0,,3600000.0,7200000.0,57000000.0,396300000.0,586500000.0,14400000.0,14400000.0,14400000.0,14400000.0,150800000.0,421300000.0,982800000.0,2817900000.0,3800700000.0,3800700000.0,2023-12-31,4100000.0
