treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,current_deferred_assets,prepaid_assets,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
7192011.0,279625364.0,286817375.0,3263331000.0,3835726000.0,-3065988000.0,3475851000.0,326031000.0,-3065988000.0,-359875000.0,3475851000.0,-358881000.0,994000.0,-359875000.0,-369182000.0,-369182000.0,482049000.0,-7782568000.0,8273637000.0,287000.0,287000.0,4541645000.0,3985291000.0,103652000.0,13282000.0,32631000.0,32631000.0,3835726000.0,3835726000.0,556354000.0,82165000.0,252718000.0,252718000.0,90098000.0,131373000.0,79657000.0,30148000.0,51716000.0,38017000.0,13699000.0,4182764000.0,3300379000.0,141183000.0,276947000.0,276947000.0,2706113000.0,357747000.0,2348366000.0,176136000.0,-198409000.0,374545000.0,45371000.0,49199000.0,,201271000.0,67139000.0,11565000.0,0.0,882385000.0,26053000.0,38185000.0,45089000.0,191940000.0,191940000.0,-387000.0,192327000.0,581118000.0,8723000.0,572395000.0,2022-12-31
9813014.0,278398408.0,288211422.0,3267443000.0,3837322000.0,-2991579000.0,3502804000.0,398563000.0,-2991579000.0,-334518000.0,3502804000.0,-334518000.0,0.0,-334518000.0,-403623000.0,-403623000.0,595055000.0,-7661759000.0,8325631000.0,288000.0,288000.0,4538427000.0,3986061000.0,106864000.0,11437000.0,30438000.0,30438000.0,3837322000.0,3837322000.0,552366000.0,,255712000.0,255712000.0,,296654000.0,282261000.0,,14393000.0,,14393000.0,4203909000.0,3252980000.0,144691000.0,263933000.0,263933000.0,2657061000.0,340078000.0,2316983000.0,187295000.0,-208568000.0,395863000.0,,,395863000.0,,,,,950929000.0,115726000.0,,,256876000.0,256876000.0,-483000.0,257359000.0,578327000.0,8448000.0,569879000.0,2023-03-31
10837132.0,277849197.0,288686329.0,3106376000.0,3838943000.0,-2807340000.0,3661016000.0,594772000.0,-2807340000.0,-177927000.0,3661016000.0,-177516000.0,411000.0,-177927000.0,-418793000.0,-418793000.0,627814000.0,-7524414000.0,8392805000.0,289000.0,289000.0,4516543000.0,3982385000.0,103056000.0,11551000.0,28835000.0,28835000.0,3838943000.0,3838943000.0,534158000.0,,243933000.0,243933000.0,,290225000.0,282221000.0,,8004000.0,,8004000.0,4339027000.0,3210097000.0,141745000.0,247814000.0,247814000.0,2629413000.0,326232000.0,2303181000.0,191125000.0,-217537000.0,408662000.0,,,408662000.0,,,,,1128930000.0,115706000.0,,,272308000.0,272308000.0,-751000.0,273059000.0,740916000.0,8349000.0,732567000.0,2023-06-30
17504597.0,271745947.0,289250544.0,3133708000.0,3840589000.0,-2877995000.0,3541151000.0,548140000.0,-2877995000.0,-299438000.0,3541151000.0,-299012000.0,426000.0,-299438000.0,-463533000.0,-463533000.0,930563000.0,-7360687000.0,8455056000.0,289000.0,289000.0,4547907000.0,3977772000.0,99183000.0,11385000.0,26615000.0,26615000.0,3840589000.0,3840589000.0,570135000.0,,227002000.0,227002000.0,,343133000.0,331804000.0,,11329000.0,,11329000.0,4248895000.0,3130620000.0,133410000.0,227981000.0,227981000.0,2578557000.0,310705000.0,2267852000.0,190672000.0,-230789000.0,421461000.0,,,421461000.0,,,,,1118275000.0,117374000.0,,,288084000.0,288084000.0,-751000.0,288835000.0,712817000.0,5936000.0,706881000.0,2023-09-30
20740882.0,268890470.0,289631352.0,2979802000.0,3842242000.0,-2667906000.0,3822694000.0,739543000.0,-2667906000.0,-19548000.0,3822694000.0,-19073000.0,475000.0,-19548000.0,-385471000.0,-385471000.0,1032538000.0,-7131029000.0,8529200000.0,290000.0,290000.0,4526959000.0,3995191000.0,101787000.0,24860000.0,26302000.0,26302000.0,3842242000.0,3842242000.0,531768000.0,79924000.0,211282000.0,211282000.0,103336000.0,137226000.0,89823000.0,30184000.0,47403000.0,34216000.0,13187000.0,4507886000.0,3236575000.0,133889000.0,259803000.0,259803000.0,2648358000.0,305746000.0,2342612000.0,194525000.0,-249223000.0,443748000.0,53163000.0,19455000.0,,292546000.0,67019000.0,11565000.0,0.0,1271311000.0,24468000.0,33122000.0,46433000.0,298648000.0,298648000.0,-603000.0,299251000.0,868640000.0,6200000.0,862440000.0,2023-12-31
