tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,other_special_charges,write_off,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,provision_for_doubtful_accounts,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,excise_taxes,operating_revenue,date
543107160.0,0.34,-664090000.0,1597374000.0,1597374000.0,782949000.0,45616000.0,1424202000.0,933284000.0,887668000.0,-134184000.0,149620000.0,-271317840.0,782949000.0,2291275000.0,,,,,782949000.0,782949000.0,782949000.0,448000.0,782501000.0,782501000.0,-44453000.0,738048000.0,1598857000.0,-14694000.0,10617000.0,4077000.0,1483000.0,1612068000.0,-134184000.0,149620000.0,-726625000.0,867073000.0,-241227000.0,25814000.0,38117000.0,45616000.0,45616000.0,18981000.0,18981000.0,26635000.0,998753000.0,47581000.0,951172000.0,397360000.0,539321000.0,140448000.0,1424202000.0,1564650000.0,145256000.0,1709906000.0,2022-12-31
44152828.376716,0.024754,-756840000.0,1783658000.0,1783658000.0,795020000.0,47842000.0,1265413000.0,1026818000.0,978976000.0,-162828000.0,162828000.0,-944485171.623284,795020000.0,2169812000.0,536948000.0,536103000.0,1.4823,1.4847,795020000.0,795020000.0,795020000.0,-925000.0,795945000.0,795945000.0,20203000.0,816148000.0,1802804000.0,-4347000.0,4347000.0,,19146000.0,1788005000.0,-162828000.0,162828000.0,-823828000.0,904399000.0,-23820000.0,18700000.0,67634000.0,47842000.0,47842000.0,21326000.0,21326000.0,26516000.0,794043000.0,14942000.0,779101000.0,268327000.0,510774000.0,80571000.0,1265413000.0,1345984000.0,123077000.0,1469061000.0,2023-03-31
701842960.0,0.34,-893291000.0,2064244000.0,2064244000.0,975353000.0,50837000.0,1419709000.0,1170953000.0,1120116000.0,-152424000.0,152424000.0,-387048040.0,975353000.0,2442127000.0,531568000.0,528210000.0,1.8349,1.8465,975353000.0,975353000.0,975353000.0,-1490000.0,976843000.0,976843000.0,-9151000.0,967692000.0,2079479000.0,-1616000.0,1616000.0,,15235000.0,2065860000.0,-152424000.0,152424000.0,-959363000.0,1022418000.0,-56253000.0,13284000.0,54915000.0,50837000.0,50837000.0,23818000.0,23818000.0,27019000.0,959635000.0,45262000.0,914373000.0,342854000.0,571519000.0,63055000.0,1419709000.0,1482764000.0,138514000.0,1621278000.0,2023-06-30
418110000.0,0.181,-946748000.0,2310000000.0,2310000000.0,1087000000.0,71252000.0,1122000000.0,1363252000.0,1292000000.0,-135000000.0,135000000.0,-804890000.0,1087000000.0,2849000000.0,554591837.0,546231156.0,1.96,1.99,1087000000.0,1087000000.0,1087000000.0,-437000.0,1087000000.0,1086000000.0,71000000.0,1157000000.0,2319000000.0,-2776000.0,2776000.0,,9000000.0,2310000000.0,-135000000.0,135000000.0,-1028000000.0,1727000000.0,18000000.0,19606000.0,115000000.0,71252000.0,71252000.0,44602000.0,44602000.0,26650000.0,1594000000.0,50000000.0,1544000000.0,1544000000.0,654266000.0,699000000.0,1122000000.0,1821000000.0,173000000.0,1994000000.0,2023-09-30
709544300.0,0.34,-842376000.0,2086895000.0,2086895000.0,1042177000.0,82482000.0,1570772000.0,1244519000.0,1162037000.0,-149684000.0,166908000.0,-335173700.0,1042177000.0,2852559000.0,,,,,1042177000.0,1042177000.0,1042177000.0,2163000.0,1040014000.0,1040014000.0,-44885000.0,995129000.0,2116590000.0,,,,29695000.0,2164781000.0,-149684000.0,166908000.0,-971777000.0,1281787000.0,-67301000.0,23970000.0,123528000.0,82482000.0,82482000.0,44064000.0,44064000.0,38418000.0,1119108000.0,59470000.0,1059638000.0,416391000.0,619591000.0,310010000.0,1570772000.0,1880782000.0,187367000.0,2068149000.0,2023-12-31
