treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,tradeand_other_payables_non_current,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,current_notes_payable,payables_and_accrued_expenses,payables,other_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,financial_assets,investments_and_advances,investmentin_financial_assets,held_to_maturity_securities,available_for_sale_securities,financial_assets_designatedas_fair_value_through_profitor_loss_total,long_term_equity_investment,investmentsin_associatesat_cost,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,current_assets,other_current_assets,prepaid_assets,receivables,receivables_adjustments_allowances,other_receivables,taxes_receivable,loans_receivable,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,cash_financial,date,restricted_cash
18904393.0,541614362.0,559462447.0,30102845000.0,33655971000.0,16191553000.0,50691706000.0,-36884175000.0,16191553000.0,17035735000.0,17035735000.0,17042210000.0,6475000.0,17035735000.0,19022473000.0,19022473000.0,1986762000.0,,,24000.0,24000.0,174992403000.0,69593031000.0,14131104000.0,8605409000.0,46701934000.0,45733815000.0,,111043000.0,111043000.0,1865880000.0,1865880000.0,43541000.0,105399372000.0,27076959000.0,33655971000.0,33655971000.0,33655971000.0,,,44666442000.0,44666442000.0,43683629000.0,365419000.0,617394000.0,192034613000.0,123519416000.0,1098965000.0,,1611882000.0,1611882000.0,9217155000.0,110177847000.0,107906116000.0,,20393112000.0,87513004000.0,2271731000.0,,844182000.0,248960000.0,595222000.0,569385000.0,-92492000.0,661877000.0,179485000.0,396548000.0,85844000.0,68515197000.0,,4240107000.0,22972296000.0,-34786000.0,110556000.0,163248000.0,22211161000.0,522117000.0,,,41302794000.0,37749668000.0,3553126000.0,3553126000.0,2022-12-31,
32320276.0,528198479.0,560518755.0,24657715000.0,27746555000.0,16209012000.0,44785205000.0,-18401139000.0,16209012000.0,17038650000.0,17038650000.0,17045863000.0,7213000.0,17038650000.0,19146227000.0,19146227000.0,2902621000.0,795020000.0,,24000.0,24000.0,177394807000.0,97464054000.0,12130395000.0,10016186000.0,48309544000.0,47806249000.0,26852116000.0,76425000.0,76425000.0,,,79388000.0,79930753000.0,31568729000.0,27746555000.0,27746555000.0,13613571000.0,151573000.0,13981411000.0,20615469000.0,20615469000.0,19629697000.0,400112000.0,585660000.0,194440670000.0,132911056000.0,1427298000.0,3414171000.0,1582107000.0,1582107000.0,15015281000.0,110104734000.0,107848259000.0,10905257000.0,12431602000.0,84511400000.0,2256475000.0,2256475000.0,829638000.0,,,537827000.0,-99037000.0,636864000.0,,636864000.0,,61529614000.0,,836087000.0,23984346000.0,-46504000.0,,282820000.0,23106926000.0,641104000.0,,641104000.0,36709181000.0,33620341000.0,3088840000.0,3088840000.0,2023-03-31,
1056308.0,528210609.0,529266917.0,31706499000.0,34622931000.0,17603562000.0,53063341000.0,-26180590000.0,17603562000.0,18440410000.0,18440410000.0,18449452000.0,9042000.0,18440410000.0,9797241000.0,9797241000.0,117117000.0,1770373000.0,6989889000.0,24000.0,24000.0,212331463000.0,115069063000.0,15254127000.0,18380350000.0,51853309000.0,50906627000.0,29368591000.0,133908000.0,133908000.0,,,78778000.0,97262400000.0,39009456000.0,34622931000.0,34622931000.0,15092087000.0,644132000.0,18886712000.0,23630013000.0,23630013000.0,22562589000.0,441781000.0,625643000.0,230780915000.0,159699105000.0,1799671000.0,3399119000.0,1532326000.0,1532326000.0,25184540000.0,126436437000.0,124186121000.0,7823940000.0,17082113000.0,99280068000.0,2250316000.0,2250316000.0,836848000.0,,,510164000.0,-106811000.0,616975000.0,,616975000.0,,71081810000.0,,870394000.0,24953266000.0,,,219886000.0,24087649000.0,645731000.0,-41854000.0,687585000.0,45258150000.0,42341718000.0,2916432000.0,2916432000.0,2023-06-30,
1056308.0,547026933.0,548083241.0,36955000000.0,40777000000.0,17463000000.0,60791000000.0,-32920000000.0,17463000000.0,20014000000.0,21274000000.0,20023000000.0,9000000.0,20014000000.0,18852000000.0,18852000000.0,117000000.0,1279000000.0,,0.0,0.0,213404000000.0,102639000000.0,28658000000.0,18546000000.0,53991000000.0,53280000000.0,34898407000.0,74000000.0,74000000.0,1260000000.0,1260000000.0,110000000.0,110765000000.0,17062000000.0,39517000000.0,39517000000.0,39517000000.0,708211000.0,24364075000.0,54186000000.0,54186000000.0,53094000000.0,488000000.0,604000000.0,233427000000.0,155583000000.0,2679000000.0,3525807000.0,2023000000.0,2023000000.0,19815000000.0,127963000000.0,125702000000.0,,24663000000.0,101039000000.0,2261000000.0,2260841000.0,2551000000.0,2550984000.0,,552000000.0,-179813000.0,552000000.0,,552000000.0,,77845000000.0,48866000.0,4401000000.0,27567000000.0,,,302000000.0,26645000000.0,620000000.0,,,45877000000.0,42055000000.0,3822000000.0,3822000000.0,2023-09-30,
14176576.0,535316598.0,548436866.0,31596626000.0,35539933000.0,16947307000.0,54989285000.0,-26607760000.0,16947307000.0,19449352000.0,19449352000.0,19450844000.0,1492000.0,19449352000.0,19566443000.0,19566443000.0,117117000.0,,,26000.0,26000.0,229589834000.0,103257918000.0,20733265000.0,24785416000.0,57555202000.0,56409075000.0,,86357000.0,86357000.0,,,97678000.0,126331916000.0,28918528000.0,35539933000.0,35539933000.0,35539933000.0,,,61873455000.0,61873455000.0,60365590000.0,559647000.0,948218000.0,249040678000.0,149316522000.0,2866681000.0,,2104128000.0,2104128000.0,23733466000.0,117455036000.0,114346376000.0,,11064164000.0,103282212000.0,3108660000.0,,2502045000.0,668638000.0,1833407000.0,655166000.0,-185515000.0,840681000.0,204621000.0,499054000.0,137006000.0,99724156000.0,,4418263000.0,29478339000.0,-63907000.0,165599000.0,245214000.0,28551935000.0,579498000.0,,,50938576000.0,46995269000.0,3943307000.0,3943307000.0,2023-12-31,14888978000.0
