free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,net_ppe_purchase_and_sale,sale_of_ppe,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,dividend_received_cfo,change_in_working_capital,change_in_other_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date,net_other_financing_charges,net_business_purchase_and_sale,sale_of_business,asset_impairment_charge
98100000.0,-2800000.0,-678100000.0,595000000.0,900000.0,-34100000.0,12200000.0,1800000.0,52600000.0,40700000.0,-500000.0,12400000.0,-85000000.0,-85000000.0,0.0,0.0,-1900000.0,-2800000.0,900000.0,-83100000.0,,,,-83100000.0,-678100000.0,595000000.0,-34800000.0,-34800000.0,-1100000.0,-33700000.0,400000.0,-34100000.0,132200000.0,132200000.0,500000.0,26800000.0,2900000.0,-2200000.0,-72800000.0,-22300000.0,-50500000.0,-50500000.0,-3600000.0,102500000.0,-21200000.0,5400000.0,2600000.0,1400000.0,1400000.0,21700000.0,21700000.0,600000.0,900000.0,-1200000.0,900000.0,94400000.0,2022-12-31,,,,
-114200000.0,-2000000.0,-470700000.0,610500000.0,900000.0,-35400000.0,13000000.0,34400000.0,40400000.0,52600000.0,-800000.0,-11400000.0,101100000.0,101100000.0,-37600000.0,-37600000.0,-1100000.0,-2000000.0,900000.0,139800000.0,196000000.0,-414500000.0,610500000.0,-56200000.0,-56200000.0,0.0,-33700000.0,-33700000.0,1400000.0,-35100000.0,300000.0,-35400000.0,-78800000.0,-78800000.0,,-196400000.0,-2100000.0,1200000.0,-10200000.0,-32500000.0,22300000.0,22300000.0,-150400000.0,-34900000.0,-1500000.0,6100000.0,2000000.0,-8200000.0,-8200000.0,19600000.0,19600000.0,1600000.0,700000.0,-700000.0,1600000.0,98000000.0,2023-03-31,,,,
145600000.0,-1200000.0,-808600000.0,711500000.0,,-49900000.0,14100000.0,54000000.0,51400000.0,40400000.0,-1000000.0,12000000.0,-134900000.0,-134900000.0,-37600000.0,-37600000.0,-2100000.0,-1200000.0,,-97100000.0,-196000000.0,-767500000.0,571500000.0,98900000.0,-41100000.0,140000000.0,-48600000.0,-48600000.0,100000.0,-48700000.0,1200000.0,-49900000.0,195500000.0,195500000.0,,-39600000.0,3300000.0,7500000.0,101200000.0,78100000.0,23100000.0,23100000.0,50000000.0,-201600000.0,-1700000.0,7700000.0,1800000.0,-10700000.0,-10700000.0,20900000.0,20900000.0,-100000.0,700000.0,-3100000.0,2300000.0,217200000.0,2023-06-30,,,,
273500000.0,-3900000.0,-1010800000.0,915500000.0,,-39700000.0,14900000.0,62900000.0,132000000.0,51400000.0,-1000000.0,89200000.0,-181800000.0,-181800000.0,-78200000.0,,-1000000.0,-3900000.0,,-95300000.0,,,,-95300000.0,-2192800000.0,2097500000.0,-42200000.0,-42200000.0,-2600000.0,-39600000.0,100000.0,-39700000.0,313200000.0,313200000.0,,96000000.0,-11800000.0,-9200000.0,-32500000.0,23800000.0,-56300000.0,-56300000.0,55500000.0,94000000.0,1800000.0,9700000.0,900000.0,-6000000.0,-6000000.0,21500000.0,21500000.0,-4300000.0,-1800000.0,-4200000.0,1700000.0,130400000.0,2023-09-30,,,,
181100000.0,-7800000.0,-507300000.0,323500000.0,1000000.0,-125200000.0,8200000.0,46500000.0,60700000.0,132000000.0,600000.0,-79500000.0,-190600000.0,-190600000.0,0.0,,-6800000.0,-7800000.0,1000000.0,-183800000.0,,,,-183800000.0,-507300000.0,323500000.0,-195200000.0,-195200000.0,1200000.0,-124700000.0,500000.0,-125200000.0,306300000.0,306300000.0,500000.0,148800000.0,-1900000.0,7600000.0,-22700000.0,-4400000.0,-18300000.0,-18300000.0,56000000.0,109800000.0,-11500000.0,6600000.0,5100000.0,-1100000.0,-1100000.0,24000000.0,24000000.0,-10600000.0,3600000.0,-500000.0,400000.0,144500000.0,2023-12-31,0.0,,,0.0
-52300000.0,-8100000.0,-215100000.0,303600000.0,1100000.0,-29500000.0,21800000.0,4000000.0,45700000.0,60700000.0,-3900000.0,-11100000.0,42400000.0,42400000.0,-39100000.0,-39100000.0,-7000000.0,-8100000.0,1100000.0,88500000.0,92000000.0,-211600000.0,303600000.0,-3500000.0,-3500000.0,,-30700000.0,-30700000.0,-3500000.0,-29000000.0,500000.0,-29500000.0,-22800000.0,-22800000.0,,-168300000.0,38500000.0,-7700000.0,-48800000.0,-113800000.0,65000000.0,65000000.0,-125400000.0,-24900000.0,-5200000.0,6600000.0,1800000.0,-9300000.0,-9300000.0,24000000.0,24000000.0,3300000.0,100000.0,-1200000.0,4400000.0,124300000.0,2024-03-31,,1800000.0,1800000.0,
