tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,salaries_and_wages
0.0,0.151713,2954000000.0,0.0,0.0,2080000000.0,382000000.0,8209000000.0,2954000000.0,2572000000.0,-120000000.0,120000000.0,2080000000.0,2080000000.0,9127000000.0,906000000.0,,,,,2080000000.0,2080000000.0,2080000000.0,2080000000.0,2080000000.0,372000000.0,2452000000.0,1666000000.0,1666000000.0,0.0,0.0,-120000000.0,120000000.0,906000000.0,918000000.0,918000000.0,918000000.0,918000000.0,1824000000.0,8209000000.0,10033000000.0,10033000000.0,2022-12-31,
0.0,0.156,1425000000.0,,,842000000.0,298000000.0,7316000000.0,1425000000.0,1127000000.0,-129000000.0,129000000.0,842000000.0,842000000.0,8354000000.0,947000000.0,153200000.0,152600000.0,5.5,5.52,842000000.0,842000000.0,842000000.0,842000000.0,842000000.0,156000000.0,998000000.0,180000000.0,180000000.0,,,-129000000.0,129000000.0,947000000.0,1038000000.0,1038000000.0,1038000000.0,1038000000.0,1985000000.0,7316000000.0,9301000000.0,9301000000.0,2023-03-31,
0.0,0.177305,1457000000.0,,,812000000.0,323000000.0,7536000000.0,1457000000.0,1134000000.0,-147000000.0,147000000.0,812000000.0,812000000.0,8609000000.0,967000000.0,152200000.0,151700000.0,5.34,5.35,812000000.0,812000000.0,812000000.0,812000000.0,812000000.0,175000000.0,987000000.0,167000000.0,167000000.0,,,-147000000.0,147000000.0,967000000.0,1073000000.0,1073000000.0,1073000000.0,1073000000.0,2040000000.0,7536000000.0,9576000000.0,9576000000.0,2023-06-30,
0.0,0.162,1576000000.0,,,937000000.0,317000000.0,7734000000.0,1576000000.0,1259000000.0,-141000000.0,141000000.0,937000000.0,937000000.0,8759000000.0,1016000000.0,151700000.0,151200000.0,6.18,6.2,937000000.0,937000000.0,937000000.0,937000000.0,937000000.0,181000000.0,1118000000.0,243000000.0,243000000.0,,,-141000000.0,141000000.0,1016000000.0,1025000000.0,1025000000.0,1025000000.0,1025000000.0,2041000000.0,7734000000.0,9775000000.0,9775000000.0,2023-09-30,
0.0,0.293263,-229000000.0,,,-535000000.0,400000000.0,10153000000.0,-229000000.0,-629000000.0,-128000000.0,128000000.0,-535000000.0,-535000000.0,11031000000.0,-393000000.0,,,,,-535000000.0,-535000000.0,-535000000.0,-535000000.0,-535000000.0,-222000000.0,-757000000.0,-236000000.0,-236000000.0,,,-128000000.0,128000000.0,-393000000.0,878000000.0,878000000.0,878000000.0,878000000.0,485000000.0,10153000000.0,10638000000.0,10638000000.0,2023-12-31,
0.0,0.165,1576000000.0,,,944000000.0,299000000.0,8000000000.0,1576000000.0,1277000000.0,-146000000.0,146000000.0,944000000.0,944000000.0,8894000000.0,1071000000.0,149300000.0,148900000.0,6.32,6.34,944000000.0,944000000.0,944000000.0,944000000.0,944000000.0,187000000.0,1131000000.0,38000000.0,38000000.0,,,-146000000.0,146000000.0,1239000000.0,894000000.0,894000000.0,894000000.0,1062000000.0,2133000000.0,8000000000.0,10133000000.0,10133000000.0,2024-03-31,-168000000.0
