tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,research_and_development,selling_general_and_administration,selling_and_marketing_expense,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
13867620.751342,0.243292,8718000000.0,57000000.0,57000000.0,4653000000.0,2376000000.0,8336000000.0,8775000000.0,6399000000.0,-307000000.0,,32000000.0,4609867620.751342,4653000000.0,25766000000.0,6399000000.0,2640000000.0,2638000000.0,1.76,1.76,4653000000.0,,4653000000.0,4653000000.0,4653000000.0,4653000000.0,1496000000.0,6149000000.0,57000000.0,-339000000.0,57000000.0,-307000000.0,339000000.0,,32000000.0,6399000000.0,17430000000.0,9771000000.0,7659000000.0,4574000000.0,3085000000.0,3085000000.0,23829000000.0,8336000000.0,32165000000.0,31981000000.0,2022-12-31
-13860000.0,0.22,9949000000.0,-63000000.0,-63000000.0,5709000000.0,2524000000.0,6108000000.0,9886000000.0,7362000000.0,143000000.0,55000000.0,193000000.0,5758140000.0,5709000000.0,21418000000.0,7227000000.0,2596000000.0,2587000000.0,2.2,2.21,6510000000.0,801000000.0,5709000000.0,5709000000.0,5709000000.0,5709000000.0,1598000000.0,7307000000.0,-63000000.0,,-63000000.0,143000000.0,-5000000.0,55000000.0,193000000.0,7227000000.0,15310000000.0,9381000000.0,5929000000.0,3044000000.0,2885000000.0,2885000000.0,22537000000.0,6108000000.0,28645000000.0,28440000000.0,2023-03-31
-23200000.0,0.16,12177000000.0,-145000000.0,-145000000.0,7788000000.0,2623000000.0,5945000000.0,12032000000.0,9409000000.0,46000000.0,116000000.0,323000000.0,7909800000.0,7788000000.0,22607000000.0,9392000000.0,2612000000.0,2568000000.0,2.98,3.03,7788000000.0,,7788000000.0,7788000000.0,7788000000.0,7788000000.0,1505000000.0,9293000000.0,-145000000.0,,-145000000.0,46000000.0,161000000.0,116000000.0,323000000.0,9392000000.0,16662000000.0,9344000000.0,7318000000.0,3154000000.0,4164000000.0,4164000000.0,26054000000.0,5945000000.0,31999000000.0,31774000000.0,2023-06-30
-16660000.0,0.17,17116000000.0,-98000000.0,-98000000.0,11583000000.0,2859000000.0,6210000000.0,17018000000.0,14159000000.0,370000000.0,139000000.0,534000000.0,11664340000.0,11583000000.0,20398000000.0,13748000000.0,2641000000.0,2576000000.0,4.39,4.5,11583000000.0,,11583000000.0,11583000000.0,11583000000.0,11583000000.0,2437000000.0,14020000000.0,-98000000.0,,-98000000.0,370000000.0,25000000.0,139000000.0,534000000.0,13748000000.0,14188000000.0,9241000000.0,4947000000.0,2877000000.0,2070000000.0,2070000000.0,27936000000.0,6210000000.0,34146000000.0,33853000000.0,2023-09-30
-10126137.918724,0.166002,20176000000.0,-61000000.0,-61000000.0,14017000000.0,3172000000.0,7695000000.0,20115000000.0,16943000000.0,484000000.0,136000000.0,588000000.0,14067873862.081276,14017000000.0,23727000000.0,16384000000.0,2630000000.0,2566000000.0,5.33,5.46,14017000000.0,,14017000000.0,14017000000.0,14017000000.0,14017000000.0,2790000000.0,16807000000.0,-61000000.0,,-61000000.0,484000000.0,-32000000.0,136000000.0,588000000.0,16384000000.0,16032000000.0,10517000000.0,5515000000.0,3226000000.0,2289000000.0,2289000000.0,32416000000.0,7695000000.0,40111000000.0,39777000000.0,2023-12-31
-32560000.0,0.22,17832000000.0,-148000000.0,-148000000.0,12369000000.0,3374000000.0,6640000000.0,17684000000.0,14310000000.0,513000000.0,127000000.0,585000000.0,12484440000.0,12369000000.0,22637000000.0,13818000000.0,2625000000.0,2545000000.0,4.71,4.86,12369000000.0,,12369000000.0,12369000000.0,12369000000.0,12369000000.0,1814000000.0,14183000000.0,-148000000.0,,-148000000.0,513000000.0,-55000000.0,127000000.0,585000000.0,13818000000.0,15997000000.0,9978000000.0,6019000000.0,2564000000.0,3455000000.0,3455000000.0,29815000000.0,6640000000.0,36455000000.0,36075000000.0,2024-03-31
