free_cash_flow,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
1612000000.0,-1560000000.0,559000000.0,-95000000.0,996000000.0,1183000000.0,-187000000.0,-1799000000.0,-1799000000.0,,-758000000.0,-758000000.0,-1001000000.0,-1001000000.0,-1560000000.0,559000000.0,-95000000.0,-95000000.0,,-95000000.0,,1707000000.0,1707000000.0,311000000.0,-5000000.0,-222000000.0,-2000000.0,-220000000.0,-238000000.0,-2000000.0,79000000.0,461000000.0,74000000.0,-78000000.0,165000000.0,165000000.0,-1202000000.0,-1235000000.0,2511000000.0,2022-12-31
758000000.0,,,-89000000.0,994000000.0,996000000.0,-2000000.0,-755000000.0,-755000000.0,-1000000.0,-754000000.0,-754000000.0,,,,,-94000000.0,-94000000.0,-5000000.0,-89000000.0,-89000000.0,847000000.0,847000000.0,3000000.0,-47000000.0,-659000000.0,-2000000.0,-657000000.0,-617000000.0,53000000.0,10000000.0,646000000.0,646000000.0,2000000.0,167000000.0,167000000.0,-1260000000.0,-1260000000.0,1935000000.0,2023-03-31
631000000.0,,,-60000000.0,2075000000.0,994000000.0,1081000000.0,451000000.0,451000000.0,-28000000.0,-718000000.0,-718000000.0,,,,,-61000000.0,-61000000.0,-1000000.0,-60000000.0,,691000000.0,691000000.0,116000000.0,-9000000.0,-116000000.0,0.0,-116000000.0,-122000000.0,0.0,20000000.0,221000000.0,221000000.0,24000000.0,167000000.0,167000000.0,-238000000.0,-240000000.0,622000000.0,2023-06-30
634000000.0,-1450000000.0,0.0,-21000000.0,534000000.0,2075000000.0,-1541000000.0,-2175000000.0,-2175000000.0,-7000000.0,-718000000.0,-718000000.0,-1450000000.0,-1450000000.0,-1450000000.0,0.0,-21000000.0,-21000000.0,0.0,-21000000.0,,655000000.0,655000000.0,43000000.0,92000000.0,81000000.0,0.0,81000000.0,77000000.0,13000000.0,0.0,-143000000.0,-143000000.0,12000000.0,166000000.0,166000000.0,-357000000.0,-361000000.0,791000000.0,2023-09-30
866000000.0,-50000000.0,0.0,-50000000.0,631000000.0,534000000.0,97000000.0,-768000000.0,-768000000.0,-1000000.0,-717000000.0,-717000000.0,-50000000.0,-50000000.0,-50000000.0,0.0,-51000000.0,-51000000.0,-1000000.0,-50000000.0,,916000000.0,916000000.0,51000000.0,-1000000.0,207000000.0,0.0,207000000.0,195000000.0,54000000.0,-12000000.0,-197000000.0,-197000000.0,8000000.0,172000000.0,172000000.0,-221000000.0,-221000000.0,906000000.0,2023-12-31
