ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,total_partnership_capital,general_partnership_capital,limited_partnership_capital,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_deferred_liabilities,current_deferred_revenue,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dueto_related_parties_current,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_prepaid_assets,non_current_deferred_assets,financial_assets,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,other_properties,machinery_furniture_equipment,current_assets,other_current_assets,hedging_assets_current,restricted_cash,prepaid_assets,inventory,other_inventories,finished_goods,raw_materials,receivables,other_receivables,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
484000000.0,484000000.0,15294000000.0,16306000000.0,-2131000000.0,14067000000.0,199000000.0,0.0,108000000.0,-2131000000.0,14067000000.0,-2131000000.0,0.0,-2131000000.0,-1013000000.0,-1118000000.0,21764000000.0,19343000000.0,23000000.0,3024000000.0,16296000000.0,98000000.0,16198000000.0,2421000000.0,774000000.0,147000000.0,147000000.0,10000000.0,10000000.0,,,1490000000.0,1384000000.0,218000000.0,106000000.0,74000000.0,32000000.0,19633000000.0,17013000000.0,32000000.0,131000000.0,8000000.0,28000000.0,16814000000.0,-3539000000.0,20353000000.0,140000000.0,20190000000.0,23000000.0,2620000000.0,50000000.0,24000000.0,127000000.0,177000000.0,160000000.0,2000000.0,55000000.0,103000000.0,1178000000.0,24000000.0,1154000000.0,904000000.0,904000000.0,2022-12-31
484033123.0,484033123.0,15371000000.0,16311000000.0,-950000000.0,15255000000.0,585000000.0,0.0,106000000.0,-950000000.0,15195000000.0,-950000000.0,0.0,-950000000.0,-1211000000.0,261000000.0,19767000000.0,18419000000.0,22000000.0,2157000000.0,16240000000.0,95000000.0,16145000000.0,1348000000.0,413000000.0,83000000.0,83000000.0,71000000.0,11000000.0,60000000.0,60000000.0,781000000.0,679000000.0,164000000.0,102000000.0,32000000.0,70000000.0,18817000000.0,16884000000.0,171000000.0,,7000000.0,32000000.0,16674000000.0,-3704000000.0,20378000000.0,143000000.0,20212000000.0,23000000.0,1933000000.0,45000000.0,55000000.0,160000000.0,157000000.0,150000000.0,2000000.0,42000000.0,106000000.0,532000000.0,10000000.0,522000000.0,834000000.0,834000000.0,2023-03-31
484033123.0,484033123.0,15557000000.0,17492000000.0,-1046000000.0,16345000000.0,-139000000.0,0.0,101000000.0,-1046000000.0,14549000000.0,-1046000000.0,0.0,-1046000000.0,-1418000000.0,372000000.0,20603000000.0,17671000000.0,49000000.0,1936000000.0,15686000000.0,91000000.0,15595000000.0,2932000000.0,370000000.0,97000000.0,97000000.0,1806000000.0,10000000.0,1796000000.0,1796000000.0,659000000.0,561000000.0,181000000.0,98000000.0,38000000.0,60000000.0,19557000000.0,16764000000.0,169000000.0,,18000000.0,29000000.0,16548000000.0,-3869000000.0,20417000000.0,149000000.0,20245000000.0,23000000.0,2793000000.0,76000000.0,32000000.0,244000000.0,154000000.0,130000000.0,2000000.0,27000000.0,101000000.0,323000000.0,31000000.0,292000000.0,1834000000.0,1834000000.0,2023-06-30
484036123.0,484036123.0,15450000000.0,16049000000.0,-973000000.0,14976000000.0,-195000000.0,0.0,100000000.0,-973000000.0,14627000000.0,-973000000.0,0.0,-973000000.0,-1620000000.0,647000000.0,19045000000.0,17496000000.0,76000000.0,1731000000.0,15689000000.0,89000000.0,15600000000.0,1549000000.0,299000000.0,152000000.0,152000000.0,360000000.0,11000000.0,349000000.0,349000000.0,738000000.0,646000000.0,151000000.0,92000000.0,42000000.0,50000000.0,18072000000.0,16718000000.0,166000000.0,,17000000.0,111000000.0,16424000000.0,-4035000000.0,20459000000.0,201000000.0,20235000000.0,23000000.0,1354000000.0,60000000.0,34000000.0,35000000.0,141000000.0,131000000.0,3000000.0,24000000.0,104000000.0,454000000.0,12000000.0,442000000.0,499000000.0,499000000.0,2023-09-30
484039123.0,484039123.0,15331000000.0,15991000000.0,-784000000.0,15122000000.0,15000000.0,0.0,85000000.0,-784000000.0,14822000000.0,-784000000.0,0.0,-784000000.0,-1822000000.0,1038000000.0,18886000000.0,17320000000.0,98000000.0,1531000000.0,15691000000.0,85000000.0,15606000000.0,1566000000.0,214000000.0,117000000.0,117000000.0,300000000.0,,300000000.0,300000000.0,935000000.0,811000000.0,256000000.0,124000000.0,55000000.0,69000000.0,18102000000.0,16521000000.0,35000000.0,137000000.0,16000000.0,40000000.0,16293000000.0,-4205000000.0,20498000000.0,189000000.0,20286000000.0,23000000.0,1581000000.0,43000000.0,30000000.0,56000000.0,84000000.0,142000000.0,1000000.0,34000000.0,107000000.0,651000000.0,9000000.0,642000000.0,575000000.0,575000000.0,2023-12-31
