preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,commercial_paper,payables_and_accrued_expenses,current_accrued_expenses,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,investmentsin_joint_venturesat_cost,investment_properties,current_assets,restricted_cash,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,capital_lease_obligations,other_non_current_liabilities,employee_benefits,long_term_capital_lease_obligation,current_deferred_liabilities,current_deferred_revenue,interest_payable,payables,dividends_payable,total_tax_payable,accounts_payable
867846.0,115480336.0,115480336.0,4376244000.0,4414903000.0,6025751000.0,10440654000.0,-574772000.0,6025760000.0,6025751000.0,9000.0,10420663000.0,6210419000.0,184659000.0,6025760000.0,-10052000.0,,-1188854000.0,7202834000.0,21832000.0,21823000.0,9000.0,5030746000.0,4394903000.0,4394903000.0,4394903000.0,635843000.0,20000000.0,20000000.0,20000000.0,615843000.0,615843000.0,11241165000.0,11180094000.0,193893000.0,42290000.0,42290000.0,42290000.0,10943911000.0,61071000.0,22412000.0,38659000.0,38659000.0,2022-12-31,,,,,,,,,,,
867846.0,116600756.0,116600756.0,4253239000.0,4395650000.0,6202948000.0,10598598000.0,-410058000.0,6202957000.0,6202948000.0,9000.0,10598607000.0,6390586000.0,187629000.0,6202957000.0,-9791000.0,-9791000.0,-1216325000.0,7408307000.0,20766000.0,20757000.0,9000.0,4961725000.0,4395650000.0,4395650000.0,4395650000.0,566075000.0,,,,566075000.0,566075000.0,11352311000.0,11196294000.0,196557000.0,42333000.0,42333000.0,42333000.0,10957404000.0,156017000.0,13606000.0,142411000.0,142411000.0,2023-03-31,,,,,,,,,,,
867846.0,116676966.0,116676966.0,4246238000.0,4396393000.0,6183099000.0,10579492000.0,-459989000.0,6183108000.0,6183099000.0,9000.0,10579501000.0,6371063000.0,187955000.0,6183108000.0,-9514000.0,-9514000.0,-1235118000.0,7405572000.0,22168000.0,22159000.0,9000.0,5020107000.0,4396393000.0,4396393000.0,4396393000.0,623714000.0,,,,623714000.0,623714000.0,11391170000.0,11227445000.0,210688000.0,42347000.0,42347000.0,42347000.0,10974410000.0,163725000.0,13570000.0,150155000.0,150155000.0,2023-06-30,,,,,,,,,,,
867846.0,116686730.0,116686730.0,4232366000.0,4394263000.0,6134638000.0,10528901000.0,-491100000.0,6134647000.0,6134638000.0,9000.0,10528910000.0,6321622000.0,186975000.0,6134647000.0,-9244000.0,-9244000.0,-1285428000.0,7410109000.0,19210000.0,19201000.0,9000.0,5060700000.0,4394263000.0,4394263000.0,4394263000.0,666437000.0,,,,666437000.0,666437000.0,11382322000.0,11206985000.0,215800000.0,42290000.0,42290000.0,42290000.0,10948895000.0,175337000.0,13440000.0,161897000.0,161897000.0,2023-09-30,,,,,,,,,,,
867846.0,116694124.0,116694124.0,4498911000.0,4567569000.0,6113229000.0,10653454000.0,-1006184000.0,6113238000.0,6113229000.0,9000.0,10158463000.0,6299122000.0,185884000.0,6113238000.0,-8764000.0,-8764000.0,-1298263000.0,7399921000.0,20344000.0,20335000.0,9000.0,5185381000.0,4124106000.0,4072569000.0,4045225000.0,1061275000.0,495000000.0,495000000.0,495000000.0,501095000.0,71431000.0,11484503000.0,11429412000.0,245507000.0,41977000.0,41977000.0,41977000.0,11141928000.0,55091000.0,13777000.0,41314000.0,41314000.0,2023-12-31,27344000.0,27138000.0,24399000.0,27344000.0,65180000.0,65180000.0,21941000.0,429664000.0,176162000.0,159041000.0,94461000.0
