tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,average_dilution_earnings,net_income_common_stockholders,otherunder_preferred_stock_dividend,preferred_stock_dividends,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,earnings_from_equity_interest_net_of_tax,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,gain_on_sale_of_security,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
17387790.0,0.21,291905000.0,82799000.0,82799000.0,193621000.0,138592000.0,319411000.0,374704000.0,236112000.0,-38084000.0,38084000.0,128209790.0,193621000.0,351187000.0,115649000.0,115398000.0,1.67,1.67,192699000.0,130000.0,192569000.0,130000.0,922000.0,193621000.0,-5315000.0,198936000.0,198936000.0,450000.0,-458000.0,198028000.0,59334000.0,-23465000.0,82799000.0,-38084000.0,38084000.0,176778000.0,31776000.0,31776000.0,31776000.0,31776000.0,208554000.0,319411000.0,527965000.0,527965000.0,2022-12-31
464.815568,0.006736,316103000.0,69000.0,69000.0,135910000.0,138758000.0,321304000.0,316172000.0,177414000.0,-37281000.0,37281000.0,135841464.815568,135910000.0,355155000.0,116402000.0,116182000.0,1.16,1.16,134988000.0,,134988000.0,,922000.0,135910000.0,-3664000.0,139574000.0,139574000.0,385000.0,944000.0,140133000.0,3536000.0,3467000.0,69000.0,-37281000.0,37281000.0,173878000.0,33851000.0,33851000.0,33851000.0,33851000.0,207729000.0,321304000.0,529033000.0,529033000.0,2023-03-31
-18.805542,0.018806,328036000.0,-1000.0,-1000.0,145688000.0,139176000.0,333305000.0,328035000.0,188859000.0,-36723000.0,36723000.0,145688981.194458,145688000.0,363278000.0,116725000.0,116621000.0,1.24,1.24,144766000.0,,144766000.0,,922000.0,145688000.0,-3969000.0,149657000.0,149657000.0,382000.0,2861000.0,152136000.0,16991000.0,16992000.0,-1000.0,-36723000.0,36723000.0,171868000.0,29973000.0,29973000.0,29973000.0,29973000.0,201841000.0,333305000.0,535146000.0,535146000.0,2023-06-30
-15750.0,0.21,296665000.0,-75000.0,-75000.0,110732000.0,146863000.0,345925000.0,296590000.0,149727000.0,-36651000.0,36651000.0,110791250.0,110732000.0,375747000.0,116711000.0,116633000.0,0.94,0.94,109810000.0,44000.0,109766000.0,44000.0,922000.0,110732000.0,-3000000.0,113732000.0,113732000.0,447000.0,-209000.0,113076000.0,-16568000.0,-16493000.0,-75000.0,-36651000.0,36651000.0,166295000.0,29822000.0,29822000.0,29822000.0,29822000.0,196117000.0,345925000.0,542042000.0,542042000.0,2023-09-30
-6.936556,0.006937,345140000.0,-1000.0,-1000.0,160476000.0,141060000.0,332670000.0,345139000.0,204079000.0,-38579000.0,38579000.0,160476993.063444,160476000.0,365386000.0,,,,,159554000.0,63000.0,159491000.0,63000.0,922000.0,160476000.0,-4392000.0,164868000.0,164868000.0,516000.0,1148000.0,165500000.0,27218000.0,27219000.0,-1000.0,-38579000.0,38579000.0,176861000.0,32716000.0,32716000.0,32716000.0,32716000.0,209577000.0,332670000.0,542247000.0,542247000.0,2023-12-31
