preferred_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,preferred_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,preferred_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,derivative_product_liabilities,employee_benefits,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,dueto_related_parties_current,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,non_current_deferred_taxes_assets,financial_assets,investments_and_advances,other_investments,investmentin_financial_assets,available_for_sale_securities,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,restricted_cash,prepaid_assets,receivables,other_receivables,duefrom_related_parties_current,taxes_receivable,accrued_interest_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,other_short_term_investments,cash_and_cash_equivalents,date
22999974.0,861110478.0,861110478.0,30708539000.0,44074997000.0,11770514000.0,60145123000.0,17131545000.0,12886306000.0,542902000.0,16613028000.0,1115792000.0,61260915000.0,53658885000.0,35930065000.0,17728820000.0,-5901701000.0,-5901701000.0,6315711000.0,16190407000.0,1124403000.0,8611000.0,1115792000.0,223418306000.0,195007078000.0,147646758000.0,1351871000.0,265712000.0,1667740000.0,1667740000.0,44074997000.0,542902000.0,43532095000.0,28411228000.0,805316000.0,805316000.0,805316000.0,,28411228000.0,25615074000.0,23116595000.0,2796154000.0,466057000.0,215580000.0,2114517000.0,277077191000.0,231534418000.0,4541338000.0,2798342000.0,2781960000.0,1400625000.0,216574639000.0,,,,4842514000.0,3746748000.0,1095766000.0,1376960000.0,,1376960000.0,1376960000.0,45542773000.0,561814000.0,116340000.0,32041063000.0,29963579000.0,1663303000.0,22851000.0,223660000.0,167670000.0,12823556000.0,,12823556000.0,2022-12-31
22999974.0,861104000.0,861104000.0,35701353000.0,45544706000.0,13068579000.0,63537745000.0,11658759000.0,14184371000.0,553850000.0,18546889000.0,1115792000.0,64653537000.0,57123376000.0,37460695000.0,19662681000.0,-4691575000.0,-4691575000.0,6890381000.0,16339472000.0,1124403000.0,8611000.0,1115792000.0,225487213000.0,196935827000.0,148519624000.0,900790000.0,277194000.0,1693513000.0,1693513000.0,45544706000.0,553850000.0,44990856000.0,28551386000.0,313797000.0,313797000.0,313797000.0,,28551386000.0,25595363000.0,23425915000.0,2956023000.0,435270000.0,349869000.0,2170884000.0,282610589000.0,242400444000.0,4538803000.0,2148388000.0,2124829000.0,1496991000.0,227351312000.0,,,,5478310000.0,4389116000.0,1089194000.0,1386640000.0,,1386640000.0,1386640000.0,40210145000.0,439017000.0,115186000.0,30366439000.0,28078351000.0,1847869000.0,22675000.0,244421000.0,173123000.0,9289503000.0,,9289503000.0,2023-03-31
22998802.0,857987641.0,857987641.0,36563308000.0,47613037000.0,13524358000.0,65735563000.0,12696670000.0,14640150000.0,743249000.0,18865775000.0,1115792000.0,66851355000.0,60594434000.0,40612867000.0,19981567000.0,-4922274000.0,-4922274000.0,7592571000.0,16186898000.0,1124372000.0,8580000.0,1115792000.0,227100365000.0,198822403000.0,147843821000.0,1058894000.0,413477000.0,1893174000.0,1893174000.0,47613037000.0,743249000.0,46869788000.0,28277962000.0,820242000.0,820242000.0,820242000.0,,28277962000.0,25374586000.0,23730644000.0,2903376000.0,421256000.0,98302000.0,2383818000.0,287694799000.0,246720167000.0,4710865000.0,2199230000.0,2171712000.0,1568890000.0,231478832000.0,,,,5341417000.0,4292398000.0,1049019000.0,1420933000.0,,1420933000.0,1420933000.0,40974632000.0,442238000.0,174968000.0,30050946000.0,27931355000.0,1573430000.0,3170000.0,265973000.0,277018000.0,10306480000.0,,10306480000.0,2023-06-30
,884585205.0,884585205.0,35016949000.0,46874037000.0,15069768000.0,66719164000.0,89771978000.0,15069768000.0,562646000.0,20407773000.0,,66719164000.0,61598175000.0,41190402000.0,20407773000.0,-5852491000.0,-5852491000.0,8923933000.0,17327485000.0,8846000.0,8846000.0,0.0,227134781000.0,198467440000.0,147357123000.0,1523237000.0,603650000.0,2109393000.0,2109393000.0,46874037000.0,562646000.0,46311391000.0,28667341000.0,320282000.0,320282000.0,320282000.0,0.0,28667341000.0,25426982000.0,23256998000.0,3240359000.0,441798000.0,113835000.0,2684726000.0,288732956000.0,170293637000.0,4328395000.0,2691453000.0,2667601000.0,1499340000.0,155037312000.0,155017230000.0,20082000.0,20082000.0,5338005000.0,4304643000.0,1033362000.0,1399132000.0,-239600000.0,1638732000.0,1638732000.0,118439319000.0,416400000.0,195212000.0,29847783000.0,27729772000.0,1590415000.0,41421000.0,278475000.0,207700000.0,87979924000.0,76685482000.0,11294442000.0,2023-09-30
,885008676.0,885008676.0,28484594000.0,49387579000.0,15464918000.0,71691855000.0,20746386000.0,15464918000.0,554418000.0,22858694000.0,,71491855000.0,58378912000.0,35520218000.0,22858694000.0,-4517649000.0,-4517649000.0,9818336000.0,17549157000.0,8850000.0,8850000.0,0.0,258915282000.0,218286565000.0,165928056000.0,590187000.0,210625000.0,2370118000.0,2370118000.0,49187579000.0,554418000.0,48633161000.0,40628717000.0,200000000.0,200000000.0,,200000000.0,40428717000.0,36857185000.0,34847917000.0,3571532000.0,538099000.0,114784000.0,2918649000.0,317294194000.0,255919091000.0,4468799000.0,2341550000.0,2322337000.0,315107000.0,240005124000.0,,,,7393776000.0,6334001000.0,1059775000.0,1394735000.0,-257400000.0,1652135000.0,1652135000.0,61375103000.0,459553000.0,311088000.0,40255895000.0,38213306000.0,1446852000.0,,351999000.0,243738000.0,20348567000.0,,20348567000.0,2023-12-31
