free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_payments,net_common_stock_issuance,common_stock_payments,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,sale_of_investment,purchase_of_investment,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_other_current_liabilities,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_receivables,other_non_cash_items,stock_based_compensation,unrealized_gain_loss_on_investment_securities,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,net_income_from_continuing_operations,date
-674007000.0,0.0,-1582576000.0,3247251000.0,0.0,-26472000.0,387527000.0,208771000.0,13385370000.0,11629865000.0,-35189000.0,1790694000.0,5404339000.0,5404339000.0,3921229000.0,-30843000.0,-150722000.0,-17250000.0,-133472000.0,0.0,0.0,0.0,0.0,0.0,1664675000.0,1664675000.0,-1582576000.0,3247251000.0,-2966110000.0,-2966110000.0,-10158000.0,-2929480000.0,7054790000.0,-9984270000.0,0.0,0.0,-26472000.0,-26472000.0,-647535000.0,-647535000.0,-756299000.0,156097000.0,125307000.0,-588475000.0,-339227000.0,-339227000.0,-110001000.0,-334867000.0,170615000.0,2106172000.0,-1791023000.0,,337992000.0,-42133000.0,2022-12-31
-1956095000.0,0.0,-1858984000.0,3378792000.0,,-23207000.0,566904000.0,21441000.0,9728520000.0,13385370000.0,21603000.0,-3678453000.0,2072968000.0,2072968000.0,703880000.0,,-150720000.0,-17250000.0,-133470000.0,,,0.0,0.0,,1519808000.0,1519808000.0,-1858984000.0,3378792000.0,-3818533000.0,-3818533000.0,17919000.0,-3813245000.0,4956273000.0,-8769518000.0,,,-23207000.0,-23207000.0,-1932888000.0,-1932888000.0,990225000.0,-69673000.0,130151000.0,493728000.0,699553000.0,699553000.0,-263534000.0,-3526345000.0,184135000.0,258789000.0,-99380000.0,-34202000.0,-65178000.0,259688000.0,2023-03-31
-2677676000.0,-272275000.0,-3956851000.0,5332493000.0,,-38555000.0,662706000.0,576811000.0,10748718000.0,9728520000.0,5594000.0,1014604000.0,3454336000.0,3454336000.0,2542246000.0,,-159522000.0,-17249000.0,-142273000.0,,,-272275000.0,-272275000.0,,1375642000.0,1375642000.0,-3956851000.0,5332493000.0,199389000.0,199389000.0,-21834000.0,259778000.0,5352673000.0,-5092895000.0,,,-38555000.0,-38555000.0,-2639121000.0,-2639121000.0,-947581000.0,197879000.0,-243896000.0,-139699000.0,-1008473000.0,-1008473000.0,246608000.0,-3859975000.0,147532000.0,-155512000.0,1050357000.0,-805717000.0,1856074000.0,1126058000.0,2023-06-30
1953654000.0,-17569000.0,-2937965000.0,2917195000.0,,-17419000.0,729051000.0,211621000.0,11710842000.0,10748718000.0,-36313000.0,998437000.0,104124000.0,104124000.0,301227000.0,0.0,-158764000.0,-17248000.0,-141516000.0,,,-17569000.0,-17569000.0,,-20770000.0,-20770000.0,-2937965000.0,2917195000.0,-1076760000.0,-1076760000.0,42578000.0,-1101919000.0,4686645000.0,-5788564000.0,0.0,0.0,-17419000.0,-17419000.0,1971073000.0,1971073000.0,822685000.0,-39540000.0,-577725000.0,291481000.0,560636000.0,560636000.0,587833000.0,-154474000.0,146586000.0,-998189000.0,-227515000.0,-506448000.0,278933000.0,2381980000.0,2023-09-30
1077912000.0,0.0,-4009983000.0,4754674000.0,,-29212000.0,732425000.0,171552000.0,20808120000.0,11710842000.0,34526000.0,9062752000.0,7142660000.0,7142660000.0,6553913000.0,-9918000.0,-146026000.0,0.0,-146026000.0,,,0.0,0.0,,744691000.0,744691000.0,-4009983000.0,4754674000.0,812968000.0,812968000.0,20801000.0,821379000.0,10658717000.0,-9837338000.0,0.0,0.0,-29212000.0,-29212000.0,1107124000.0,1107124000.0,563342000.0,265317000.0,-26325000.0,-456819000.0,291104000.0,291104000.0,490065000.0,-888044000.0,140216000.0,-1611781000.0,1314031000.0,-482174000.0,1796205000.0,1589360000.0,2023-12-31
