ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,preferred_securities_outside_stock_equity,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,long_term_provisions,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,non_current_deferred_assets,net_ppe,accumulated_depreciation,gross_ppe,other_properties,current_assets,other_current_assets,hedging_assets_current,restricted_cash,inventory,receivables,receivables_adjustments_allowances,other_receivables,duefrom_related_parties_current,taxes_receivable,accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date,financial_assets
768244610.0,768244610.0,1508000000.0,2599000000.0,12659000000.0,14840000000.0,1018000000.0,12659000000.0,418000000.0,12659000000.0,14840000000.0,12659000000.0,12659000000.0,13000000.0,13000000.0,0.0,4636000000.0,7933000000.0,77000000.0,77000000.0,7495000000.0,6302000000.0,130000000.0,11000000.0,17000000.0,17000000.0,3394000000.0,3339000000.0,2479000000.0,298000000.0,2181000000.0,271000000.0,1193000000.0,120000000.0,120000000.0,,,74000000.0,999000000.0,358000000.0,21000000.0,641000000.0,479000000.0,135000000.0,0.0,27000000.0,20154000000.0,17943000000.0,36000000.0,46000000.0,17861000000.0,-5405000000.0,23266000000.0,382000000.0,2211000000.0,9000000.0,146000000.0,10000000.0,63000000.0,1310000000.0,-2000000.0,48000000.0,108000000.0,89000000.0,1067000000.0,673000000.0,673000000.0,2022-12-31,
757000000.0,757000000.0,1203000000.0,2578000000.0,12643000000.0,14819000000.0,796000000.0,12643000000.0,402000000.0,12643000000.0,14819000000.0,12643000000.0,12643000000.0,13000000.0,13000000.0,,4875000000.0,7679000000.0,76000000.0,76000000.0,7496000000.0,6287000000.0,113000000.0,8000000.0,17000000.0,17000000.0,3416000000.0,3362000000.0,2456000000.0,280000000.0,2176000000.0,277000000.0,1209000000.0,122000000.0,122000000.0,,,32000000.0,1055000000.0,443000000.0,15000000.0,612000000.0,372000000.0,180000000.0,81000000.0,60000000.0,20139000000.0,18134000000.0,35000000.0,52000000.0,18047000000.0,-5772000000.0,23819000000.0,365000000.0,2005000000.0,7000000.0,184000000.0,10000000.0,56000000.0,775000000.0,-2000000.0,16000000.0,133000000.0,0.0,628000000.0,973000000.0,973000000.0,2023-03-31,
755000000.0,755000000.0,1330000000.0,2561000000.0,12659000000.0,14830000000.0,699000000.0,12659000000.0,390000000.0,12659000000.0,14830000000.0,12659000000.0,12659000000.0,13000000.0,13000000.0,,4931000000.0,7639000000.0,76000000.0,76000000.0,7220000000.0,6279000000.0,124000000.0,8000000.0,16000000.0,16000000.0,3414000000.0,3367000000.0,2440000000.0,269000000.0,2171000000.0,277000000.0,941000000.0,121000000.0,121000000.0,,,37000000.0,783000000.0,407000000.0,21000000.0,376000000.0,248000000.0,53000000.0,,75000000.0,19879000000.0,18239000000.0,25000000.0,56000000.0,18158000000.0,-6159000000.0,24317000000.0,357000000.0,1640000000.0,15000000.0,88000000.0,9000000.0,65000000.0,622000000.0,-2000000.0,3000000.0,169000000.0,18000000.0,434000000.0,841000000.0,841000000.0,2023-06-30,
753000000.0,753000000.0,1320000000.0,2555000000.0,12789000000.0,14956000000.0,73000000.0,12789000000.0,388000000.0,12789000000.0,14381000000.0,12789000000.0,12789000000.0,12000000.0,12000000.0,,5101000000.0,7601000000.0,75000000.0,75000000.0,7312000000.0,5672000000.0,122000000.0,8000000.0,15000000.0,15000000.0,3390000000.0,3358000000.0,1859000000.0,267000000.0,1592000000.0,278000000.0,1640000000.0,696000000.0,121000000.0,575000000.0,575000000.0,53000000.0,891000000.0,370000000.0,15000000.0,521000000.0,300000000.0,153000000.0,91000000.0,68000000.0,20101000000.0,18388000000.0,62000000.0,40000000.0,18286000000.0,-6581000000.0,24867000000.0,358000000.0,1713000000.0,14000000.0,37000000.0,9000000.0,64000000.0,742000000.0,-2000000.0,1000000.0,134000000.0,15000000.0,594000000.0,847000000.0,847000000.0,2023-09-30,
751000000.0,751000000.0,1205000000.0,2526000000.0,13039000000.0,15200000000.0,355000000.0,13039000000.0,365000000.0,13039000000.0,14625000000.0,13039000000.0,13039000000.0,11000000.0,11000000.0,0.0,5366000000.0,7587000000.0,75000000.0,75000000.0,7376000000.0,5716000000.0,136000000.0,8000000.0,17000000.0,17000000.0,3446000000.0,3413000000.0,1829000000.0,243000000.0,1586000000.0,280000000.0,1660000000.0,697000000.0,122000000.0,575000000.0,575000000.0,70000000.0,893000000.0,360000000.0,21000000.0,533000000.0,426000000.0,47000000.0,,60000000.0,20415000000.0,18400000000.0,82000000.0,41000000.0,18270000000.0,-7034000000.0,25304000000.0,337000000.0,2015000000.0,12000000.0,85000000.0,9000000.0,59000000.0,894000000.0,-2000000.0,4000000.0,118000000.0,51000000.0,723000000.0,956000000.0,956000000.0,2023-12-31,7000000.0
