tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,special_income_charges,gain_on_sale_of_ppe,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,other_operating_expenses,other_taxes,depreciation_amortization_depletion_income_statement,depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,depreciation_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,salaries_and_wages,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-13316770.186335,0.198758,1821000000.0,-67000000.0,-67000000.0,1032000000.0,446000000.0,801000000.0,1754000000.0,1308000000.0,-11000000.0,20000000.0,10000000.0,1085683229.813665,1032000000.0,916000000.0,1295000000.0,781000000.0,781000000.0,1.32,1.32,1024000000.0,1024000000.0,,1032000000.0,1032000000.0,1032000000.0,256000000.0,1288000000.0,-65000000.0,-67000000.0,0.0,-2000000.0,,-11000000.0,1000000.0,20000000.0,10000000.0,1364000000.0,115000000.0,-1000000.0,90000000.0,437000000.0,388000000.0,49000000.0,11000000.0,11000000.0,38000000.0,26000000.0,26000000.0,-60000000.0,,1479000000.0,801000000.0,2280000000.0,2112000000.0,2022-12-31
1120000.0,0.224,1254000000.0,5000000.0,5000000.0,677000000.0,366000000.0,736000000.0,1259000000.0,893000000.0,-5000000.0,21000000.0,17000000.0,673120000.0,677000000.0,905000000.0,877000000.0,768000000.0,764000000.0,0.88,0.88,677000000.0,677000000.0,,677000000.0,677000000.0,677000000.0,195000000.0,872000000.0,5000000.0,5000000.0,5000000.0,,,-5000000.0,1000000.0,21000000.0,17000000.0,872000000.0,169000000.0,7000000.0,86000000.0,366000000.0,337000000.0,29000000.0,12000000.0,12000000.0,17000000.0,76000000.0,76000000.0,76000000.0,,1041000000.0,736000000.0,1777000000.0,1614000000.0,2023-03-31
-675000.0,0.225,687000000.0,-3000000.0,-3000000.0,209000000.0,393000000.0,781000000.0,684000000.0,291000000.0,-6000000.0,21000000.0,16000000.0,211325000.0,209000000.0,906000000.0,276000000.0,760000000.0,755000000.0,0.27,0.28,208000000.0,208000000.0,1000000.0,209000000.0,209000000.0,209000000.0,61000000.0,270000000.0,-3000000.0,-3000000.0,0.0,,3000000.0,-6000000.0,1000000.0,21000000.0,16000000.0,279000000.0,125000000.0,7000000.0,63000000.0,393000000.0,362000000.0,31000000.0,12000000.0,12000000.0,19000000.0,55000000.0,55000000.0,48000000.0,7000000.0,404000000.0,781000000.0,1185000000.0,1191000000.0,2023-06-30
1760000.0,0.22,847000000.0,8000000.0,8000000.0,323000000.0,418000000.0,790000000.0,855000000.0,437000000.0,-7000000.0,20000000.0,14000000.0,316760000.0,323000000.0,940000000.0,424000000.0,758000000.0,753000000.0,0.42,0.43,322000000.0,322000000.0,1000000.0,323000000.0,323000000.0,323000000.0,94000000.0,417000000.0,8000000.0,8000000.0,7000000.0,,-1000000.0,-7000000.0,1000000.0,20000000.0,14000000.0,416000000.0,150000000.0,8000000.0,62000000.0,418000000.0,387000000.0,31000000.0,12000000.0,12000000.0,19000000.0,80000000.0,80000000.0,59000000.0,21000000.0,566000000.0,790000000.0,1356000000.0,1335000000.0,2023-09-30
-537785.588752,0.268893,1064000000.0,-2000000.0,-2000000.0,416000000.0,464000000.0,871000000.0,1062000000.0,598000000.0,-8000000.0,29000000.0,21000000.0,417462214.411248,416000000.0,1017000000.0,577000000.0,,,,,415000000.0,415000000.0,1000000.0,416000000.0,416000000.0,416000000.0,153000000.0,569000000.0,,-2000000.0,0.0,,2000000.0,-8000000.0,0.0,29000000.0,21000000.0,579000000.0,146000000.0,-2000000.0,72000000.0,,,,,,,76000000.0,76000000.0,61000000.0,15000000.0,725000000.0,871000000.0,1596000000.0,1463000000.0,2023-12-31
