tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,gain_on_sale_of_business,other_special_charges,write_off,impairment_of_capital_assets,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,other_operating_expenses,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
-31236559.139785,0.188172,1026000000.0,-166000000.0,-166000000.0,453000000.0,179000000.0,1807000000.0,860000000.0,681000000.0,-123000000.0,123000000.0,587763440.860215,453000000.0,2964000000.0,673000000.0,1427500000.0,1415500000.0,0.32,0.32,453000000.0,453000000.0,453000000.0,0.0,453000000.0,453000000.0,105000000.0,558000000.0,-158000000.0,8000000.0,-166000000.0,0.0,0.0,0.0,166000000.0,-123000000.0,123000000.0,839000000.0,1157000000.0,-70000000.0,1227000000.0,1996000000.0,1807000000.0,3803000000.0,3803000000.0,2022-12-31
0.0,0.196,790000000.0,0.0,0.0,467000000.0,186000000.0,1609000000.0,790000000.0,604000000.0,-23000000.0,23000000.0,467000000.0,467000000.0,2769000000.0,584000000.0,1417000000.0,1406200000.0,0.33,0.33,467000000.0,467000000.0,467000000.0,0.0,467000000.0,467000000.0,114000000.0,581000000.0,20000000.0,20000000.0,0.0,0.0,,0.0,,-23000000.0,23000000.0,584000000.0,1160000000.0,-5000000.0,1165000000.0,1744000000.0,1609000000.0,3353000000.0,3353000000.0,2023-03-31
0.0,0.179,960000000.0,0.0,0.0,503000000.0,175000000.0,1748000000.0,960000000.0,785000000.0,-172000000.0,172000000.0,503000000.0,503000000.0,3020000000.0,769000000.0,1409100000.0,1400300000.0,0.36,0.36,503000000.0,503000000.0,503000000.0,0.0,503000000.0,503000000.0,110000000.0,613000000.0,16000000.0,16000000.0,0.0,0.0,,0.0,,-172000000.0,172000000.0,769000000.0,1272000000.0,,1272000000.0,2041000000.0,1748000000.0,3789000000.0,3789000000.0,2023-06-30
-440000.0,0.22,1080000000.0,-2000000.0,-2000000.0,518000000.0,177000000.0,1694000000.0,1078000000.0,901000000.0,-237000000.0,237000000.0,519560000.0,518000000.0,2907000000.0,896000000.0,1406200000.0,1397400000.0,0.37,0.37,518000000.0,518000000.0,518000000.0,0.0,518000000.0,518000000.0,146000000.0,664000000.0,3000000.0,5000000.0,-2000000.0,0.0,,0.0,2000000.0,-237000000.0,237000000.0,898000000.0,1213000000.0,-4000000.0,1217000000.0,2111000000.0,1694000000.0,3805000000.0,3805000000.0,2023-09-30
0.0,0.229143,1145000000.0,0.0,0.0,693000000.0,182000000.0,1683000000.0,1145000000.0,963000000.0,-64000000.0,64000000.0,693000000.0,693000000.0,2924000000.0,943000000.0,1401300000.0,1393600000.0,0.49,0.5,693000000.0,693000000.0,693000000.0,0.0,693000000.0,693000000.0,206000000.0,899000000.0,20000000.0,20000000.0,0.0,0.0,,0.0,0.0,-64000000.0,64000000.0,943000000.0,1241000000.0,-17000000.0,1258000000.0,2184000000.0,1683000000.0,3867000000.0,3867000000.0,2023-12-31
0.0,0.236,942000000.0,,,454000000.0,170000000.0,1528000000.0,942000000.0,772000000.0,-178000000.0,178000000.0,454000000.0,454000000.0,2703000000.0,765000000.0,1387700000.0,1380700000.0,0.33,0.33,454000000.0,454000000.0,454000000.0,,454000000.0,454000000.0,140000000.0,594000000.0,7000000.0,7000000.0,,,,,,-178000000.0,178000000.0,765000000.0,1175000000.0,-1000000.0,1176000000.0,1940000000.0,1528000000.0,3468000000.0,3468000000.0,2024-03-31
