free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,purchase_of_business,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_prepaid_assets,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,gain_loss_on_sale_of_ppe,net_income_from_continuing_operations,date,proceeds_from_stock_option_exercised
538000000.0,-33000000.0,0.0,0.0,-297000000.0,,,2246000000.0,1806000000.0,43000000.0,397000000.0,-107000000.0,-107000000.0,-28000000.0,-46000000.0,-46000000.0,-33000000.0,-33000000.0,0.0,0.0,0.0,0.0,-331000000.0,-331000000.0,1000000.0,-35000000.0,-35000000.0,-297000000.0,-297000000.0,835000000.0,835000000.0,380000000.0,-42000000.0,-224000000.0,-69000000.0,-155000000.0,-155000000.0,23000000.0,198000000.0,425000000.0,425000000.0,-19000000.0,10000000.0,-65000000.0,-65000000.0,271000000.0,271000000.0,10000000.0,10000000.0,248000000.0,2022-12-31,
245000000.0,-22000000.0,,,-267000000.0,,,2429000000.0,2246000000.0,9000000.0,174000000.0,-75000000.0,-75000000.0,-6000000.0,-47000000.0,,-22000000.0,-22000000.0,,,,,-263000000.0,-263000000.0,5000000.0,-1000000.0,-1000000.0,-267000000.0,-267000000.0,512000000.0,512000000.0,-157000000.0,-93000000.0,-89000000.0,-69000000.0,-20000000.0,-20000000.0,6000000.0,34000000.0,-15000000.0,-15000000.0,-4000000.0,9000000.0,-16000000.0,-16000000.0,267000000.0,267000000.0,6000000.0,6000000.0,407000000.0,2023-03-31,
315000000.0,-1000000.0,,,-240000000.0,,,2692000000.0,2429000000.0,0.0,263000000.0,-56000000.0,-56000000.0,-10000000.0,-45000000.0,,-1000000.0,-1000000.0,,,,,-236000000.0,-236000000.0,5000000.0,-1000000.0,-1000000.0,-240000000.0,-240000000.0,555000000.0,555000000.0,1000000.0,-93000000.0,-23000000.0,0.0,-23000000.0,-23000000.0,-35000000.0,171000000.0,-19000000.0,-19000000.0,-7000000.0,12000000.0,-35000000.0,-35000000.0,271000000.0,271000000.0,6000000.0,6000000.0,307000000.0,2023-06-30,
451000000.0,0.0,0.0,,-245000000.0,65000000.0,83000000.0,3072000000.0,2692000000.0,-21000000.0,401000000.0,-44000000.0,-44000000.0,-19000000.0,-64000000.0,-64000000.0,0.0,0.0,0.0,0.0,0.0,,-251000000.0,-251000000.0,10000000.0,-16000000.0,-16000000.0,-245000000.0,-245000000.0,696000000.0,696000000.0,119000000.0,-3000000.0,228000000.0,213000000.0,15000000.0,15000000.0,1000000.0,-11000000.0,-96000000.0,-96000000.0,-1000000.0,10000000.0,-16000000.0,-16000000.0,277000000.0,277000000.0,12000000.0,12000000.0,295000000.0,2023-09-30,
291000000.0,0.0,0.0,,-282000000.0,,,3319000000.0,3072000000.0,31000000.0,216000000.0,-70000000.0,-70000000.0,-10000000.0,-65000000.0,-65000000.0,0.0,0.0,0.0,0.0,0.0,,-287000000.0,-287000000.0,2000000.0,-7000000.0,-7000000.0,-282000000.0,-282000000.0,573000000.0,573000000.0,369000000.0,-79000000.0,28000000.0,26000000.0,2000000.0,2000000.0,9000000.0,56000000.0,355000000.0,355000000.0,9000000.0,12000000.0,-108000000.0,-108000000.0,282000000.0,282000000.0,21000000.0,21000000.0,-487000000.0,2023-12-31,5000000.0
