tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,otherunder_preferred_stock_dividend,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,restructuring_and_mergern_acquisition,net_non_operating_interest_income_expense,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,amortization,amortization_of_intangibles_income_statement,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date,general_and_administrative_expense,other_gand_a
-1681967.213115,0.186885,628000000.0,-9000000.0,-9000000.0,232000000.0,271000000.0,2492000000.0,619000000.0,348000000.0,-19000000.0,43000000.0,,239318032.786885,232000000.0,2963000000.0,327000000.0,128376159.0,127532119.0,1.79,1.8,230000000.0,230000000.0,2000000.0,232000000.0,-16000000.0,248000000.0,248000000.0,57000000.0,305000000.0,-12000000.0,-18000000.0,-9000000.0,,9000000.0,-19000000.0,43000000.0,,336000000.0,231000000.0,31000000.0,31000000.0,31000000.0,31000000.0,200000000.0,567000000.0,2732000000.0,3299000000.0,3299000000.0,2022-12-31,,
-633000.0,0.211,828000000.0,-3000000.0,-3000000.0,394000000.0,267000000.0,2328000000.0,825000000.0,558000000.0,-42000000.0,42000000.0,,396367000.0,394000000.0,2817000000.0,536000000.0,128459368.0,127548287.0,3.05,3.07,392000000.0,392000000.0,2000000.0,394000000.0,-13000000.0,407000000.0,407000000.0,109000000.0,516000000.0,19000000.0,22000000.0,-3000000.0,,3000000.0,-42000000.0,42000000.0,,539000000.0,253000000.0,31000000.0,31000000.0,31000000.0,31000000.0,222000000.0,792000000.0,2564000000.0,3356000000.0,3356000000.0,2023-03-31,,
-558000.0,0.186,693000000.0,-3000000.0,-3000000.0,297000000.0,271000000.0,2368000000.0,690000000.0,419000000.0,-42000000.0,42000000.0,,299442000.0,297000000.0,2852000000.0,396000000.0,128484016.0,127649341.0,2.31,2.32,297000000.0,297000000.0,,297000000.0,-10000000.0,307000000.0,307000000.0,70000000.0,377000000.0,20000000.0,23000000.0,-3000000.0,,3000000.0,-42000000.0,42000000.0,,399000000.0,243000000.0,30000000.0,30000000.0,30000000.0,30000000.0,213000000.0,642000000.0,2609000000.0,3251000000.0,3251000000.0,2023-06-30,,
3264000.0,0.192,665000000.0,17000000.0,17000000.0,285000000.0,277000000.0,2283000000.0,682000000.0,405000000.0,-12000000.0,40000000.0,28000000.0,271264000.0,285000000.0,2766000000.0,349000000.0,128583927.0,127854464.0,2.2,2.22,283000000.0,283000000.0,2000000.0,285000000.0,-10000000.0,295000000.0,295000000.0,70000000.0,365000000.0,28000000.0,11000000.0,17000000.0,-17000000.0,0.0,-12000000.0,40000000.0,28000000.0,349000000.0,237000000.0,31000000.0,31000000.0,31000000.0,31000000.0,206000000.0,586000000.0,2529000000.0,3115000000.0,3115000000.0,2023-09-30,,
-66419354.83871,0.12724,287000000.0,-522000000.0,-522000000.0,-497000000.0,282000000.0,2375000000.0,-235000000.0,-517000000.0,-107000000.0,41000000.0,,-41419354.83871,-497000000.0,2881000000.0,-552000000.0,128165690.0,128165690.0,-3.86,-3.86,-495000000.0,-495000000.0,-2000000.0,-497000000.0,-10000000.0,-487000000.0,-487000000.0,-71000000.0,-558000000.0,-396000000.0,126000000.0,-522000000.0,,22000000.0,-107000000.0,41000000.0,,-55000000.0,254000000.0,30000000.0,30000000.0,30000000.0,30000000.0,224000000.0,199000000.0,2627000000.0,2826000000.0,2826000000.0,2023-12-31,224000000.0,224000000.0
