free_cash_flow,repayment_of_debt,issuance_of_debt,issuance_of_capital_stock,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,preferred_stock_dividend_paid,common_stock_dividend_paid,net_preferred_stock_issuance,preferred_stock_issuance,net_common_stock_issuance,common_stock_issuance,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_investment_purchase_and_sale,net_business_purchase_and_sale,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,other_non_cash_items,stock_based_compensation,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,earnings_losses_from_equity_investments,gain_loss_on_investment_securities,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
-237000000.0,-17000000.0,24000000.0,0.0,-130000000.0,,,2885000000.0,3383000000.0,52000000.0,-550000000.0,-300000000.0,-300000000.0,-132000000.0,0.0,-175000000.0,-15000000.0,-160000000.0,0.0,0.0,0.0,0.0,7000000.0,7000000.0,-17000000.0,24000000.0,-143000000.0,-5000000.0,-138000000.0,0.0,-65000000.0,95000000.0,0.0,-130000000.0,-107000000.0,254000000.0,-361000000.0,-15410000000.0,15132000000.0,45000000.0,-64000000.0,-64000000.0,123000000.0,123000000.0,83000000.0,83000000.0,0.0,,-270000000.0,2022-12-31
-449000000.0,0.0,0.0,,-71000000.0,275000000.0,2000000.0,2109000000.0,2885000000.0,3000000.0,-779000000.0,-312000000.0,-312000000.0,-132000000.0,,-180000000.0,-14000000.0,-166000000.0,,,,,0.0,0.0,0.0,0.0,-89000000.0,,-89000000.0,25000000.0,-43000000.0,,,-71000000.0,-378000000.0,105000000.0,-483000000.0,-778000000.0,1674000000.0,39000000.0,-436000000.0,-436000000.0,100000000.0,100000000.0,75000000.0,75000000.0,,0.0,-1157000000.0,2023-03-31
-92000000.0,0.0,0.0,,-69000000.0,,,1714000000.0,2109000000.0,1000000.0,-396000000.0,-235000000.0,-235000000.0,-69000000.0,,-166000000.0,-15000000.0,-151000000.0,,,,,0.0,0.0,0.0,0.0,-138000000.0,,-136000000.0,14000000.0,-81000000.0,,,-69000000.0,-23000000.0,118000000.0,-141000000.0,-420000000.0,579000000.0,49000000.0,-150000000.0,-150000000.0,105000000.0,105000000.0,-59000000.0,109000000.0,,,-245000000.0,2023-06-30
359000000.0,-139000000.0,0.0,,-73000000.0,,,1804000000.0,1714000000.0,-28000000.0,118000000.0,-197000000.0,-197000000.0,-10000000.0,,-48000000.0,-14000000.0,-34000000.0,,,,,-139000000.0,-139000000.0,-139000000.0,0.0,-117000000.0,-1000000.0,-116000000.0,17000000.0,-60000000.0,,,-73000000.0,432000000.0,-18000000.0,450000000.0,-28000000.0,-48000000.0,43000000.0,-6000000.0,-6000000.0,105000000.0,105000000.0,75000000.0,75000000.0,0.0,,309000000.0,2023-09-30
329000000.0,-1138000000.0,45000000.0,,-115000000.0,205000000.0,90000000.0,2460000000.0,1804000000.0,23000000.0,633000000.0,-1097000000.0,-1097000000.0,49000000.0,,-53000000.0,-15000000.0,-38000000.0,,,,,-1093000000.0,-1093000000.0,-1138000000.0,45000000.0,1286000000.0,1527000000.0,-241000000.0,-59000000.0,-138000000.0,,,-115000000.0,444000000.0,-114000000.0,558000000.0,-14416000000.0,14879000000.0,46000000.0,-58000000.0,-58000000.0,108000000.0,108000000.0,75000000.0,104000000.0,0.0,,-159000000.0,2023-12-31
