free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,short_term_debt_issuance,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_from_discontinued_investing_activities,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_from_discontinued_operating_activities,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_current_assets,change_in_payables_and_accrued_expense,change_in_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,other_non_cash_items,stock_based_compensation,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date
359000000.0,-2000000000.0,-9000000.0,0.0,-59000000.0,2271000000.0,1804000000.0,58000000.0,409000000.0,-2895000000.0,-2895000000.0,-41000000.0,-306000000.0,-306000000.0,-2000000000.0,-2000000000.0,-548000000.0,-539000000.0,,,-9000000.0,-9000000.0,0.0,2886000000.0,2953000000.0,-67000000.0,-23000000.0,15000000.0,15000000.0,0.0,-59000000.0,418000000.0,116000000.0,302000000.0,-289000000.0,14000000.0,-188000000.0,-130000000.0,-58000000.0,-58000000.0,-193000000.0,78000000.0,-95000000.0,102000000.0,260000000.0,260000000.0,186000000.0,186000000.0,74000000.0,0.0,324000000.0,2022-12-31
6000000.0,0.0,-764000000.0,395000000.0,-62000000.0,2046000000.0,2271000000.0,0.0,-225000000.0,-141000000.0,-141000000.0,-14000000.0,-297000000.0,-297000000.0,0.0,0.0,170000000.0,903000000.0,,,-733000000.0,-733000000.0,0.0,-152000000.0,-37000000.0,-115000000.0,-53000000.0,0.0,0.0,0.0,-62000000.0,68000000.0,-507000000.0,575000000.0,-101000000.0,8000000.0,58000000.0,98000000.0,-40000000.0,-40000000.0,-26000000.0,-141000000.0,-132000000.0,40000000.0,263000000.0,263000000.0,191000000.0,191000000.0,72000000.0,0.0,505000000.0,2023-03-31
721000000.0,-100000000.0,-2765000000.0,0.0,-73000000.0,9957000000.0,2046000000.0,17000000.0,7894000000.0,-3266000000.0,-3266000000.0,-104000000.0,-297000000.0,-297000000.0,-100000000.0,-100000000.0,-2765000000.0,-1845000000.0,-1845000000.0,0.0,-920000000.0,-920000000.0,0.0,10366000000.0,9569000000.0,797000000.0,870000000.0,0.0,0.0,0.0,-73000000.0,794000000.0,-48000000.0,842000000.0,21000000.0,5000000.0,107000000.0,80000000.0,27000000.0,27000000.0,-40000000.0,-51000000.0,-95000000.0,56000000.0,257000000.0,257000000.0,190000000.0,190000000.0,67000000.0,,603000000.0,2023-06-30
-812000000.0,-114000000.0,-99000000.0,0.0,-169000000.0,8051000000.0,9957000000.0,-57000000.0,-1849000000.0,-521000000.0,-521000000.0,-10000000.0,-298000000.0,-298000000.0,-114000000.0,-114000000.0,-99000000.0,-102000000.0,-102000000.0,0.0,3000000.0,3000000.0,0.0,-685000000.0,45000000.0,-730000000.0,-17000000.0,-720000000.0,-15000000.0,-705000000.0,-169000000.0,-643000000.0,-1650000000.0,1007000000.0,179000000.0,-28000000.0,185000000.0,131000000.0,54000000.0,54000000.0,99000000.0,-77000000.0,85000000.0,52000000.0,271000000.0,271000000.0,,,,,695000000.0,2023-09-30
338000000.0,-247000000.0,0.0,,-77000000.0,2076000000.0,8051000000.0,7000000.0,-5982000000.0,2055000000.0,2055000000.0,-45000000.0,-300000000.0,-300000000.0,-247000000.0,-247000000.0,2647000000.0,2647000000.0,,,0.0,0.0,,-8452000000.0,1000000.0,-8453000000.0,-37000000.0,-8339000000.0,0.0,-8339000000.0,-77000000.0,415000000.0,-29000000.0,444000000.0,-247000000.0,-3000000.0,-241000000.0,-152000000.0,-89000000.0,-89000000.0,-97000000.0,94000000.0,63000000.0,74000000.0,422000000.0,422000000.0,343000000.0,343000000.0,79000000.0,,132000000.0,2023-12-31
