tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,total_unusual_items,total_unusual_items_excluding_goodwill,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,interest_income,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,minority_interests,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,special_income_charges,other_special_charges,impairment_of_capital_assets,restructuring_and_mergern_acquisition,earnings_from_equity_interest,gain_on_sale_of_security,net_non_operating_interest_income_expense,total_other_finance_cost,interest_expense_non_operating,interest_income_non_operating,operating_income,operating_expense,depreciation_amortization_depletion_income_statement,depreciation_and_amortization_in_income_statement,selling_general_and_administration,general_and_administrative_expense,other_gand_a,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
122966.367572,0.039463,742444000.0,3116000.0,3116000.0,227265000.0,438174000.0,69089000.0,745560000.0,307386000.0,-132752000.0,69669000.0,,224271966.367572,227265000.0,544788000.0,635637335.0,633373847.0,0.36,0.36,227265000.0,227265000.0,227265000.0,-1071000.0,228336000.0,228336000.0,9381000.0,237717000.0,26607000.0,23604000.0,-10384000.0,0.0,9481000.0,903000.0,-113000.0,13500000.0,-132752000.0,5480000.0,69669000.0,,343862000.0,475699000.0,438174000.0,438174000.0,37525000.0,37525000.0,37525000.0,819561000.0,69089000.0,888650000.0,873346000.0,2022-12-31
96223.621425,0.050195,854898000.0,1917000.0,1917000.0,225016000.0,451477000.0,69397000.0,856815000.0,405338000.0,-155933000.0,167266000.0,18732000.0,223195223.621425,225016000.0,555041000.0,661238844.0,660462399.0,0.34,0.34,225016000.0,225016000.0,225016000.0,-1106000.0,226122000.0,226122000.0,11950000.0,238072000.0,4647000.0,2730000.0,-14485000.0,,13178000.0,1307000.0,0.0,16402000.0,-155933000.0,7399000.0,167266000.0,18732000.0,389358000.0,485644000.0,451477000.0,451477000.0,34167000.0,34167000.0,34167000.0,875002000.0,69397000.0,944399000.0,925289000.0,2023-03-31
-1421021.110503,0.061556,883294000.0,-23085000.0,-23085000.0,195415000.0,472278000.0,94703000.0,860209000.0,387931000.0,-185656000.0,177846000.0,,217078978.889497,195415000.0,603810000.0,674593000.0,674109000.0,0.29,0.29,195415000.0,195415000.0,195415000.0,-1738000.0,197153000.0,197153000.0,12932000.0,210085000.0,-19654000.0,3020000.0,-30156000.0,,29815000.0,341000.0,411000.0,7071000.0,-185656000.0,7810000.0,177846000.0,,415395000.0,509107000.0,472278000.0,472278000.0,36829000.0,36829000.0,36829000.0,924502000.0,94703000.0,1019205000.0,995289000.0,2023-06-30
-607590.331671,0.046229,949735000.0,-13143000.0,-13143000.0,233473000.0,495566000.0,70981000.0,936592000.0,441026000.0,-185911000.0,195813000.0,18190000.0,246008409.668329,233473000.0,602072000.0,709543000.0,709165000.0,0.33,0.33,233473000.0,233473000.0,233473000.0,-404000.0,233877000.0,233877000.0,11336000.0,245213000.0,-5908000.0,7235000.0,-19692000.0,,16808000.0,2884000.0,0.0,6549000.0,-185911000.0,8288000.0,195813000.0,18190000.0,437032000.0,531091000.0,495566000.0,495566000.0,35525000.0,35525000.0,35525000.0,968123000.0,70981000.0,1039104000.0,1008862000.0,2023-09-30
-3206218.152102,0.067086,979012000.0,-47793000.0,-47793000.0,218405000.0,475856000.0,81883000.0,931219000.0,455363000.0,-210112000.0,219798000.0,18216000.0,262991781.847898,218405000.0,595754000.0,,,,,218405000.0,218405000.0,218405000.0,-1357000.0,219762000.0,219762000.0,15803000.0,235565000.0,-34854000.0,10804000.0,-37213000.0,,27281000.0,9932000.0,2135000.0,-10580000.0,-210112000.0,8530000.0,219798000.0,18216000.0,480531000.0,513871000.0,475856000.0,475856000.0,38015000.0,38015000.0,38015000.0,994402000.0,81883000.0,1076285000.0,1028710000.0,2023-12-31
