free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,interest_paid_supplemental_data,income_tax_paid_supplemental_data,end_cash_position,beginning_cash_position,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,net_other_financing_charges,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_investment_purchase_and_sale,purchase_of_investment,net_business_purchase_and_sale,sale_of_business,purchase_of_business,capital_expenditure_reported,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_tax_payable,change_in_income_tax_payable,change_in_receivables,changes_in_account_receivables,other_non_cash_items,stock_based_compensation,provisionand_write_offof_assets,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,amortization_cash_flow,amortization_of_intangibles,depreciation,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,net_other_investing_changes
187000000.0,-461000000.0,-1000000.0,,-147000000.0,,,315000000.0,700000000.0,-385000000.0,-545000000.0,-545000000.0,-35000000.0,27000000.0,-75000000.0,-75000000.0,-461000000.0,-461000000.0,-1000000.0,-1000000.0,-1000000.0,,-174000000.0,-174000000.0,11000000.0,,-38000000.0,0.0,-38000000.0,-147000000.0,334000000.0,334000000.0,93000000.0,19000000.0,-10000000.0,-10000000.0,20000000.0,-30000000.0,-30000000.0,84000000.0,84000000.0,29000000.0,22000000.0,2000000.0,-44000000.0,-44000000.0,116000000.0,116000000.0,39000000.0,39000000.0,77000000.0,0.0,116000000.0,2022-12-31,
-33000000.0,0.0,-140000000.0,140000000.0,-127000000.0,,,175000000.0,315000000.0,-140000000.0,-76000000.0,-76000000.0,-27000000.0,25000000.0,-74000000.0,-74000000.0,0.0,0.0,0.0,0.0,-140000000.0,140000000.0,-158000000.0,-158000000.0,0.0,0.0,-31000000.0,,-31000000.0,-127000000.0,94000000.0,94000000.0,-252000000.0,6000000.0,-200000000.0,-200000000.0,-211000000.0,11000000.0,11000000.0,-58000000.0,-58000000.0,2000000.0,24000000.0,,-4000000.0,-4000000.0,107000000.0,107000000.0,26000000.0,26000000.0,81000000.0,,217000000.0,2023-03-31,
340000000.0,0.0,-688000000.0,1007000000.0,-104000000.0,,,126000000.0,175000000.0,-49000000.0,189000000.0,189000000.0,-72000000.0,22000000.0,-80000000.0,-80000000.0,0.0,0.0,319000000.0,319000000.0,-688000000.0,1007000000.0,-682000000.0,-682000000.0,0.0,0.0,-578000000.0,,-578000000.0,-104000000.0,444000000.0,444000000.0,81000000.0,12000000.0,49000000.0,49000000.0,55000000.0,-6000000.0,-6000000.0,20000000.0,20000000.0,-1000000.0,16000000.0,,-12000000.0,-12000000.0,112000000.0,112000000.0,28000000.0,28000000.0,84000000.0,,249000000.0,2023-06-30,
102000000.0,0.0,-598000000.0,556000000.0,-105000000.0,17000000.0,99000000.0,143000000.0,126000000.0,17000000.0,-83000000.0,-83000000.0,26000000.0,13000000.0,-80000000.0,-80000000.0,0.0,0.0,-42000000.0,-42000000.0,-598000000.0,556000000.0,-107000000.0,-107000000.0,0.0,0.0,-2000000.0,,-2000000.0,-105000000.0,207000000.0,207000000.0,-148000000.0,-20000000.0,-80000000.0,-80000000.0,-75000000.0,-5000000.0,-5000000.0,-48000000.0,-48000000.0,11000000.0,18000000.0,1000000.0,-23000000.0,-23000000.0,111000000.0,111000000.0,27000000.0,27000000.0,84000000.0,,237000000.0,2023-09-30,
455000000.0,-275000000.0,-418000000.0,889000000.0,-72000000.0,37000000.0,84000000.0,686000000.0,143000000.0,543000000.0,130000000.0,130000000.0,2000000.0,12000000.0,-80000000.0,-80000000.0,-275000000.0,-275000000.0,471000000.0,471000000.0,-418000000.0,889000000.0,-114000000.0,-114000000.0,-42000000.0,,0.0,,0.0,-72000000.0,527000000.0,527000000.0,174000000.0,-71000000.0,174000000.0,174000000.0,176000000.0,-2000000.0,-2000000.0,71000000.0,71000000.0,29000000.0,19000000.0,1000000.0,-10000000.0,-10000000.0,109000000.0,109000000.0,27000000.0,27000000.0,82000000.0,,205000000.0,2023-12-31,
50000000.0,,0.0,0.0,-104000000.0,44000000.0,3000000.0,474000000.0,686000000.0,-212000000.0,-153000000.0,-153000000.0,-86000000.0,12000000.0,-79000000.0,-79000000.0,,,0.0,0.0,0.0,0.0,-213000000.0,-213000000.0,,,-142000000.0,,-142000000.0,-104000000.0,154000000.0,154000000.0,-186000000.0,38000000.0,-110000000.0,-110000000.0,-152000000.0,42000000.0,42000000.0,-114000000.0,-114000000.0,11000000.0,22000000.0,1000000.0,-18000000.0,-18000000.0,116000000.0,116000000.0,29000000.0,29000000.0,87000000.0,,208000000.0,2024-03-31,33000000.0
