treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,capital_lease_obligations,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,long_term_debt_and_capital_lease_obligation,long_term_capital_lease_obligation,long_term_debt,current_liabilities,current_debt_and_capital_lease_obligation,current_capital_lease_obligation,current_debt,other_current_borrowings,line_of_credit,payables_and_accrued_expenses,current_accrued_expenses,interest_payable,payables,other_payable,dividends_payable,total_tax_payable,income_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,investments_and_advances,long_term_equity_investment,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,leases,construction_in_progress,other_properties,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,inventory,receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
51000000.0,111000000.0,162000000.0,3757000000.0,4714000000.0,-2419000000.0,9965000000.0,347000000.0,-2419000000.0,642000000.0,5893000000.0,9871000000.0,6007000000.0,114000000.0,5893000000.0,-21000000.0,-21000000.0,4673000000.0,8290000000.0,2295000000.0,2000000.0,2000000.0,6830000000.0,5279000000.0,812000000.0,4467000000.0,489000000.0,3978000000.0,1551000000.0,247000000.0,153000000.0,94000000.0,2000000.0,92000000.0,1304000000.0,881000000.0,26000000.0,423000000.0,23000000.0,74000000.0,2000000.0,2000000.0,324000000.0,12837000000.0,10939000000.0,144000000.0,132000000.0,132000000.0,8312000000.0,1092000000.0,7220000000.0,2351000000.0,-3337000000.0,5688000000.0,760000000.0,277000000.0,585000000.0,3503000000.0,520000000.0,43000000.0,0.0,1898000000.0,196000000.0,192000000.0,1195000000.0,1195000000.0,-30000000.0,1225000000.0,315000000.0,315000000.0,2022-12-31
50000000.0,111877860.0,161877860.0,3802000000.0,4622000000.0,-2268000000.0,10027000000.0,459000000.0,-2268000000.0,645000000.0,6050000000.0,10025000000.0,6165000000.0,115000000.0,6050000000.0,-18000000.0,-18000000.0,4612000000.0,8412000000.0,2266000000.0,2000000.0,2000000.0,6629000000.0,5274000000.0,809000000.0,4465000000.0,490000000.0,3975000000.0,1355000000.0,157000000.0,155000000.0,2000000.0,2000000.0,,1198000000.0,,,,,,,,,12794000000.0,10980000000.0,150000000.0,128000000.0,128000000.0,8318000000.0,1077000000.0,7241000000.0,2384000000.0,,2384000000.0,,,2384000000.0,,,,,1814000000.0,195000000.0,190000000.0,1254000000.0,1254000000.0,-30000000.0,1284000000.0,175000000.0,175000000.0,2023-03-31
50000000.0,112000000.0,162000000.0,4169000000.0,4959000000.0,-2731000000.0,10544000000.0,-142000000.0,-2731000000.0,664000000.0,6249000000.0,10026000000.0,6364000000.0,115000000.0,6249000000.0,-16000000.0,-16000000.0,4587000000.0,8566000000.0,2284000000.0,2000000.0,2000000.0,7061000000.0,5186000000.0,901000000.0,4285000000.0,508000000.0,3777000000.0,1875000000.0,674000000.0,156000000.0,518000000.0,518000000.0,,1201000000.0,,,,,,,,,13425000000.0,11692000000.0,152000000.0,135000000.0,135000000.0,8980000000.0,1247000000.0,7733000000.0,2425000000.0,,2425000000.0,,,2425000000.0,,,,,1733000000.0,188000000.0,184000000.0,1235000000.0,1235000000.0,-28000000.0,1263000000.0,126000000.0,126000000.0,2023-06-30
50000000.0,112000000.0,162000000.0,4107000000.0,4912000000.0,-2526000000.0,10675000000.0,197000000.0,-2526000000.0,662000000.0,6425000000.0,10371000000.0,6539000000.0,114000000.0,6425000000.0,-20000000.0,-20000000.0,4570000000.0,8711000000.0,2302000000.0,2000000.0,2000000.0,6943000000.0,5325000000.0,874000000.0,4451000000.0,505000000.0,3946000000.0,1618000000.0,461000000.0,157000000.0,304000000.0,304000000.0,,1157000000.0,,,,,,,,,13482000000.0,11667000000.0,149000000.0,130000000.0,130000000.0,8951000000.0,1219000000.0,7732000000.0,2437000000.0,,2437000000.0,,,2437000000.0,,,,,1815000000.0,207000000.0,184000000.0,1281000000.0,1281000000.0,-27000000.0,1308000000.0,143000000.0,143000000.0,2023-09-30
51000000.0,111434997.0,162434997.0,4156000000.0,5498000000.0,-2592000000.0,11149000000.0,557000000.0,-2592000000.0,656000000.0,6307000000.0,10717000000.0,6418000000.0,111000000.0,6307000000.0,-14000000.0,-14000000.0,4826000000.0,8825000000.0,2320000000.0,2000000.0,2000000.0,7604000000.0,5789000000.0,876000000.0,4913000000.0,503000000.0,4410000000.0,1815000000.0,585000000.0,153000000.0,432000000.0,303000000.0,129000000.0,1230000000.0,768000000.0,64000000.0,462000000.0,5000000.0,79000000.0,0.0,0.0,378000000.0,14022000000.0,11650000000.0,198000000.0,135000000.0,135000000.0,8899000000.0,1166000000.0,7733000000.0,2418000000.0,-3416000000.0,5834000000.0,827000000.0,248000000.0,602000000.0,3604000000.0,513000000.0,40000000.0,0.0,2372000000.0,286000000.0,190000000.0,1210000000.0,1210000000.0,-27000000.0,1237000000.0,686000000.0,686000000.0,2023-12-31
51000000.0,111000000.0,162000000.0,4236000000.0,5352000000.0,-2590000000.0,11142000000.0,-70000000.0,-2590000000.0,642000000.0,6432000000.0,10236000000.0,6546000000.0,114000000.0,6432000000.0,-16000000.0,-16000000.0,4781000000.0,8935000000.0,2292000000.0,2000000.0,2000000.0,7408000000.0,5110000000.0,817000000.0,4293000000.0,489000000.0,3804000000.0,2298000000.0,1059000000.0,153000000.0,906000000.0,906000000.0,,1239000000.0,,,,,,,,,13954000000.0,11726000000.0,182000000.0,133000000.0,133000000.0,9022000000.0,1192000000.0,7830000000.0,2389000000.0,,2389000000.0,,,2389000000.0,,,,,2228000000.0,251000000.0,181000000.0,1322000000.0,1322000000.0,-28000000.0,1350000000.0,474000000.0,474000000.0,2024-03-31
