treasury_shares_number,ordinary_shares_number,share_issued,net_debt,total_debt,tangible_book_value,invested_capital,working_capital,net_tangible_assets,common_stock_equity,total_capitalization,total_equity_gross_minority_interest,minority_interest,stockholders_equity,gains_losses_not_affecting_retained_earnings,other_equity_adjustments,treasury_stock,retained_earnings,additional_paid_in_capital,capital_stock,common_stock,total_liabilities_net_minority_interest,total_non_current_liabilities_net_minority_interest,other_non_current_liabilities,employee_benefits,non_current_pension_and_other_postretirement_benefit_plans,non_current_deferred_liabilities,non_current_deferred_taxes_liabilities,long_term_debt_and_capital_lease_obligation,long_term_debt,current_liabilities,other_current_liabilities,current_debt_and_capital_lease_obligation,current_debt,other_current_borrowings,pensionand_other_post_retirement_benefit_plans_current,payables_and_accrued_expenses,current_accrued_expenses,payables,dividends_payable,total_tax_payable,accounts_payable,total_assets,total_non_current_assets,other_non_current_assets,goodwill_and_other_intangible_assets,other_intangible_assets,goodwill,net_ppe,accumulated_depreciation,gross_ppe,construction_in_progress,machinery_furniture_equipment,buildings_and_improvements,land_and_improvements,properties,current_assets,other_current_assets,assets_held_for_sale_current,inventory,inventories_adjustments_allowances,finished_goods,work_in_process,raw_materials,receivables,other_receivables,accounts_receivable,allowance_for_doubtful_accounts_receivable,gross_accounts_receivable,cash_cash_equivalents_and_short_term_investments,cash_and_cash_equivalents,date
103602488.0,118796867.0,222399355.0,4658000000.0,5151000000.0,279000000.0,10304000000.0,527000000.0,279000000.0,5153000000.0,9178000000.0,5236000000.0,83000000.0,5153000000.0,-205000000.0,-205000000.0,5932000000.0,8973000000.0,2315000000.0,2000000.0,2000000.0,9431000000.0,6180000000.0,856000000.0,628000000.0,628000000.0,671000000.0,671000000.0,4025000000.0,4025000000.0,3251000000.0,288000000.0,1126000000.0,1126000000.0,1126000000.0,103000000.0,1734000000.0,164000000.0,1570000000.0,94000000.0,157000000.0,1319000000.0,14667000000.0,10889000000.0,855000000.0,4874000000.0,1210000000.0,3664000000.0,5160000000.0,-7782000000.0,12942000000.0,865000000.0,10543000000.0,1394000000.0,140000000.0,0.0,3778000000.0,114000000.0,0.0,1894000000.0,-493000000.0,1347000000.0,297000000.0,743000000.0,1277000000.0,320000000.0,957000000.0,-15000000.0,972000000.0,493000000.0,493000000.0,2022-12-31
103602488.0,119151802.0,222754290.0,5051000000.0,5650000000.0,282000000.0,10838000000.0,1002000000.0,282000000.0,5188000000.0,9824000000.0,5262000000.0,74000000.0,5188000000.0,-220000000.0,-220000000.0,5932000000.0,9013000000.0,2325000000.0,2000000.0,2000000.0,9721000000.0,6750000000.0,823000000.0,629000000.0,629000000.0,662000000.0,662000000.0,4636000000.0,4636000000.0,2971000000.0,,1014000000.0,1014000000.0,,,1957000000.0,,1957000000.0,,,1957000000.0,14983000000.0,11010000000.0,846000000.0,4906000000.0,1203000000.0,3703000000.0,5258000000.0,-7895000000.0,13153000000.0,,,,,,3973000000.0,93000000.0,,1944000000.0,-493000000.0,1437000000.0,291000000.0,709000000.0,1337000000.0,286000000.0,1051000000.0,,,599000000.0,599000000.0,2023-03-31
104224199.0,118555734.0,222779933.0,5027000000.0,5437000000.0,404000000.0,10718000000.0,884000000.0,404000000.0,5281000000.0,9874000000.0,5352000000.0,71000000.0,5281000000.0,-271000000.0,-271000000.0,5982000000.0,9190000000.0,2342000000.0,2000000.0,2000000.0,9419000000.0,6632000000.0,844000000.0,622000000.0,622000000.0,573000000.0,573000000.0,4593000000.0,4593000000.0,2787000000.0,,844000000.0,844000000.0,,,1943000000.0,,1943000000.0,,,1943000000.0,14771000000.0,11100000000.0,821000000.0,4877000000.0,1180000000.0,3697000000.0,5402000000.0,-7959000000.0,13361000000.0,,,,,,3671000000.0,96000000.0,,1960000000.0,-468000000.0,1406000000.0,301000000.0,721000000.0,1205000000.0,282000000.0,923000000.0,,,410000000.0,410000000.0,2023-06-30
104224199.0,118513215.0,222737414.0,4781000000.0,5220000000.0,561000000.0,10572000000.0,952000000.0,561000000.0,5352000000.0,9932000000.0,5424000000.0,72000000.0,5352000000.0,-294000000.0,-294000000.0,5982000000.0,9274000000.0,2352000000.0,2000000.0,2000000.0,9170000000.0,6555000000.0,815000000.0,611000000.0,611000000.0,549000000.0,549000000.0,4580000000.0,4580000000.0,2615000000.0,35000000.0,640000000.0,640000000.0,640000000.0,,1940000000.0,,1940000000.0,,,1940000000.0,14594000000.0,11027000000.0,810000000.0,4791000000.0,1148000000.0,3643000000.0,5426000000.0,-7956000000.0,13382000000.0,,,,,,3567000000.0,72000000.0,186000000.0,1721000000.0,-463000000.0,1244000000.0,282000000.0,658000000.0,1149000000.0,269000000.0,880000000.0,,,439000000.0,439000000.0,2023-09-30
105469354.0,117343761.0,222813115.0,4298000000.0,4846000000.0,674000000.0,10304000000.0,905000000.0,674000000.0,5458000000.0,9763000000.0,5530000000.0,72000000.0,5458000000.0,-319000000.0,-319000000.0,6083000000.0,9490000000.0,2368000000.0,2000000.0,2000000.0,9103000000.0,6527000000.0,954000000.0,667000000.0,667000000.0,601000000.0,601000000.0,4305000000.0,4305000000.0,2576000000.0,270000000.0,541000000.0,541000000.0,,86000000.0,1679000000.0,222000000.0,1457000000.0,95000000.0,192000000.0,1170000000.0,14633000000.0,11152000000.0,820000000.0,4784000000.0,1138000000.0,3646000000.0,5548000000.0,-8026000000.0,13574000000.0,1228000000.0,10750000000.0,1482000000.0,114000000.0,0.0,3481000000.0,96000000.0,,1683000000.0,-421000000.0,1193000000.0,293000000.0,618000000.0,1154000000.0,328000000.0,826000000.0,-17000000.0,843000000.0,548000000.0,548000000.0,2023-12-31
105469354.0,117598701.0,223068055.0,4581000000.0,5080000000.0,784000000.0,10618000000.0,1020000000.0,784000000.0,5538000000.0,9878000000.0,5608000000.0,70000000.0,5538000000.0,-328000000.0,-328000000.0,6083000000.0,9559000000.0,2388000000.0,2000000.0,2000000.0,9140000000.0,6522000000.0,931000000.0,663000000.0,663000000.0,588000000.0,588000000.0,4340000000.0,4340000000.0,2618000000.0,,740000000.0,740000000.0,,,1878000000.0,,1878000000.0,,,1878000000.0,14748000000.0,11110000000.0,821000000.0,4754000000.0,1110000000.0,3644000000.0,5535000000.0,-8116000000.0,13651000000.0,,,,,13651000000.0,3638000000.0,96000000.0,,1769000000.0,-421000000.0,1247000000.0,307000000.0,636000000.0,1274000000.0,348000000.0,926000000.0,,,499000000.0,499000000.0,2024-03-31
