free_cash_flow,repurchase_of_capital_stock,repayment_of_debt,issuance_of_debt,capital_expenditure,end_cash_position,beginning_cash_position,effect_of_exchange_rate_changes,changes_in_cash,financing_cash_flow,cash_flow_from_continuing_financing_activities,proceeds_from_stock_option_exercised,cash_dividends_paid,common_stock_dividend_paid,net_common_stock_issuance,common_stock_payments,net_issuance_payments_of_debt,net_short_term_debt_issuance,short_term_debt_payments,net_long_term_debt_issuance,long_term_debt_payments,long_term_debt_issuance,investing_cash_flow,cash_flow_from_continuing_investing_activities,net_other_investing_changes,net_business_purchase_and_sale,sale_of_business,purchase_of_business,net_intangibles_purchase_and_sale,purchase_of_intangibles,net_ppe_purchase_and_sale,purchase_of_ppe,operating_cash_flow,cash_flow_from_continuing_operating_activities,change_in_working_capital,change_in_other_working_capital,change_in_payables_and_accrued_expense,change_in_payable,change_in_account_payable,change_in_inventory,change_in_receivables,changes_in_account_receivables,other_non_cash_items,asset_impairment_charge,deferred_tax,deferred_income_tax,depreciation_amortization_depletion,depreciation_and_amortization,operating_gains_losses,pension_and_employee_benefit_expense,gain_loss_on_sale_of_business,net_income_from_continuing_operations,date,net_other_financing_charges,capital_expenditure_reported
251000000.0,-100000000.0,0.0,0.0,-206000000.0,493000000.0,461000000.0,4000000.0,28000000.0,-223000000.0,-223000000.0,,-91000000.0,,-100000000.0,-100000000.0,-29000000.0,-29000000.0,,0.0,0.0,0.0,-206000000.0,-206000000.0,0.0,0.0,0.0,0.0,-3000000.0,-3000000.0,-203000000.0,-203000000.0,457000000.0,457000000.0,368000000.0,172000000.0,-127000000.0,-127000000.0,-127000000.0,119000000.0,204000000.0,204000000.0,-20000000.0,0.0,-82000000.0,-82000000.0,117000000.0,117000000.0,72000000.0,22000000.0,50000000.0,2000000.0,2022-12-31,,
-178000000.0,,-326000000.0,796000000.0,-176000000.0,599000000.0,493000000.0,3000000.0,103000000.0,357000000.0,357000000.0,-19000000.0,-94000000.0,-94000000.0,,,470000000.0,-326000000.0,-326000000.0,796000000.0,,796000000.0,-252000000.0,-252000000.0,-19000000.0,-57000000.0,16000000.0,-73000000.0,-2000000.0,-2000000.0,-174000000.0,-174000000.0,-2000000.0,-2000000.0,-235000000.0,32000000.0,-132000000.0,-132000000.0,-132000000.0,-44000000.0,-91000000.0,-91000000.0,-35000000.0,,-7000000.0,-7000000.0,141000000.0,141000000.0,,,0.0,134000000.0,2023-03-31,,
169000000.0,,-482000000.0,277000000.0,-241000000.0,410000000.0,599000000.0,0.0,-189000000.0,-353000000.0,-353000000.0,-4000000.0,-94000000.0,-94000000.0,,,-205000000.0,,,-531000000.0,,277000000.0,-246000000.0,-246000000.0,-2000000.0,-3000000.0,0.0,-3000000.0,-2000000.0,-2000000.0,-239000000.0,-239000000.0,410000000.0,410000000.0,50000000.0,113000000.0,-158000000.0,-158000000.0,-158000000.0,-29000000.0,124000000.0,124000000.0,55000000.0,,-86000000.0,-86000000.0,119000000.0,119000000.0,,,0.0,272000000.0,2023-06-30,,
278000000.0,0.0,0.0,-204000000.0,-236000000.0,439000000.0,410000000.0,-4000000.0,33000000.0,-299000000.0,-299000000.0,,-94000000.0,,0.0,0.0,-204000000.0,,,-277000000.0,0.0,-277000000.0,-182000000.0,-182000000.0,30000000.0,24000000.0,22000000.0,2000000.0,0.0,0.0,-236000000.0,-236000000.0,514000000.0,514000000.0,264000000.0,82000000.0,-73000000.0,-73000000.0,-73000000.0,220000000.0,35000000.0,35000000.0,14000000.0,,-63000000.0,-63000000.0,120000000.0,120000000.0,,0.0,0.0,179000000.0,2023-09-30,,
272000000.0,-100000000.0,0.0,-73000000.0,-180000000.0,548000000.0,439000000.0,2000000.0,107000000.0,-593000000.0,-593000000.0,,-94000000.0,,-100000000.0,-100000000.0,-399000000.0,-399000000.0,,0.0,0.0,0.0,248000000.0,248000000.0,13000000.0,415000000.0,418000000.0,-3000000.0,,,-179000000.0,-179000000.0,452000000.0,452000000.0,212000000.0,-73000000.0,173000000.0,173000000.0,173000000.0,54000000.0,58000000.0,58000000.0,42000000.0,,54000000.0,54000000.0,118000000.0,118000000.0,,53000000.0,-323000000.0,311000000.0,2023-12-31,0.0,-1000000.0
-202000000.0,,-498000000.0,742000000.0,-186000000.0,499000000.0,548000000.0,-2000000.0,-47000000.0,148000000.0,148000000.0,-1000000.0,-95000000.0,-95000000.0,,,244000000.0,0.0,0.0,244000000.0,-498000000.0,742000000.0,-179000000.0,-179000000.0,7000000.0,0.0,0.0,0.0,,,-185000000.0,-185000000.0,-16000000.0,-16000000.0,-194000000.0,-38000000.0,49000000.0,49000000.0,49000000.0,-100000000.0,-105000000.0,-105000000.0,-97000000.0,,-17000000.0,-17000000.0,127000000.0,127000000.0,,,,165000000.0,2024-03-31,,-1000000.0
