tax_effect_of_unusual_items,tax_rate_for_calcs,normalized_ebitda,net_income_from_continuing_operation_net_minority_interest,reconciled_depreciation,reconciled_cost_of_revenue,ebitda,ebit,net_interest_income,interest_expense,normalized_income,net_income_from_continuing_and_discontinued_operation,total_expenses,total_operating_income_as_reported,diluted_average_shares,basic_average_shares,diluted_eps,basic_eps,diluted_ni_availto_com_stockholders,net_income_common_stockholders,net_income,net_income_including_noncontrolling_interests,net_income_continuous_operations,tax_provision,pretax_income,other_income_expense,other_non_operating_income_expenses,net_non_operating_interest_income_expense,interest_expense_non_operating,operating_income,operating_expense,selling_general_and_administration,gross_profit,cost_of_revenue,total_revenue,operating_revenue,date
0.0,0.188696,489983000.0,307081000.0,88459000.0,1063657000.0,489983000.0,401524000.0,-23021000.0,23021000.0,307081000.0,307081000.0,1227577000.0,398090000.0,231118000.0,231118000.0,1.33,1.34,307081000.0,307081000.0,307081000.0,307081000.0,307081000.0,71422000.0,378503000.0,3434000.0,3434000.0,-23021000.0,23021000.0,398090000.0,163920000.0,163920000.0,562010000.0,1063657000.0,1625667000.0,1625667000.0,2022-12-31
0.0,0.195,482547000.0,305712000.0,82379000.0,1022525000.0,482547000.0,400168000.0,-20569000.0,20569000.0,305712000.0,305712000.0,1191576000.0,405541000.0,231229000.0,230126000.0,1.32,1.33,305712000.0,305712000.0,305712000.0,305712000.0,305712000.0,73887000.0,379599000.0,-5373000.0,-5373000.0,-20569000.0,20569000.0,405541000.0,169051000.0,169051000.0,574592000.0,1022525000.0,1597117000.0,1597117000.0,2023-03-31
0.0,0.182,496663000.0,324242000.0,81556000.0,1053190000.0,496663000.0,415107000.0,-18723000.0,18723000.0,324242000.0,324242000.0,1227320000.0,418791000.0,231261000.0,230478000.0,1.4,1.41,324242000.0,324242000.0,324242000.0,324242000.0,324242000.0,72142000.0,396384000.0,-3684000.0,-3684000.0,-18723000.0,18723000.0,418791000.0,174130000.0,174130000.0,592921000.0,1053190000.0,1646111000.0,1646111000.0,2023-06-30
0.0,0.177,513657000.0,340370000.0,81778000.0,1020920000.0,513657000.0,431879000.0,-18386000.0,18386000.0,340370000.0,340370000.0,1184702000.0,438135000.0,231751000.0,230691000.0,1.47,1.48,340370000.0,340370000.0,340370000.0,340370000.0,340370000.0,73123000.0,413493000.0,-6256000.0,-6256000.0,-18386000.0,18386000.0,438135000.0,163782000.0,163782000.0,601917000.0,1020920000.0,1622837000.0,1622837000.0,2023-09-30
0.0,0.177658,532976000.0,342864000.0,91923000.0,1115850000.0,532976000.0,441053000.0,-24117000.0,24117000.0,342864000.0,342864000.0,1285893000.0,444992000.0,231794000.0,230782000.0,1.48,1.49,342864000.0,342864000.0,342864000.0,342864000.0,342864000.0,74072000.0,416936000.0,-3939000.0,-3939000.0,-24117000.0,24117000.0,444992000.0,170043000.0,170043000.0,615035000.0,1115850000.0,1730885000.0,1730885000.0,2023-12-31
